'﻿Sensor remetente',' Estado do Paciente',' Enviado às (s)',' Processado às (s)',' Diff (s)',Sensors,'Cycle Time Constraint','Emergency Detection Time Constraint'
Sensor2,ruim,59.5656,59.6453,0.07974,ten,SATISFIED,SATISFIED
Sensor2,medio,59.7649,59.8404,0.07548,ten,SATISFIED,SATISFIED
Sensor2,medio,60.0658,60.1431,0.07727,ten,SATISFIED,SATISFIED
Sensor2,ruim,61.6592,61.7409,0.08167,ten,SATISFIED,SATISFIED
Sensor2,medio,61.7603,61.8455,0.08524,ten,SATISFIED,SATISFIED
Sensor2,ruim,61866,61.9422,0.07624,ten,SATISFIED,SATISFIED
Sensor2,medio,64.16,64.2451,0.08514,ten,SATISFIED,SATISFIED
Sensor2,medio,64.2651,64.3429,0.07781,ten,SATISFIED,SATISFIED
Sensor2,ruim,66062,66.1433,0.08134,ten,SATISFIED,SATISFIED
Sensor2,ruim,67258,67.3434,0.08543,ten,SATISFIED,SATISFIED
Sensor2,ruim,67.4666,67542,0.07533,ten,SATISFIED,SATISFIED
Sensor2,ruim,74.8685,74.9489,0.08035,ten,SATISFIED,SATISFIED
Sensor2,ruim,77.9709,78.0452,0.07427,ten,SATISFIED,SATISFIED
Sensor2,ruim,78.2577,78.3389,0.08118,ten,SATISFIED,SATISFIED
Sensor2,ruim,79.3626,79.4466,0.08399,ten,SATISFIED,SATISFIED
Sensor2,ruim,81.56,81.6411,0.08106,ten,SATISFIED,SATISFIED
Sensor2,medio,87.0601,87.1445,0.08438,ten,SATISFIED,SATISFIED
Sensor2,bom,87.1654,87243,0.07752,ten,SATISFIED,SATISFIED
Sensor2,ruim,87.8578,87.9432,0.08531,ten,SATISFIED,SATISFIED
Sensor2,medio,90.2624,90.3445,0.08212,ten,SATISFIED,SATISFIED
Sensor2,ruim,90.4624,90.54,0.07754,ten,SATISFIED,SATISFIED
Sensor2,medio,92.0573,92.1421,0.08477,ten,SATISFIED,SATISFIED
Sensor2,ruim,92.4608,92541,0.08025,ten,SATISFIED,SATISFIED
Sensor2,medio,93.6588,93.7395,0.08072,ten,SATISFIED,SATISFIED
Sensor2,ruim,93.8634,93943,0.07953,ten,SATISFIED,SATISFIED
Sensor2,ruim,94.0623,94.1403,0.07795,ten,SATISFIED,SATISFIED
Sensor2,ruim,94.2602,94.3404,0.08021,ten,SATISFIED,SATISFIED
Sensor2,ruim,103556,103.64,0.08415,ten,SATISFIED,SATISFIED
Sensor2,ruim,104363,104443,0.08013,ten,SATISFIED,SATISFIED
Sensor2,ruim,104465,104544,0.07948,ten,SATISFIED,SATISFIED
Sensor2,medio,110363,110441,0.07802,ten,SATISFIED,SATISFIED
Sensor2,bom,110.66,110741,0.08059,ten,SATISFIED,SATISFIED
Sensor2,ruim,122858,122941,0.08297,ten,SATISFIED,SATISFIED
Sensor2,ruim,123158,123.24,0.08177,ten,SATISFIED,SATISFIED
Sensor2,ruim,123261,123344,0.08337,ten,SATISFIED,SATISFIED
Sensor2,ruim,123365,123447,0.08212,ten,SATISFIED,SATISFIED
Sensor2,ruim,123859,123944,0.0847,ten,SATISFIED,SATISFIED
Sensor2,ruim,124068,124143,0.07518,ten,SATISFIED,SATISFIED
Sensor2,ruim,124862,124943,0.08182,ten,SATISFIED,SATISFIED
Sensor2,ruim,125.56,125642,0.08248,ten,SATISFIED,SATISFIED
Sensor2,ruim,133663,133745,0.08214,ten,SATISFIED,SATISFIED
Sensor2,medio,134662,134742,0.07929,ten,SATISFIED,SATISFIED
Sensor2,bom,134961,135041,0.07999,ten,SATISFIED,SATISFIED
Sensor2,ruim,146.76,146844,0.0846,ten,SATISFIED,SATISFIED
Sensor2,medio,146864,146947,0.08352,ten,SATISFIED,SATISFIED
Sensor2,ruim,150.46,150541,0.08055,ten,SATISFIED,SATISFIED
Sensor2,ruim,150665,150741,0.07535,ten,SATISFIED,SATISFIED
Sensor2,ruim,151759,151842,0.08298,ten,SATISFIED,SATISFIED
Sensor2,ruim,151861,151946,0.08508,ten,SATISFIED,SATISFIED
Sensor2,medio,162659,162742,0.08364,ten,SATISFIED,SATISFIED
Sensor2,bom,163059,163.14,0.08044,ten,SATISFIED,SATISFIED
Sensor2,medio,165.36,165441,0.08092,ten,SATISFIED,SATISFIED
Sensor2,bom,165461,165542,0.08182,ten,SATISFIED,SATISFIED
Sensor2,ruim,166161,166245,0.08346,ten,SATISFIED,SATISFIED
Sensor2,medio,169164,169242,0.07805,ten,SATISFIED,SATISFIED
Sensor2,bom,169263,169344,0.08104,ten,SATISFIED,SATISFIED
Sensor2,ruim,184057,184.14,0.08316,ten,SATISFIED,SATISFIED
Sensor2,ruim,185358,185439,0.08096,ten,SATISFIED,SATISFIED
Sensor2,ruim,185762,185841,0.0787,ten,SATISFIED,SATISFIED
Sensor2,ruim,186863,186939,0.07648,ten,SATISFIED,SATISFIED
Sensor2,ruim,186961,187046,0.08453,ten,SATISFIED,SATISFIED
Sensor2,ruim,188762,188844,0.08187,ten,SATISFIED,SATISFIED
Sensor2,ruim,189762,189841,0.07884,ten,SATISFIED,SATISFIED
Sensor2,ruim,189966,190044,0.07845,ten,SATISFIED,SATISFIED
Sensor2,ruim,193059,193141,0.08203,ten,SATISFIED,SATISFIED
Sensor2,medio,193.46,193543,0.08223,ten,SATISFIED,SATISFIED
Sensor2,bom,194563,194642,0.07839,ten,SATISFIED,SATISFIED
Sensor2,ruim,198561,198643,0.08221,ten,SATISFIED,SATISFIED
Sensor2,ruim,199562,199645,0.08362,ten,SATISFIED,SATISFIED
Sensor2,medio,199766,199839,0.07343,ten,SATISFIED,SATISFIED
Sensor2,medio,199962,200042,0.08019,ten,SATISFIED,SATISFIED
Sensor2,ruim,200365,200447,0.08239,ten,SATISFIED,SATISFIED
Sensor2,ruim,210864,210943,0.07887,ten,SATISFIED,SATISFIED
Sensor2,ruim,210963,211043,0.07936,ten,SATISFIED,SATISFIED
Sensor2,ruim,216163,216242,0.07898,ten,SATISFIED,SATISFIED
Sensor2,ruim,216.76,216842,0.08284,ten,SATISFIED,SATISFIED
Sensor2,ruim,217663,217743,0.08069,ten,SATISFIED,SATISFIED
Sensor2,medio,220265,220348,0.0825,ten,SATISFIED,SATISFIED
Sensor2,bom,220465,220542,0.07795,ten,SATISFIED,SATISFIED
Sensor2,ruim,226.86,226942,0.0817,ten,SATISFIED,SATISFIED
Sensor2,ruim,227165,227246,0.08043,ten,SATISFIED,SATISFIED
Sensor2,medio,227267,227348,0.08037,ten,SATISFIED,SATISFIED
Sensor2,medio,229262,229345,0.08277,ten,SATISFIED,SATISFIED
Sensor2,ruim,229562,229.64,0.07798,ten,SATISFIED,SATISFIED
Sensor2,medio,229661,229741,0.08086,ten,SATISFIED,SATISFIED
Sensor2,bom,230064,230145,0.0817,ten,SATISFIED,SATISFIED
Sensor2,ruim,237756,237839,0.08331,ten,SATISFIED,SATISFIED
Sensor2,medio,238564,238642,0.07825,ten,SATISFIED,SATISFIED
Sensor2,ruim,238.76,238837,0.07719,ten,SATISFIED,SATISFIED
Sensor2,ruim,241059,241144,0.08411,ten,SATISFIED,SATISFIED
Sensor2,medio,241658,241739,0.08152,ten,SATISFIED,SATISFIED
Sensor2,ruim,241759,241847,0.08764,ten,SATISFIED,SATISFIED
Sensor2,ruim,241868,241.95,0.08284,ten,SATISFIED,SATISFIED
Sensor2,medio,241.97,242045,0.07506,ten,SATISFIED,SATISFIED
Sensor2,ruim,242067,242147,0.08007,ten,SATISFIED,SATISFIED
Sensor2,medio,242169,242.25,0.08087,ten,SATISFIED,SATISFIED
Sensor2,bom,242666,242747,0.0806,ten,SATISFIED,SATISFIED
Sensor2,ruim,248863,248.94,0.07735,ten,SATISFIED,SATISFIED
Sensor2,ruim,248.96,249042,0.08189,ten,SATISFIED,SATISFIED
Sensor2,medio,251069,251145,0.0758,ten,SATISFIED,SATISFIED
Sensor2,bom,251271,251344,0.07309,ten,SATISFIED,SATISFIED
Sensor2,medio,256662,256741,0.07961,ten,SATISFIED,SATISFIED
Sensor2,bom,257159,257243,0.08378,ten,SATISFIED,SATISFIED
Sensor2,ruim,266158,266.24,0.08169,ten,SATISFIED,SATISFIED
Sensor2,ruim,267861,267941,0.07997,ten,SATISFIED,SATISFIED
Sensor2,ruim,268.06,268145,0.08536,ten,SATISFIED,SATISFIED
Sensor2,ruim,272365,272445,0.07947,ten,SATISFIED,SATISFIED
Sensor2,medio,273464,273544,0.07988,ten,SATISFIED,SATISFIED
Sensor2,bom,273863,273.94,0.07668,ten,SATISFIED,SATISFIED
Sensor2,medio,275.56,275641,0.08096,ten,SATISFIED,SATISFIED
Sensor2,bom,275762,275841,0.07864,ten,SATISFIED,SATISFIED
Sensor2,ruim,290459,290543,0.08362,ten,SATISFIED,SATISFIED
Sensor2,ruim,290664,290747,0.08299,ten,SATISFIED,SATISFIED
Sensor2,ruim,290865,290.94,0.07516,ten,SATISFIED,SATISFIED
Sensor2,ruim,296463,296546,0.08269,ten,SATISFIED,SATISFIED
Sensor2,ruim,297165,297247,0.08163,ten,SATISFIED,SATISFIED
Sensor2,medio,297.86,297941,0.08088,ten,SATISFIED,SATISFIED
Sensor2,ruim,298.16,298241,0.08144,ten,SATISFIED,SATISFIED
Sensor2,bom,299.56,299.64,0.08033,ten,SATISFIED,SATISFIED
Sensor2,ruim,302356,302441,0.08531,ten,SATISFIED,SATISFIED
Sensor2,medio,303359,303.44,0.08081,ten,SATISFIED,SATISFIED
Sensor2,bom,303459,303544,0.08493,ten,SATISFIED,SATISFIED
Sensor2,ruim,305859,305942,0.08242,ten,SATISFIED,SATISFIED
Sensor2,medio,306162,306244,0.08231,ten,SATISFIED,SATISFIED
Sensor2,bom,306365,306444,0.0787,ten,SATISFIED,SATISFIED
Sensor2,ruim,306462,306541,0.07842,ten,SATISFIED,SATISFIED
Sensor2,medio,309266,309344,0.07853,ten,SATISFIED,SATISFIED
Sensor2,ruim,309665,309743,0.07785,ten,SATISFIED,SATISFIED
Sensor2,bom,312058,312141,0.08285,ten,SATISFIED,SATISFIED
Sensor2,ruim,314764,314842,0.07843,ten,SATISFIED,SATISFIED
Sensor2,bom,314962,315045,0.08262,ten,SATISFIED,SATISFIED
Sensor2,ruim,319362,319443,0.08079,ten,SATISFIED,SATISFIED
Sensor2,ruim,319463,319545,0.08203,ten,SATISFIED,SATISFIED
Sensor2,ruim,319565,319644,0.07927,ten,SATISFIED,SATISFIED
Sensor2,ruim,319665,319746,0.08152,ten,SATISFIED,SATISFIED
Sensor2,ruim,319767,319846,0.0791,ten,SATISFIED,SATISFIED
Sensor2,medio,321561,321.64,0.07851,ten,SATISFIED,SATISFIED
Sensor2,ruim,321765,321.84,0.07472,ten,SATISFIED,SATISFIED
Sensor2,medio,324.66,324.74,0.08036,ten,SATISFIED,SATISFIED
Sensor2,medio,324.96,325043,0.08336,ten,SATISFIED,SATISFIED
Sensor2,ruim,329263,329.34,0.07687,ten,SATISFIED,SATISFIED
Sensor2,ruim,329458,329541,0.08281,ten,SATISFIED,SATISFIED
Sensor2,ruim,329.56,329643,0.08266,ten,SATISFIED,SATISFIED
Sensor2,ruim,331.96,332044,0.08433,ten,SATISFIED,SATISFIED
Sensor2,medio,333958,334.04,0.08132,ten,SATISFIED,SATISFIED
Sensor2,medio,334.16,334241,0.08129,ten,SATISFIED,SATISFIED
Sensor2,medio,339.56,339642,0.08245,ten,SATISFIED,SATISFIED
Sensor2,ruim,339663,339746,0.08345,ten,SATISFIED,SATISFIED
Sensor2,medio,341059,341143,0.08396,ten,SATISFIED,SATISFIED
Sensor2,ruim,341762,341848,0.08503,ten,SATISFIED,SATISFIED
Sensor2,ruim,343163,343241,0.07801,ten,SATISFIED,SATISFIED
Sensor2,ruim,345257,345341,0.0837,ten,SATISFIED,SATISFIED
Sensor2,bom,345659,345742,0.08239,ten,SATISFIED,SATISFIED
Sensor2,ruim,351062,351143,0.08136,ten,SATISFIED,SATISFIED
Sensor2,medio,352158,352238,0.08054,ten,SATISFIED,SATISFIED
Sensor2,ruim,352462,352545,0.08349,ten,SATISFIED,SATISFIED
Sensor2,medio,353064,353145,0.08121,ten,SATISFIED,SATISFIED
Sensor2,bom,353165,353246,0.08103,ten,SATISFIED,SATISFIED
Sensor2,ruim,356659,356741,0.08189,ten,SATISFIED,SATISFIED
Sensor2,medio,357363,357444,0.08061,ten,SATISFIED,SATISFIED
Sensor2,bom,357565,357.64,0.07497,ten,SATISFIED,SATISFIED
Sensor2,ruim,362.36,362441,0.08126,ten,SATISFIED,SATISFIED
Sensor2,medio,362.57,362647,0.07663,ten,SATISFIED,SATISFIED
Sensor2,ruim,363263,363341,0.07891,ten,SATISFIED,SATISFIED
Sensor2,ruim,364461,364.54,0.07874,ten,SATISFIED,SATISFIED
Sensor2,ruim,364.66,364738,0.07774,ten,SATISFIED,SATISFIED
Sensor2,medio,365562,365641,0.07844,ten,SATISFIED,SATISFIED
Sensor2,ruim,365964,366.04,0.0766,ten,SATISFIED,SATISFIED
Sensor2,ruim,367158,367.24,0.08181,ten,SATISFIED,SATISFIED
Sensor2,ruim,367461,367.54,0.07923,ten,SATISFIED,SATISFIED
Sensor2,ruim,369665,369744,0.07859,ten,SATISFIED,SATISFIED
Sensor2,medio,370665,370744,0.07894,ten,SATISFIED,SATISFIED
Sensor2,bom,370765,370845,0.08053,ten,SATISFIED,SATISFIED
Sensor2,ruim,374464,374546,0.08223,ten,SATISFIED,SATISFIED
Sensor2,ruim,375157,375241,0.08373,ten,SATISFIED,SATISFIED
Sensor2,ruim,375459,375.54,0.08139,ten,SATISFIED,SATISFIED
Sensor2,medio,376664,376.74,0.07518,ten,SATISFIED,SATISFIED
Sensor2,bom,377158,377241,0.08272,ten,SATISFIED,SATISFIED
Sensor2,ruim,390.46,390541,0.08189,ten,SATISFIED,SATISFIED
Sensor2,ruim,390761,390842,0.08091,ten,SATISFIED,SATISFIED
Sensor2,ruim,399659,399745,0.08574,ten,SATISFIED,SATISFIED
Sensor2,ruim,399864,399947,0.08308,ten,SATISFIED,SATISFIED
Sensor2,medio,411163,411243,0.07973,ten,SATISFIED,SATISFIED
Sensor2,ruim,411363,411443,0.0794,ten,SATISFIED,SATISFIED
Sensor2,medio,413059,413142,0.0826,ten,SATISFIED,SATISFIED
Sensor2,bom,413264,413342,0.07779,ten,SATISFIED,SATISFIED
Sensor2,ruim,413363,413443,0.08022,ten,SATISFIED,SATISFIED
Sensor2,medio,415457,415542,0.08574,ten,SATISFIED,SATISFIED
Sensor2,ruim,415856,415939,0.08298,ten,SATISFIED,SATISFIED
Sensor2,ruim,416161,416244,0.08278,ten,SATISFIED,SATISFIED
Sensor2,ruim,416964,417045,0.08115,ten,SATISFIED,SATISFIED
Sensor2,ruim,420156,420241,0.08448,ten,SATISFIED,SATISFIED
Sensor2,ruim,422462,422542,0.08003,ten,SATISFIED,SATISFIED
Sensor2,ruim,422759,422.84,0.08123,ten,SATISFIED,SATISFIED
Sensor2,medio,426963,427042,0.0794,ten,SATISFIED,SATISFIED
Sensor2,ruim,427262,427343,0.08164,ten,SATISFIED,SATISFIED
Sensor2,ruim,431158,431239,0.08012,ten,SATISFIED,SATISFIED
Sensor2,medio,432462,432542,0.08061,ten,SATISFIED,SATISFIED
Sensor2,bom,432563,432645,0.08166,ten,SATISFIED,SATISFIED
Sensor2,ruim,446462,446543,0.08115,ten,SATISFIED,SATISFIED
Sensor2,ruim,447.26,447.34,0.07963,ten,SATISFIED,SATISFIED
Sensor2,ruim,447361,447443,0.0826,ten,SATISFIED,SATISFIED
Sensor2,ruim,461858,461942,0.08338,ten,SATISFIED,SATISFIED
Sensor2,ruim,463155,463243,0.08733,ten,SATISFIED,SATISFIED
Sensor2,ruim,463458,463541,0.08285,ten,SATISFIED,SATISFIED
Sensor2,ruim,464861,464942,0.08086,ten,SATISFIED,SATISFIED
Sensor2,ruim,464963,465044,0.08151,ten,SATISFIED,SATISFIED
Sensor2,medio,465865,465949,0.08331,ten,SATISFIED,SATISFIED
Sensor2,bom,466064,466141,0.07661,ten,SATISFIED,SATISFIED
Sensor2,ruim,481263,481342,0.07879,ten,SATISFIED,SATISFIED
Sensor2,ruim,481563,481646,0.08257,ten,SATISFIED,SATISFIED
Sensor2,ruim,481961,482043,0.08136,ten,SATISFIED,SATISFIED
Sensor2,medio,483861,483.94,0.07932,ten,SATISFIED,SATISFIED
Sensor2,bom,483.96,484044,0.08346,ten,SATISFIED,SATISFIED
Sensor2,medio,484861,484943,0.08219,ten,SATISFIED,SATISFIED
Sensor2,ruim,485157,485241,0.08407,ten,SATISFIED,SATISFIED
Sensor2,ruim,487056,487138,0.08276,ten,SATISFIED,SATISFIED
Sensor2,ruim,487158,487244,0.08544,ten,SATISFIED,SATISFIED
Sensor2,medio,490.86,490942,0.08231,ten,SATISFIED,SATISFIED
Sensor2,medio,491.06,491.14,0.07921,ten,SATISFIED,SATISFIED
Sensor2,medio,491463,491542,0.07917,ten,SATISFIED,SATISFIED
Sensor2,bom,491562,491644,0.08252,ten,SATISFIED,SATISFIED
Sensor3,ruim,9.83338,9.91114,0.07776,ten,SATISFIED,SATISFIED
Sensor3,medio,9.93935,10014,0.07466,ten,SATISFIED,SATISFIED
Sensor3,bom,10.5356,10.6071,0.07153,ten,SATISFIED,SATISFIED
Sensor3,ruim,19.1536,19.2262,0.07261,ten,SATISFIED,SATISFIED
Sensor3,ruim,19.2528,19.3321,0.0793,ten,SATISFIED,SATISFIED
Sensor3,medio,24.3617,24.4376,0.07592,ten,SATISFIED,SATISFIED
Sensor3,ruim,24.4654,24.5388,0.0734,ten,SATISFIED,SATISFIED
Sensor3,ruim,27072,27.15,0.07799,ten,SATISFIED,SATISFIED
Sensor3,ruim,29.0654,29.1414,0.07606,ten,SATISFIED,SATISFIED
Sensor3,ruim,29.1687,29.2453,0.07663,ten,SATISFIED,SATISFIED
Sensor3,ruim,35.2787,35.3461,0.06736,ten,SATISFIED,SATISFIED
Sensor3,medio,35.7708,35.8431,0.0723,ten,SATISFIED,SATISFIED
Sensor3,ruim,35.87,35.9441,0.07401,ten,SATISFIED,SATISFIED
Sensor3,medio,36.3659,36.4392,0.07325,ten,SATISFIED,SATISFIED
Sensor3,bom,36.5706,36.6415,0.0709,ten,SATISFIED,SATISFIED
Sensor3,ruim,39.4678,39.5466,0.07878,ten,SATISFIED,SATISFIED
Sensor3,medio,40.1719,40.2441,0.07212,ten,SATISFIED,SATISFIED
Sensor3,medio,40.4688,40.5442,0.07542,ten,SATISFIED,SATISFIED
Sensor3,ruim,47.2698,47.3432,0.07346,ten,SATISFIED,SATISFIED
Sensor3,ruim,48365,48.4411,0.07617,ten,SATISFIED,SATISFIED
Sensor3,ruim,48.6713,48.7448,0.07354,ten,SATISFIED,SATISFIED
Sensor3,ruim,53.3684,53.4447,0.07629,ten,SATISFIED,SATISFIED
Sensor3,ruim,53968,54.0424,0.07446,ten,SATISFIED,SATISFIED
Sensor3,ruim,54.3634,54.4378,0.07442,ten,SATISFIED,SATISFIED
Sensor3,medio,55.6713,55.7471,0.07586,ten,SATISFIED,SATISFIED
Sensor3,bom,55.7717,55.8426,0.07088,ten,SATISFIED,SATISFIED
Sensor3,medio,59.4729,59.5448,0.07196,ten,SATISFIED,SATISFIED
Sensor3,bom,60.1697,60.2468,0.07709,ten,SATISFIED,SATISFIED
Sensor3,ruim,60.2738,60.3476,0.07375,ten,SATISFIED,SATISFIED
Sensor3,ruim,60.4666,60.5424,0.07576,ten,SATISFIED,SATISFIED
Sensor3,bom,60.7715,60.8455,0.07442,ten,SATISFIED,SATISFIED
Sensor3,ruim,62.3751,62.4481,0.07292,ten,SATISFIED,SATISFIED
Sensor3,medio,62.4739,62.5408,0.06694,ten,SATISFIED,SATISFIED
Sensor3,ruim,62.5675,62.6423,0.07479,ten,SATISFIED,SATISFIED
Sensor3,medio,64867,64.9434,0.07638,ten,SATISFIED,SATISFIED
Sensor3,bom,64.9716,65046,0.07439,ten,SATISFIED,SATISFIED
Sensor3,ruim,66.7677,66.8442,0.07653,ten,SATISFIED,SATISFIED
Sensor3,ruim,67.9696,68.0448,0.07527,ten,SATISFIED,SATISFIED
Sensor3,medio,68.1739,68.2457,0.07183,ten,SATISFIED,SATISFIED
Sensor3,ruim,75.5722,75.6432,0.07096,ten,SATISFIED,SATISFIED
Sensor3,ruim,78.6696,78.7444,0.07474,ten,SATISFIED,SATISFIED
Sensor3,medio,78.9655,79.0442,0.07873,ten,SATISFIED,SATISFIED
Sensor3,ruim,80.0623,80.1409,0.07853,ten,SATISFIED,SATISFIED
Sensor3,bom,82.2667,82.3415,0.07481,ten,SATISFIED,SATISFIED
Sensor3,medio,87769,87.8386,0.06957,ten,SATISFIED,SATISFIED
Sensor3,bom,87.8641,87.9434,0.07924,ten,SATISFIED,SATISFIED
Sensor3,ruim,88.5762,88.6402,0.06392,ten,SATISFIED,SATISFIED
Sensor3,ruim,90.9681,91.0416,0.07355,ten,SATISFIED,SATISFIED
Sensor3,ruim,91.1695,91.2423,0.07283,ten,SATISFIED,SATISFIED
Sensor3,medio,92.7697,92843,0.07334,ten,SATISFIED,SATISFIED
Sensor3,bom,93.1709,93.2425,0.07167,ten,SATISFIED,SATISFIED
Sensor3,ruim,94.3672,94444,0.07677,ten,SATISFIED,SATISFIED
Sensor3,ruim,94.5684,94.6462,0.0778,ten,SATISFIED,SATISFIED
Sensor3,medio,94768,94.8416,0.07366,ten,SATISFIED,SATISFIED
Sensor3,bom,94971,95.0435,0.07255,ten,SATISFIED,SATISFIED
Sensor3,ruim,104263,104343,0.0807,ten,SATISFIED,SATISFIED
Sensor3,ruim,105063,105146,0.08247,ten,SATISFIED,SATISFIED
Sensor3,ruim,105174,105248,0.0745,ten,SATISFIED,SATISFIED
Sensor3,medio,111063,111139,0.0761,ten,SATISFIED,SATISFIED
Sensor3,bom,111367,111441,0.07441,ten,SATISFIED,SATISFIED
Sensor3,ruim,123571,123642,0.07166,ten,SATISFIED,SATISFIED
Sensor3,ruim,123866,123944,0.07784,ten,SATISFIED,SATISFIED
Sensor3,ruim,123971,124048,0.0772,ten,SATISFIED,SATISFIED
Sensor3,ruim,124075,124143,0.06833,ten,SATISFIED,SATISFIED
Sensor3,ruim,124564,124642,0.07769,ten,SATISFIED,SATISFIED
Sensor3,ruim,124.77,124841,0.07163,ten,SATISFIED,SATISFIED
Sensor3,ruim,125566,125642,0.07606,ten,SATISFIED,SATISFIED
Sensor3,bom,126.27,126344,0.07487,ten,SATISFIED,SATISFIED
Sensor3,ruim,134367,134445,0.07736,ten,SATISFIED,SATISFIED
Sensor3,medio,135.37,135445,0.07532,ten,SATISFIED,SATISFIED
Sensor3,bom,135667,135742,0.07513,ten,SATISFIED,SATISFIED
Sensor3,medio,147.47,147544,0.07365,ten,SATISFIED,SATISFIED
Sensor3,bom,147571,147645,0.07415,ten,SATISFIED,SATISFIED
Sensor3,ruim,151166,151243,0.07665,ten,SATISFIED,SATISFIED
Sensor3,ruim,151367,151.44,0.0731,ten,SATISFIED,SATISFIED
Sensor3,ruim,152463,152.54,0.07704,ten,SATISFIED,SATISFIED
Sensor3,medio,152567,152644,0.07769,ten,SATISFIED,SATISFIED
Sensor3,medio,163363,163438,0.07552,ten,SATISFIED,SATISFIED
Sensor3,ruim,163765,163841,0.07604,ten,SATISFIED,SATISFIED
Sensor3,medio,166063,166141,0.07732,ten,SATISFIED,SATISFIED
Sensor3,bom,166168,166245,0.07713,ten,SATISFIED,SATISFIED
Sensor3,ruim,166862,166938,0.07606,ten,SATISFIED,SATISFIED
Sensor3,medio,169865,169941,0.07634,ten,SATISFIED,SATISFIED
Sensor3,medio,169969,170044,0.07556,ten,SATISFIED,SATISFIED
Sensor3,ruim,184767,184842,0.07504,ten,SATISFIED,SATISFIED
Sensor3,medio,186067,186146,0.07901,ten,SATISFIED,SATISFIED
Sensor3,ruim,186465,186543,0.07785,ten,SATISFIED,SATISFIED
Sensor3,medio,187568,187645,0.07668,ten,SATISFIED,SATISFIED
Sensor3,bom,187673,187745,0.07283,ten,SATISFIED,SATISFIED
Sensor3,ruim,189469,189547,0.07779,ten,SATISFIED,SATISFIED
Sensor3,medio,190469,190541,0.07144,ten,SATISFIED,SATISFIED
Sensor3,medio,190671,190747,0.0751,ten,SATISFIED,SATISFIED
Sensor3,ruim,193766,193843,0.07712,ten,SATISFIED,SATISFIED
Sensor3,medio,194.17,194245,0.0749,ten,SATISFIED,SATISFIED
Sensor3,bom,195266,195339,0.07318,ten,SATISFIED,SATISFIED
Sensor3,ruim,199266,199344,0.07795,ten,SATISFIED,SATISFIED
Sensor3,medio,200268,200344,0.0758,ten,SATISFIED,SATISFIED
Sensor3,ruim,200474,200546,0.07178,ten,SATISFIED,SATISFIED
Sensor3,ruim,200.67,200739,0.06945,ten,SATISFIED,SATISFIED
Sensor3,ruim,201071,201148,0.07693,ten,SATISFIED,SATISFIED
Sensor3,ruim,211.57,211641,0.07113,ten,SATISFIED,SATISFIED
Sensor3,ruim,211668,211743,0.07433,ten,SATISFIED,SATISFIED
Sensor3,medio,216871,216.95,0.0794,ten,SATISFIED,SATISFIED
Sensor3,ruim,217467,217544,0.07683,ten,SATISFIED,SATISFIED
Sensor3,ruim,218367,218447,0.07983,ten,SATISFIED,SATISFIED
Sensor3,medio,220972,221042,0.07001,ten,SATISFIED,SATISFIED
Sensor3,bom,221166,221237,0.07109,ten,SATISFIED,SATISFIED
Sensor3,ruim,227.57,227645,0.07469,ten,SATISFIED,SATISFIED
Sensor3,medio,227861,227.94,0.07873,ten,SATISFIED,SATISFIED
Sensor3,bom,227966,228044,0.07744,ten,SATISFIED,SATISFIED
Sensor3,medio,229971,230044,0.07288,ten,SATISFIED,SATISFIED
Sensor3,ruim,230268,230339,0.07136,ten,SATISFIED,SATISFIED
Sensor3,medio,230365,230443,0.07771,ten,SATISFIED,SATISFIED
Sensor3,bom,230766,230841,0.07457,ten,SATISFIED,SATISFIED
Sensor3,ruim,238469,238543,0.07335,ten,SATISFIED,SATISFIED
Sensor3,medio,239267,239344,0.07603,ten,SATISFIED,SATISFIED
Sensor3,ruim,239469,239543,0.07441,ten,SATISFIED,SATISFIED
Sensor3,medio,241766,241847,0.08128,ten,SATISFIED,SATISFIED
Sensor3,bom,242.37,242441,0.07114,ten,SATISFIED,SATISFIED
Sensor3,ruim,242468,242544,0.07641,ten,SATISFIED,SATISFIED
Sensor3,medio,242572,242645,0.07363,ten,SATISFIED,SATISFIED
Sensor3,bom,242674,242747,0.07355,ten,SATISFIED,SATISFIED
Sensor3,ruim,242776,242.85,0.07385,ten,SATISFIED,SATISFIED
Sensor3,medio,242877,242944,0.06624,ten,SATISFIED,SATISFIED
Sensor3,bom,243365,243441,0.07536,ten,SATISFIED,SATISFIED
Sensor3,ruim,249563,249643,0.07959,ten,SATISFIED,SATISFIED
Sensor3,ruim,249669,249746,0.07735,ten,SATISFIED,SATISFIED
Sensor3,medio,251765,251842,0.0767,ten,SATISFIED,SATISFIED
Sensor3,bom,251967,252038,0.0713,ten,SATISFIED,SATISFIED
Sensor3,medio,257371,257441,0.07027,ten,SATISFIED,SATISFIED
Sensor3,bom,257864,257941,0.07672,ten,SATISFIED,SATISFIED
Sensor3,ruim,266865,266941,0.07531,ten,SATISFIED,SATISFIED
Sensor3,medio,268567,268642,0.07558,ten,SATISFIED,SATISFIED
Sensor3,bom,268767,268843,0.07545,ten,SATISFIED,SATISFIED
Sensor3,ruim,273071,273142,0.07047,ten,SATISFIED,SATISFIED
Sensor3,medio,274166,274.24,0.07354,ten,SATISFIED,SATISFIED
Sensor3,bom,274565,274.64,0.07518,ten,SATISFIED,SATISFIED
Sensor3,medio,276266,276341,0.0754,ten,SATISFIED,SATISFIED
