Tref:,1514235470,0.929675,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
0,medium,false,25.5719,25.4769,0.0949056
0,bad,true,38.0719,37.9771,0.0947826
0,good,false,48.5717,48.477,0.0947784
0,medium,false,63.5718,63.4772,0.0946875
0,good,false,76.5718,76.477,0.0947967
0,medium,false,94.5718,94.477,0.0948611
0,good,false,107.572,107.477,0.0948581
0,bad,true,124.572,124.477,0.0948802
0,medium,false,135.072,134.977,0.0949778
0,bad,true,155.572,155.477,0.0947606
0,good,false,165.972,165.877,0.0946963
0,medium,false,179.972,179.877,0.0948869
0,good,false,196.472,196.377,0.0947519
0,bad,true,216.472,216.377,0.094723
0,medium,false,226.972,226.877,0.0947709
0,good,false,239.972,239.877,0.0949087
0,bad,true,260.972,260.877,0.0947964
0,medium,false,271.572,271.477,0.0949992
0,good,false,284.072,283.977,0.0948138
0,medium,false,303.072,302.977,0.0948794
0,good,false,320.072,319.977,0.094749
0,bad,true,335.072,334.977,0.0947481
0,medium,false,345.472,345.377,0.0948052
0,bad,true,359.972,359.877,0.0947849
0,medium,false,370.572,370.477,0.0946818
0,good,false,384.072,383.977,0.0948411
0,medium,false,400.072,399.977,0.0948501
0,good,false,412.072,411.977,0.0947382
0,bad,true,427.072,426.977,0.0948151
0,good,false,437.872,437.777,0.0947806
0,medium,false,452.872,452.777,0.0947673
0,bad,true,468.372,468.277,0.0947754
0,good,false,478.872,478.777,0.0949777
0,medium,false,496.872,496.777,0.0947976
0,bad,true,510.372,510.277,0.0948291
0,good,false,521.172,521.077,0.0947428
0,medium,false,536.172,536.077,0.0947156
0,good,false,548.172,548.077,0.0947083
0,medium,false,563.172,563.077,0.0947533
0,good,false,577.672,577.577,0.0948336
