Tempo(s), Risco do Sensor, Nivel da Bateria,Delta Bateria, Diff(s),Mode
148,alto,-112.9,0.15,0.43659,Non-controlled
148,moderado,-113.05,0.15,0.09717,Non-controlled
148,baixo,-113.2,11.14,0.10007,Non-controlled
156,moderado,-124.34,0.08,7.63874,Non-controlled
156,baixo,-124.42,6.38,0.04781,Non-controlled
160,moderado,-130.8,0.08,4.37234,Non-controlled
160,baixo,-130.88,0.64,0.04773,Non-controlled
161,moderado,-131.52,0.15,0.43606,Non-controlled
161,baixo,-131.67,8.62,0.09691,Non-controlled
167,alto,-140.29,0.22,5.90316,Non-controlled
167,moderado,-140.51,0.15,0.14809,Non-controlled
167.15,alto,-140.66,0.08,0.09615,Non-controlled
167,moderado,-140.74,0.36,0.04725,Non-controlled
167,alto,-141.1,0.5,0.24038,Non-controlled
168,moderado,-141.6,0.15,0.33618,Non-controlled
168,baixo,-141.75,2.6,0.09746,Non-controlled
170,alto,-144.35,0.99,1.78245,Non-controlled
170,moderado,-145.34,0.08,0.67183,Non-controlled
170,baixo,-145.42,1.34,0.04821,Non-controlled
171,alto,-146.76,0.22,0.91983,Non-controlled
171,moderado,-146.98,0.29,0.1442,Non-controlled
172,baixo,-147.27,5.33,0.19581,Non-controlled
175,alto,-152.6,1.62,3.65225,Non-controlled
176,moderado,-154.22,0.22,1.10763,Non-controlled
177,baixo,-154.44,0.08,0.14423,Non-controlled
177,alto,-154.52,0.15,0.04753,Non-controlled
177,moderado,-154.67,0.15,0.09761,Non-controlled
177,alto,-154.82,1.34,0.09855,Non-controlled
178,moderado,-156.16,0.22,0.91245,Non-controlled
178,baixo,-156.38,3.09,0.14731,Non-controlled
180,moderado,-159.47,0.36,2.11234,Non-controlled
180,alto,-159.83,0.22,0.24026,Non-controlled
180,moderado,-160.05,0.29,0.14803,Non-controlled
181,alto,-160.34,1.13,0.19159,Non-controlled
181,moderado,-161.47,0.08,0.77217,Non-controlled
181,baixo,-161.55,0.92,0.04802,Non-controlled
182,alto,-162.47,0.57,0.63209,Non-controlled
182,moderado,-163.04,0.15,0.38758,Non-controlled
182.47,baixo,-163.19,1.27,0.09723,Non-controlled
183,alto,-164.46,0.57,0.8674,Non-controlled
184,moderado,-165.03,0.15,0.38392,Non-controlled
184,baixo,-165.18,1.83,0.09705,Non-controlled
185,moderado,-167.01,0.15,1.25459,Non-controlled
185.17,baixo,-167.16,2.81,0.09684,Non-controlled
187,moderado,-169.97,0.22,1.91883,Non-controlled
187,baixo,-170.19,0.64,0.14872,Non-controlled
188,moderado,-170.83,0.15,0.43144,Non-controlled
188,baixo,-170.98,2.46,0.09759,Non-controlled
189,alto,-173.44,0.92,1.68682,Non-controlled
190,moderado,-174.36,0.29,0.62402,Non-controlled
190,baixo,-174.65,2.11,0.20005,Non-controlled
192,moderado,-176.76,0.22,1.43966,Non-controlled
192,baixo,-176.98,4,0.14855,Non-controlled
195,alto,-180.98,0.29,2.73946,Non-controlled
194.8,moderado,-181.27,0.15,0.1953,Non-controlled
195,baixo,-181.42,1.34,0.09776,Non-controlled
196,alto,-182.76,0.64,0.91134,Non-controlled
196,baixo,-183.4,0.22,0.43599,Non-controlled
196,alto,-183.62,0.08,0.14803,Non-controlled
196,moderado,-183.7,0.08,0.04771,Non-controlled
196.49,baixo,-183.78,0.15,0.04873,Non-controlled
197,moderado,-183.93,0.29,0.09571,Non-controlled
197,baixo,-184.22,0.85,0.19582,Non-controlled
197,moderado,-185.07,0.08,0.57601,Non-controlled
197,baixo,-185.15,1.55,0.04779,Non-controlled
198.47,moderado,-186.7,0.08,1.06436,Non-controlled
199,alto,-186.78,0.5,0.04776,Non-controlled
199,moderado,-187.28,0.85,0.3399,Non-controlled
199,baixo,-188.13,5.26,0.57887,Non-controlled
203,moderado,-193.39,0.08,3.60121,Non-controlled
203,alto,-193.47,1.34,0.04734,Non-controlled
204,baixo,-194.81,2.81,0.92083,Non-controlled
206,alto,-197.62,0.08,1.92366,Non-controlled
206,moderado,-197.7,0.15,0.04769,Non-controlled
206,baixo,-197.85,0.71,0.09717,Non-controlled
207,alto,-198.56,0.57,0.48302,Non-controlled
207,moderado,-199.13,0.22,0.38834,Non-controlled
207,baixo,-199.35,5.05,0.14393,Non-controlled
211,moderado,-204.4,0.15,3.46016,Non-controlled
211,baixo,-204.55,3.09,0.09714,Non-controlled
213,alto,-207.64,0.64,2.11876,Non-controlled
213,moderado,-208.28,0.15,0.43557,Non-controlled
213,alto,-208.43,0.5,0.09751,Non-controlled
214,moderado,-208.93,0.29,0.34304,Non-controlled
214,baixo,-209.22,0.64,0.19084,Non-controlled
214,moderado,-209.86,0.36,0.43252,Non-controlled
215,baixo,-210.22,2.46,0.23976,Non-controlled
216,alto,-212.68,0.5,1.68431,Non-controlled
217,moderado,-213.18,0.08,0.33652,Non-controlled
217,baixo,-213.26,5.19,0.04755,Non-controlled
220,alto,-218.45,0.29,3.55565,Non-controlled
220,moderado,-218.74,0.08,0.19679,Non-controlled
220,alto,-218.82,0.15,0.04754,Non-controlled
220.47,moderado,-218.97,0.08,0.09687,Non-controlled
221,baixo,-219.05,2.88,0.04741,Non-controlled
222,moderado,-221.93,0.15,1.96813,Non-controlled
223,baixo,-222.08,4.77,0.0972,Non-controlled
226,moderado,-226.85,0.15,3.27083,Non-controlled
226,baixo,-227,0.36,0.09724,Non-controlled
226,moderado,-227.36,0.22,0.24676,Non-controlled
226,baixo,-227.58,2.25,0.14403,Non-controlled
228,moderado,-229.83,0.15,1.53595,Non-controlled
228,baixo,-229.98,3.09,0.09647,Non-controlled
230.09,alto,-233.07,0.08,2.11577,Non-controlled
230,moderado,-233.15,0.08,0.04771,Non-controlled
230,baixo,-233.23,4.56,0.04876,Non-controlled
233,moderado,-237.79,0.22,3.11869,Non-controlled
233,baixo,-238.01,1.83,0.14442,Non-controlled
235,moderado,-239.84,0.08,1.25223,Non-controlled
235,baixo,-239.92,2.46,0.04782,Non-controlled
236,alto,-242.38,0.15,1.68384,Non-controlled
237,moderado,-242.53,0.15,0.09762,Non-controlled
236.63,baixo,-242.68,2.04,0.0996,Non-controlled
238,moderado,-244.72,0.29,1.39876,Non-controlled
238,baixo,-245.01,5.19,0.19212,Non-controlled
242,moderado,-250.2,0.08,3.55592,Non-controlled
242,baixo,-250.28,2.88,0.04775,Non-controlled
244,moderado,-253.16,0.08,1.97262,Non-controlled
244,baixo,-253.24,2.25,0.04744,Non-controlled
245,alto,-255.49,1.06,1.54054,Non-controlled
246,moderado,-256.55,0.22,0.72389,Non-controlled
246,alto,-256.77,1.13,0.14386,Non-controlled
247,moderado,-257.9,0.08,0.76845,Non-controlled
247,baixo,-257.98,0.43,0.04711,Non-controlled
247,moderado,-258.41,0.15,0.28823,Non-controlled
247,baixo,-258.56,1.13,0.09737,Non-controlled
248,moderado,-259.69,0.08,0.77453,Non-controlled
248,baixo,-259.77,9.18,0.04774,Non-controlled
255,moderado,-268.95,0.08,6.43275,Non-controlled
255,baixo,-269.03,1.69,0.04697,Non-controlled
256,moderado,-270.72,0.15,1.16876,Non-controlled
256,alto,-270.87,0.36,0.09721,Non-controlled
256.27,moderado,-271.23,0.43,0.24727,Non-controlled
257,alto,-271.66,0.15,0.29184,Non-controlled
257,moderado,-271.81,0.08,0.09707,Non-controlled
257,baixo,-271.89,2.74,0.04995,Non-controlled
259,alto,-274.63,0.5,2,Non-controlled
259,moderado,-275.13,0.15,0.34001,Non-controlled
259,alto,-275.28,0.36,0.09632,Non-controlled
259,moderado,-275.64,0.08,0.24274,Non-controlled
259,baixo,-275.72,3.72,0.04776,Non-controlled
262,alto,-279.44,1.9,2.54517,Non-controlled
263,moderado,-281.34,0.15,1.29996,Non-controlled
263,baixo,-281.49,0.85,0.09656,Non-controlled
264,alto,-282.34,1.06,0.57532,Non-controlled
265,moderado,-283.4,0.15,0.72016,Non-controlled
265,alto,-283.55,0.71,0.09646,Non-controlled
265,moderado,-284.26,0.08,0.47956,Non-controlled
265,alto,-284.34,1.13,0.04733,Non-controlled
266,moderado,-285.47,0.15,0.7681,Non-controlled
266,baixo,-285.62,3.79,0.09767,Non-controlled
269,moderado,-289.41,0.08,2.59482,Non-controlled
269,baixo,-289.49,5.4,0.04768,Non-controlled
272,moderado,-294.89,0.15,3.70394,Non-controlled
272,baixo,-295.04,1.41,0.09613,Non-controlled
273,alto,-296.45,0.78,0.95977,Non-controlled
274,moderado,-297.23,0.08,0.53189,Non-controlled
274,baixo,-297.31,1.97,0.04858,Non-controlled
275,moderado,-299.28,0.08,1.34287,Non-controlled
275,alto,-299.36,0.71,0.04825,Non-controlled
276,baixo,-300.07,7.78,0.48104,Non-controlled
281,alto,-307.85,0.78,5.33135,Non-controlled
282,moderado,-308.63,0.15,0.53159,Non-controlled
282,baixo,-308.78,0.36,0.0982,Non-controlled
282,moderado,-309.14,0.08,0.24611,Non-controlled
282,baixo,-309.22,5.75,0.04859,Non-controlled
286,moderado,-314.97,0.08,3.94011,Non-controlled
286,alto,-315.05,0.36,0.04783,Non-controlled
286,moderado,-315.41,0.15,0.24814,Non-controlled
286,baixo,-315.56,1.69,0.09712,Non-controlled
288,alto,-317.25,0.5,1.15915,Non-controlled
288,moderado,-317.75,0.08,0.33962,Non-controlled
288,baixo,-317.83,1.76,0.04784,Non-controlled
289,alto,-319.59,0.92,1.20008,Non-controlled
290,moderado,-320.51,0.5,0.62752,Non-controlled
290,alto,-321.01,4.35,0.34042,Non-controlled
293,moderado,-325.36,0.08,2.97981,Non-controlled
293,baixo,-325.44,6.94,0.04769,Non-controlled
298,moderado,-332.38,0.08,4.75647,Non-controlled
298,alto,-332.46,0.64,0.04797,Non-controlled
298,moderado,-333.1,0.29,0.43571,Non-controlled
299,baixo,-333.39,0.08,0.19614,Non-controlled
299,alto,-333.47,0.71,0.04804,Non-controlled
299,moderado,-334.18,0.29,0.48425,Non-controlled
299.39,baixo,-334.47,0.29,0.19622,Non-controlled
300,alto,-334.76,0.99,0.19199,Non-controlled
300,moderado,-335.75,0.15,0.6759,Non-controlled
300,baixo,-335.9,9.81,0.09751,Non-controlled
307,alto,-345.71,0.08,6.72251,Non-controlled
307,moderado,-345.79,0.08,0.04753,Non-controlled
307,baixo,-345.87,3.44,0.04861,Non-controlled
310,alto,-349.31,0.29,2.3595,Non-controlled
310,baixo,-349.6,0.15,0.19533,Non-controlled
310,alto,-349.75,0.36,0.09677,Non-controlled
310,moderado,-350.11,0.08,0.24034,Non-controlled
310,baixo,-350.19,3.58,0.04685,Non-controlled
313,alto,-353.77,0.92,2.45707,Non-controlled
313,moderado,-354.69,0.15,0.62793,Non-controlled
313,baixo,-354.84,2.53,0.09648,Non-controlled
315,moderado,-357.37,0.22,1.72705,Non-controlled
315,baixo,-357.59,1.13,0.14812,Non-controlled
316,moderado,-358.72,0.64,0.77225,Non-controlled
316,baixo,-359.36,1.76,0.43587,Non-controlled
318,alto,-361.12,0.08,1.20424,Non-controlled
318,moderado,-361.2,0.29,0.04771,Non-controlled
318,baixo,-361.49,3.02,0.19617,Non-controlled
320,alto,-364.51,0.57,2.06818,Non-controlled
320,moderado,-365.08,0.15,0.38819,Non-controlled
320,baixo,-365.23,0.85,0.09721,Non-controlled
321,moderado,-366.08,0.08,0.58263,Non-controlled
321,baixo,-366.16,1.06,0.04787,Non-controlled
321.73,moderado,-367.22,0.08,0.7202,Non-controlled
322,baixo,-367.3,7.22,0.04748,Non-controlled
327,moderado,-374.52,0.22,4.95241,Non-controlled
327,baixo,-374.74,4.35,0.1478,Non-controlled
330,alto,-379.09,0.78,2.97498,Non-controlled
330,moderado,-379.87,0.15,0.52872,Non-controlled
330,baixo,-380.02,1.69,0.09777,Non-controlled
332,moderado,-381.71,0.08,1.15877,Non-controlled
332,alto,-381.79,1.55,0.04771,Non-controlled
333,moderado,-383.34,0.08,1.05598,Non-controlled
333,baixo,-383.42,1.9,0.0481,Non-controlled
334,alto,-385.32,0.99,1.29998,Non-controlled
335,moderado,-386.31,0.15,0.67507,Non-controlled
335,baixo,-386.46,3.58,0.09842,Non-controlled
337,alto,-390.04,0.78,2.45483,Non-controlled
338,moderado,-390.82,0.15,0.52764,Non-controlled
338,alto,-390.97,0.43,0.09673,Non-controlled
338,moderado,-391.4,0.08,0.28744,Non-controlled
338,alto,-391.48,0.08,0.04781,Non-controlled
338,baixo,-391.56,1.27,0.04835,Non-controlled
339,alto,-392.83,0.5,0.86374,Non-controlled
340,moderado,-393.33,0.08,0.34006,Non-controlled
340,baixo,-393.41,5.33,0.04741,Non-controlled
343,alto,-398.74,0.08,3.66449,Non-controlled
343,moderado,-398.82,0.08,0.04788,Non-controlled
343,baixo,-398.9,4.42,0.04877,Non-controlled
346,moderado,-403.32,0.08,3.02382,Non-controlled
346,baixo,-403.4,0.64,0.04698,Non-controlled
347,moderado,-404.04,0.08,0.43674,Non-controlled
347,baixo,-404.12,0.71,0.04772,Non-controlled
347,moderado,-404.83,0.08,0.48793,Non-controlled
347,alto,-404.91,0.08,0.04812,Non-controlled
347,moderado,-404.99,0.15,0.04954,Non-controlled
348,baixo,-405.14,3.72,0.09907,Non-controlled
350,moderado,-408.86,0.22,2.54379,Non-controlled
350,alto,-409.08,0.22,0.14715,Non-controlled
350,moderado,-409.3,0.29,0.14474,Non-controlled
350.61,baixo,-409.59,1.69,0.19606,Non-controlled
352,moderado,-411.28,0.08,1.15593,Non-controlled
352,baixo,-411.36,0.15,0.04776,Non-controlled
352,moderado,-411.51,0.15,0.09746,Non-controlled
352,baixo,-411.66,0.57,0.10015,Non-controlled
352,alto,-412.23,1.27,0.39065,Non-controlled
353,moderado,-413.5,0.08,0.86362,Non-controlled
353,baixo,-413.58,2.39,0.04786,Non-controlled
354.95,alto,-415.97,0.22,1.63665,Non-controlled
355,moderado,-416.19,0.22,0.14771,Non-controlled
355,baixo,-416.41,0.99,0.14406,Non-controlled
356,alto,-417.4,0.22,0.67619,Non-controlled
356,moderado,-417.62,0.22,0.1438,Non-controlled
356,alto,-417.84,0.15,0.14805,Non-controlled
356,moderado,-417.99,0.15,0.09731,Non-controlled
356,baixo,-418.14,5.19,0.10008,Non-controlled
360,alto,-423.33,0.15,3.5586,Non-controlled
360,moderado,-423.48,0.08,0.09735,Non-controlled
360,alto,-423.56,0.15,0.05053,Non-controlled
360.21,moderado,-423.71,0.36,0.09722,Non-controlled
360,baixo,-424.07,1.9,0.24696,Non-controlled
362,moderado,-425.97,0.08,1.29944,Non-controlled
362,baixo,-426.05,3.93,0.04789,Non-controlled
364,moderado,-429.98,0.08,2.69142,Non-controlled
365,baixo,-430.06,3.37,0.04792,Non-controlled
367,moderado,-433.43,0.15,2.30516,Non-controlled
367,baixo,-433.58,11.91,0.09665,Non-controlled
375,moderado,-445.49,0.29,8.16353,Non-controlled
375,alto,-445.78,0.92,0.19135,Non-controlled
376,moderado,-446.7,0.08,0.62458,Non-controlled
376,baixo,-446.78,2.81,0.04702,Non-controlled
378,alto,-449.59,0.36,1.92098,Non-controlled
378,moderado,-449.95,0.15,0.23996,Non-controlled
378,baixo,-450.1,0.57,0.09734,Non-controlled
379,moderado,-450.67,0.22,0.39039,Non-controlled
379,baixo,-450.89,2.67,0.14431,Non-controlled
381,moderado,-453.56,0.15,1.82808,Non-controlled
381,baixo,-453.71,0.15,0.09735,Non-controlled
380.79,alto,-453.86,0.43,0.09902,Non-controlled
381,moderado,-454.29,0.08,0.29109,Non-controlled
381,baixo,-454.37,1.13,0.04773,Non-controlled
382,alto,-455.5,0.92,0.77706,Non-controlled
383,moderado,-456.42,0.15,0.62701,Non-controlled
383,baixo,-456.57,0.29,0.09796,Non-controlled
383,moderado,-456.86,0.15,0.19821,Non-controlled
383,alto,-457.01,1.76,0.09781,Non-controlled
384,moderado,-458.77,0.22,1.20269,Non-controlled
384,baixo,-458.99,4.42,0.14402,Non-controlled
387,moderado,-463.41,0.22,3.02785,Non-controlled
387.45,alto,-463.63,0.43,0.14827,Non-controlled
388,moderado,-464.06,0.29,0.29132,Non-controlled
388,baixo,-464.35,2.95,0.19632,Non-controlled
390,moderado,-467.3,0.29,2.01642,Non-controlled
390,alto,-467.59,0.08,0.19563,Non-controlled
390,moderado,-467.67,0.08,0.04778,Non-controlled
390,baixo,-467.75,0.08,0.04873,Non-controlled
390,alto,-467.83,0.85,0.04888,Non-controlled
391,moderado,-468.68,0.08,0.58282,Non-controlled
391,alto,-468.76,0.43,0.04749,Non-controlled
391,moderado,-469.19,0.15,0.28765,Non-controlled
391,alto,-469.34,0.36,0.09831,Non-controlled
392,moderado,-469.7,0.08,0.24661,Non-controlled
392,baixo,-469.78,0.08,0.04775,Non-controlled
392,alto,-469.86,0.22,0.0496,Non-controlled
392,moderado,-470.08,0.08,0.15059,Non-controlled
392,alto,-470.16,0.36,0.04773,Non-controlled
392,moderado,-470.52,0.5,0.24359,Non-controlled
392,baixo,-471.02,6.52,0.33691,Non-controlled
397,moderado,-477.54,0.22,4.46757,Non-controlled
397,baixo,-477.76,3.72,0.14823,Non-controlled
400,moderado,-481.48,0.15,2.54717,Non-controlled
400,baixo,-481.63,11.14,0.09739,Non-controlled
407.33,moderado,-492.77,0.15,7.63554,Non-controlled
407,baixo,-492.92,0.36,0.09694,Non-controlled
408,moderado,-493.28,0.22,0.24685,Non-controlled
408,alto,-493.5,0.29,0.14809,Non-controlled
408,moderado,-493.79,0.22,0.19522,Non-controlled
408,baixo,-494.01,7.15,0.14394,Non-controlled
413,moderado,-501.16,0.15,4.89624,Non-controlled
413,baixo,-501.31,1.41,0.09729,Non-controlled
414,moderado,-502.72,0.15,0.95938,Non-controlled
414,baixo,-502.87,1.13,0.09709,Non-controlled
415,alto,-504,0.43,0.77492,Non-controlled
415,moderado,-504.43,0.08,0.28823,Non-controlled
415,baixo,-504.51,1.06,0.0471,Non-controlled
416,moderado,-505.57,0.08,0.7248,Non-controlled
416,baixo,-505.65,2.04,0.04795,Non-controlled
417.49,moderado,-507.69,0.08,1.3962,Non-controlled
418,baixo,-507.77,1.55,0.04796,Non-controlled
419,moderado,-509.32,0.08,1.05595,Non-controlled
419,baixo,-509.4,8.41,0.04781,Non-controlled
424,alto,-517.81,0.57,5.76756,Non-controlled
425,moderado,-518.38,0.08,0.38862,Non-controlled
425,baixo,-518.46,4.21,0.04685,Non-controlled
427.73,moderado,-522.67,0.15,2.88522,Non-controlled
428,baixo,-522.82,4.35,0.09659,Non-controlled
431,alto,-527.17,0.5,2.9753,Non-controlled
431,moderado,-527.67,0.08,0.33565,Non-controlled
431,baixo,-527.75,3.44,0.04784,Non-controlled
434,alto,-531.19,2.39,2.35652,Non-controlled
435,moderado,-533.58,0.29,1.63472,Non-controlled
435,baixo,-533.87,0.99,0.19281,Non-controlled
436,alto,-534.86,0.15,0.67273,Non-controlled
436,moderado,-535.01,0.15,0.09699,Non-controlled
436,baixo,-535.16,5.89,0.09921,Non-controlled
440,alto,-541.05,0.5,4,Non-controlled
441,moderado,-541.55,0.15,0.3365,Non-controlled
441,baixo,-541.7,1.06,0.09751,Non-controlled
441,alto,-542.76,0.57,0.72559,Non-controlled
442,moderado,-543.33,0.08,0.38893,Non-controlled
442,baixo,-543.41,1.76,0.04768,Non-controlled
443,alto,-545.17,0.15,1.20018,Non-controlled
443,moderado,-545.32,0.08,0.09706,Non-controlled
443,baixo,-545.4,1.83,0.04667,Non-controlled
444,alto,-547.23,0.64,1.2517,Non-controlled
445,moderado,-547.87,0.08,0.43634,Non-controlled
445,baixo,-547.95,0.22,0.04802,Non-controlled
445,moderado,-548.17,0.15,0.14815,Non-controlled
445.19,baixo,-548.32,7.01,0.09639,Non-controlled
450,moderado,-555.33,0.22,4.79978,Non-controlled
450,baixo,-555.55,0.29,0.14422,Non-controlled
450,alto,-555.84,0.15,0.19155,Non-controlled
450,moderado,-555.99,0.08,0.09647,Non-controlled
450,baixo,-556.07,2.88,0.04684,Non-controlled
452,moderado,-558.95,0.15,1.9732,Non-controlled
453,baixo,-559.1,5.47,0.09702,Non-controlled
456,moderado,-564.57,0.08,3.75072,Non-controlled
456,baixo,-564.65,1.97,0.04768,Non-controlled
458,alto,-566.62,1.06,1.34782,Non-controlled
458.41,moderado,-567.68,0.08,0.72461,Non-controlled
458,baixo,-567.76,0.92,0.04709,Non-controlled
459,alto,-568.68,0.22,0.63277,Non-controlled
459,moderado,-568.9,0.15,0.14801,Non-controlled
459,baixo,-569.05,0.71,0.09716,Non-controlled
460,moderado,-569.76,0.08,0.48293,Non-controlled
460,baixo,-569.84,1.83,0.04717,Non-controlled
461,moderado,-571.67,0.08,1.25233,Non-controlled
461,baixo,-571.75,0.5,0.04746,Non-controlled
462,alto,-572.25,0.85,0.33693,Non-controlled
462,moderado,-573.1,0.36,0.57616,Non-controlled
462,baixo,-573.46,4.14,0.24353,Non-controlled
465,alto,-577.6,0.15,2.8312,Non-controlled
465.25,moderado,-577.75,0.08,0.09803,Non-controlled
465,baixo,-577.83,3.23,0.05082,Non-controlled
468,alto,-581.06,0.22,2.21198,Non-controlled
468,moderado,-581.28,0.22,0.14439,Non-controlled
467.8,baixo,-581.5,4,0.14287,Non-controlled
471,alto,-585.5,0.64,2.7365,Non-controlled
471,moderado,-586.14,0.08,0.43611,Non-controlled
471,baixo,-586.22,2.39,0.0485,Non-controlled
473,alto,-588.61,0.64,1.63186,Non-controlled
473,moderado,-589.25,0.08,0.43568,Non-controlled
473,baixo,-589.33,4.91,0.04758,Non-controlled
477,moderado,-594.24,0.15,3.36484,Non-controlled
477,baixo,-594.39,2.53,0.09721,Non-controlled
478,alto,-596.92,0.36,1.73478,Non-controlled
479,moderado,-597.28,0.15,0.2436,Non-controlled
479,alto,-597.43,2.39,0.09741,Non-controlled
480,moderado,-599.82,0.36,1.63895,Non-controlled
481,baixo,-600.18,10.09,0.24396,Non-controlled
487.47,moderado,-610.27,0.43,6.91217,Non-controlled
488,baixo,-610.7,1.34,0.29191,Non-controlled
489,moderado,-612.04,0.29,0.91547,Non-controlled
489,baixo,-612.33,0.71,0.19617,Non-controlled
489,moderado,-613.04,0.15,0.48446,Non-controlled
489,alto,-613.19,0.36,0.09623,Non-controlled
490,moderado,-613.55,0.08,0.23962,Non-controlled
490,baixo,-613.63,1.9,0.04798,Non-controlled
491,alto,-615.53,0.57,1.29616,Non-controlled
491,moderado,-616.1,0.15,0.38768,Non-controlled
492,baixo,-616.25,6.59,0.09644,Non-controlled
496,moderado,-622.84,0.15,4.51956,Non-controlled
496,baixo,-622.99,1.13,0.09626,Non-controlled
497,alto,-624.12,2.74,0.77048,Non-controlled
499,moderado,-626.86,0.36,1.87334,Non-controlled
499,alto,-627.22,0.15,0.24024,Non-controlled
499,moderado,-627.37,0.08,0.09717,Non-controlled
499,baixo,-627.45,0.78,0.05053,Non-controlled
500,moderado,-628.23,0.08,0.53218,Non-controlled
500,baixo,-628.31,5.96,0.04785,Non-controlled
503.83,moderado,-634.27,0.15,4.08027,Non-controlled
504,alto,-634.42,1.06,0.09718,Non-controlled
505,moderado,-635.48,0.08,0.72621,Non-controlled
505,baixo,-635.56,4.14,0.04777,Non-controlled
508,moderado,-639.7,0.29,2.83673,Non-controlled
508,baixo,-639.99,0.78,0.19589,Non-controlled
508,moderado,-640.77,0.15,0.52794,Non-controlled
508,baixo,-640.92,2.46,0.09669,Non-controlled
510,moderado,-643.38,0.29,1.67846,Non-controlled
510,baixo,-643.67,12.05,0.19285,Non-controlled
518,alto,-655.72,0.22,8.26002,Non-controlled
519,moderado,-655.94,0.08,0.14327,Non-controlled
519,baixo,-656.02,4.07,0.04809,Non-controlled
521,moderado,-660.09,0.29,2.79649,Non-controlled
522,baixo,-660.38,1.69,0.19592,Non-controlled
523,moderado,-662.07,0.29,1.15244,Non-controlled
523,alto,-662.36,0.08,0.19137,Non-controlled
523,moderado,-662.44,0.22,0.04865,Non-controlled
523,baixo,-662.66,4.07,0.14797,Non-controlled
526,moderado,-666.73,0.36,2.78744,Non-controlled
526,baixo,-667.09,3.16,0.24028,Non-controlled
528,moderado,-670.25,0.29,2.16408,Non-controlled
529,baixo,-670.54,2.46,0.19219,Non-controlled
530,moderado,-673,0.08,1.67984,Non-controlled
530,baixo,-673.08,6.17,0.04762,Non-controlled
535,moderado,-679.25,0.08,4.22441,Non-controlled
535,baixo,-679.33,2.18,0.04785,Non-controlled
536,moderado,-681.51,0.29,1.48836,Non-controlled
536,alto,-681.8,0.43,0.19557,Non-controlled
537,moderado,-682.23,0.08,0.29218,Non-controlled
537,baixo,-682.31,1.34,0.04791,Non-controlled
538,moderado,-683.65,0.15,0.91571,Non-controlled
538,baixo,-683.8,4.49,0.09688,Non-controlled
541,alto,-688.29,0.43,3.07139,Non-controlled
541,moderado,-688.72,0.29,0.28792,Non-controlled
541,baixo,-689.01,1.76,0.19602,Non-controlled
542,alto,-690.77,0.15,1.20011,Non-controlled
542,baixo,-690.92,0.78,0.09702,Non-controlled
543,alto,-691.7,1.48,0.53102,Non-controlled
544,moderado,-693.18,0.08,1.01212,Non-controlled
544,baixo,-693.26,7.78,0.04736,Non-controlled
549,alto,-701.04,0.64,5.3327,Non-controlled
549.84,moderado,-701.68,0.08,0.43064,Non-controlled
550,alto,-701.76,0.08,0.04909,Non-controlled
550,moderado,-701.84,0.15,0.04907,Non-controlled
550,baixo,-701.99,0.92,0.09569,Non-controlled
551,moderado,-702.91,0.15,0.62275,Non-controlled
551,baixo,-703.06,5.12,0.09792,Non-controlled
554,alto,-708.18,0.64,3.51069,Non-controlled
555,moderado,-708.82,0.15,0.43613,Non-controlled
555,baixo,-708.97,0.08,0.09727,Non-controlled
555,alto,-709.05,0.29,0.04963,Non-controlled
555,moderado,-709.34,0.57,0.19303,Non-controlled
555,baixo,-709.91,2.46,0.38774,Non-controlled
557,moderado,-712.37,0.08,1.68036,Non-controlled
557,baixo,-712.45,0.22,0.04779,Non-controlled
557,moderado,-712.67,0.08,0.14812,Non-controlled
557,baixo,-712.75,3.02,0.0476,Non-controlled
559,alto,-715.77,0.78,2.06461,Non-controlled
560,moderado,-716.55,0.08,0.52766,Non-controlled
560,baixo,-716.63,3.37,0.04765,Non-controlled
562,moderado,-720,0.08,2.30833,Non-controlled
562,alto,-720.08,0.08,0.04746,Non-controlled
562,moderado,-720.16,0.15,0.04963,Non-controlled
562,alto,-720.31,1.55,0.0998,Non-controlled
564,moderado,-721.86,0.5,1.05916,Non-controlled
564,baixo,-722.36,4.35,0.33962,Non-controlled
567,alto,-726.71,0.08,2.97673,Non-controlled
567,moderado,-726.79,0.08,0.04821,Non-controlled
566.97,alto,-726.87,0.29,0.04869,Non-controlled
567,moderado,-727.16,0.29,0.19097,Non-controlled
567,baixo,-727.45,2.25,0.19228,Non-controlled
569,moderado,-729.7,0.08,1.5398,Non-controlled
569,alto,-729.78,0.15,0.04803,Non-controlled
569,moderado,-729.93,0.08,0.10076,Non-controlled
569,baixo,-730.01,1.34,0.04776,Non-controlled
570,moderado,-731.35,0.08,0.91192,Non-controlled
570,baixo,-731.43,2.11,0.04741,Non-controlled
571,alto,-733.54,0.85,1.44835,Non-controlled
572,moderado,-734.39,0.08,0.57556,Non-controlled
572,baixo,-734.47,1.69,0.04851,Non-controlled
573,moderado,-736.16,0.22,1.15615,Non-controlled
573,baixo,-736.38,1.13,0.14337,Non-controlled
574,moderado,-737.51,0.22,0.77225,Non-controlled
574,baixo,-737.73,0.22,0.14461,Non-controlled
574,alto,-737.95,0.15,0.14761,Non-controlled
575,moderado,-738.1,0.43,0.0976,Non-controlled
575,baixo,-738.53,0.5,0.28969,Non-controlled
575,moderado,-739.03,0.08,0.33715,Non-controlled
575,baixo,-739.11,0.08,0.04788,Non-controlled
575,alto,-739.19,0.15,0.04878,Non-controlled
575,moderado,-739.34,0.57,0.10052,Non-controlled
