Sensor remetente; Estado do Paciente; Enviado às (s); Processado às (s); Diff (s);Sensor Amount;Cycle Time Constraint;Emergency Detection Time Constraint
Sensor2;bom;271,885;271,97;0,0848;Five;SATISFIED;SATISFIED
Sensor2;bom;272,885;272,969;0,08472;Five;SATISFIED;SATISFIED
Sensor2;bom;273,885;273,97;0,08481;Five;SATISFIED;SATISFIED
Sensor2;bom;274,885;274,969;0,08465;Five;SATISFIED;SATISFIED
Sensor2;bom;275,885;275,969;0,0846;Five;SATISFIED;SATISFIED
Sensor2;bom;276,885;276,969;0,08458;Five;SATISFIED;SATISFIED
Sensor2;bom;277,885;277,969;0,08461;Five;SATISFIED;SATISFIED
Sensor2;bom;278,885;278,969;0,08471;Five;SATISFIED;SATISFIED
Sensor2;bom;279,885;279,969;0,08471;Five;SATISFIED;SATISFIED
Sensor2;bom;280,885;280,97;0,08488;Five;SATISFIED;SATISFIED
Sensor2;bom;281,885;281,969;0,08475;Five;SATISFIED;SATISFIED
Sensor2;bom;282,885;282,969;0,08472;Five;SATISFIED;SATISFIED
Sensor2;bom;283,885;283,969;0,08457;Five;SATISFIED;SATISFIED
Sensor2;bom;284,885;284,97;0,0847;Five;SATISFIED;SATISFIED
Sensor2;bom;285,885;285,97;0,08469;Five;SATISFIED;SATISFIED
Sensor2;bom;286,885;286,969;0,08466;Five;SATISFIED;SATISFIED
Sensor2;bom;287,885;287,969;0,08457;Five;SATISFIED;SATISFIED
Sensor2;bom;288,885;288,97;0,0848;Five;SATISFIED;SATISFIED
Sensor2;bom;289,885;289,97;0,08474;Five;SATISFIED;SATISFIED
Sensor2;bom;290,885;290,969;0,08466;Five;SATISFIED;SATISFIED
Sensor2;bom;291,885;291,969;0,08465;Five;SATISFIED;SATISFIED
Sensor2;bom;292,885;292,969;0,08457;Five;SATISFIED;SATISFIED
Sensor2;bom;293,885;293,969;0,08438;Five;SATISFIED;SATISFIED
Sensor2;bom;294,885;294,969;0,08472;Five;SATISFIED;SATISFIED
Sensor2;bom;295,885;295,969;0,08475;Five;SATISFIED;SATISFIED
Sensor2;bom;296,885;296,969;0,08466;Five;SATISFIED;SATISFIED
Sensor2;bom;297,885;297,969;0,08462;Five;SATISFIED;SATISFIED
Sensor2;bom;298,885;298,97;0,08467;Five;SATISFIED;SATISFIED
Sensor2;bom;299,885;299,969;0,0847;Five;SATISFIED;SATISFIED
Sensor2;bom;300,885;300,969;0,08448;Five;SATISFIED;SATISFIED
Sensor3;bom;5,89066;5,96971;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;6,89066;6,96951;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;7,89078;7,96955;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;8,89072;8,96959;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;9,89079;9,96966;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;10,8908;10,9696;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;11,8909;11,9695;0,07866;Five;SATISFIED;SATISFIED
Sensor3;bom;12,891;12,9696;0,0786;Five;SATISFIED;SATISFIED
Sensor3;bom;13,8907;13,9697;0,07894;Five;SATISFIED;SATISFIED
Sensor3;bom;14,8907;14,9701;0,07944;Five;SATISFIED;SATISFIED
Sensor3;bom;15,8908;15,9695;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;16,8908;16,9696;0,07878;Five;SATISFIED;SATISFIED
Sensor3;bom;17,8907;17,9695;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;18,891;18,9696;0,0786;Five;SATISFIED;SATISFIED
Sensor3;bom;19,8909;19,9696;0,07863;Five;SATISFIED;SATISFIED
Sensor3;bom;20,8907;20,9697;0,07897;Five;SATISFIED;SATISFIED
Sensor3;bom;21,8907;21,9695;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;22,8906;22,9694;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;23,8907;23,9696;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;24,8907;24,9695;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;25,8905;25,9696;0,07903;Five;SATISFIED;SATISFIED
Sensor3;bom;26,8907;26,9695;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;27,8907;27,9696;0,07892;Five;SATISFIED;SATISFIED
Sensor3;bom;28,8909;28,9696;0,07873;Five;SATISFIED;SATISFIED
Sensor3;bom;29,8907;29,9695;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;30,8907;30,9694;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;31,8907;31,9696;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;32,8908;32,9696;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;33,8907;33,9695;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;34,8909;34,9696;0,07871;Five;SATISFIED;SATISFIED
Sensor3;bom;35,8909;35,9697;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;36,8908;36,9696;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;37,8908;37,9696;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;38,8906;38,9695;0,07898;Five;SATISFIED;SATISFIED
Sensor3;bom;39,8907;39,9697;0,07904;Five;SATISFIED;SATISFIED
Sensor3;bom;40,8906;40,9696;0,07901;Five;SATISFIED;SATISFIED
Sensor3;bom;41,8907;41,9695;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;42,8907;42,9695;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;43,8908;43,9696;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;44,8907;44,9695;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;45,8907;45,9695;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;46,8906;46,9695;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;47,8907;47,9695;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;48,8906;48,9695;0,07892;Five;SATISFIED;SATISFIED
Sensor3;bom;49,8906;49,9696;0,07904;Five;SATISFIED;SATISFIED
Sensor3;bom;50,8905;50,9695;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;51,8908;51,9697;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;52,891;52,9695;0,07851;Five;SATISFIED;SATISFIED
Sensor3;bom;53,891;53,9696;0,07859;Five;SATISFIED;SATISFIED
Sensor3;bom;54,8908;54,9696;0,07873;Five;SATISFIED;SATISFIED
Sensor3;bom;55,8909;55,9697;0,07878;Five;SATISFIED;SATISFIED
Sensor3;bom;56,8907;56,9697;0,07899;Five;SATISFIED;SATISFIED
Sensor3;bom;57,8909;57,9697;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;58,8908;58,9697;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;59,8908;59,9697;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;60,8908;60,9697;0,07892;Five;SATISFIED;SATISFIED
Sensor3;bom;61,8908;61,9694;0,07861;Five;SATISFIED;SATISFIED
Sensor3;bom;62,8906;62,9696;0,079;Five;SATISFIED;SATISFIED
Sensor3;bom;63,8906;63,9695;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;64,8908;64,9696;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;65,8907;65,9695;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;66,8909;66,9695;0,07855;Five;SATISFIED;SATISFIED
Sensor3;bom;67,8908;67,9695;0,07871;Five;SATISFIED;SATISFIED
Sensor3;bom;68,8908;68,9696;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;69,891;69,9695;0,07848;Five;SATISFIED;SATISFIED
Sensor3;bom;70,8908;70,9694;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;71,8908;71,9697;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;72,8908;72,9695;0,07872;Five;SATISFIED;SATISFIED
Sensor3;bom;73,8909;73,9695;0,07864;Five;SATISFIED;SATISFIED
Sensor3;bom;74,8908;74,9695;0,07866;Five;SATISFIED;SATISFIED
Sensor3;bom;75,8909;75,9697;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;76,8908;76,9697;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;77,8907;77,9696;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;78,8907;78,9695;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;79,891;79,9697;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;80,8908;80,9696;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;81,8907;81,9696;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;82,8907;82,9697;0,07902;Five;SATISFIED;SATISFIED
Sensor3;bom;83,8909;83,9696;0,07872;Five;SATISFIED;SATISFIED
Sensor3;bom;84,8908;84,9697;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;85,891;85,9697;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;86,8908;86,9696;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;87,8907;87,9695;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;88,8908;88,9697;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;89,8909;89,9697;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;90,8907;90,9697;0,07895;Five;SATISFIED;SATISFIED
Sensor3;bom;91,8908;91,9696;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;92,8907;92,9696;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;93,8909;93,9697;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;94,8907;94,9696;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;95,8907;95,9695;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;96,8907;96,9695;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;97,8907;97,9695;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;98,8906;98,9695;0,07895;Five;SATISFIED;SATISFIED
Sensor3;bom;99,8907;99,9695;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;100,891;100,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;101,891;101,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;102,891;102,969;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;103,891;103,969;0,07869;Five;SATISFIED;SATISFIED
Sensor3;bom;104,891;104,97;0,07912;Five;SATISFIED;SATISFIED
Sensor3;bom;105,891;105,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;106,891;106,97;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;107,891;107,97;0,07872;Five;SATISFIED;SATISFIED
Sensor3;bom;108,891;108,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;109,891;109,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;110,891;110,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;111,891;111,969;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;112,891;112,97;0,07902;Five;SATISFIED;SATISFIED
Sensor3;bom;113,891;113,97;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;114,891;114,97;0,07906;Five;SATISFIED;SATISFIED
Sensor3;bom;115,891;115,97;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;116,891;116,97;0,0787;Five;SATISFIED;SATISFIED
Sensor3;bom;117,891;117,97;0,07872;Five;SATISFIED;SATISFIED
Sensor3;bom;118,891;118,969;0,07858;Five;SATISFIED;SATISFIED
Sensor3;bom;119,891;119,969;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;120,891;120,97;0,0787;Five;SATISFIED;SATISFIED
Sensor3;bom;121,891;121,97;0,07861;Five;SATISFIED;SATISFIED
Sensor3;bom;122,891;122,97;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;123,891;123,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;124,891;124,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;125,891;125,97;0,07875;Five;SATISFIED;SATISFIED
Sensor3;bom;126,891;126,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;127,891;127,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;128,891;128,97;0,07894;Five;SATISFIED;SATISFIED
Sensor3;bom;129,891;129,969;0,07867;Five;SATISFIED;SATISFIED
Sensor3;bom;130,891;130,97;0,07899;Five;SATISFIED;SATISFIED
Sensor3;bom;131,891;131,97;0,07863;Five;SATISFIED;SATISFIED
Sensor3;bom;132,891;132,97;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;133,891;133,97;0,07865;Five;SATISFIED;SATISFIED
Sensor3;bom;134,891;134,97;0,07854;Five;SATISFIED;SATISFIED
Sensor3;bom;135,891;135,969;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;136,891;136,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;137,891;137,97;0,07855;Five;SATISFIED;SATISFIED
Sensor3;bom;138,891;138,97;0,07869;Five;SATISFIED;SATISFIED
Sensor3;bom;139,891;139,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;140,891;140,969;0,07865;Five;SATISFIED;SATISFIED
Sensor3;bom;141,891;141,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;142,891;142,97;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;143,891;143,969;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;144,891;144,969;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;145,891;145,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;146,891;146,97;0,07902;Five;SATISFIED;SATISFIED
Sensor3;bom;147,891;147,97;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;148,891;148,97;0,07875;Five;SATISFIED;SATISFIED
Sensor3;bom;149,891;149,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;150,891;150,97;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;151,891;151,97;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;152,891;152,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;153,891;153,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;154,891;154,97;0,07873;Five;SATISFIED;SATISFIED
Sensor3;bom;155,891;155,97;0,07869;Five;SATISFIED;SATISFIED
Sensor3;bom;156,891;156,97;0,07871;Five;SATISFIED;SATISFIED
Sensor3;bom;157,891;157,97;0,07866;Five;SATISFIED;SATISFIED
Sensor3;bom;158,891;158,97;0,07854;Five;SATISFIED;SATISFIED
Sensor3;bom;159,891;159,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;160,891;160,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;161,891;161,97;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;162,891;162,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;163,891;163,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;164,891;164,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;165,891;165,969;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;166,891;166,97;0,07878;Five;SATISFIED;SATISFIED
Sensor3;bom;167,891;167,969;0,07866;Five;SATISFIED;SATISFIED
Sensor3;bom;168,891;168,97;0,07898;Five;SATISFIED;SATISFIED
Sensor3;bom;169,891;169,97;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;170,891;170,97;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;171,891;171,969;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;172,891;172,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;173,891;173,969;0,07862;Five;SATISFIED;SATISFIED
Sensor3;bom;174,891;174,969;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;175,891;175,97;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;176,891;176,97;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;177,891;177,97;0,07891;Five;SATISFIED;SATISFIED
Sensor3;bom;178,89;178,97;0,07911;Five;SATISFIED;SATISFIED
Sensor3;bom;179,891;179,969;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;180,891;180,97;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;181,891;181,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;182,891;182,97;0,07897;Five;SATISFIED;SATISFIED
Sensor3;bom;183,891;183,97;0,07891;Five;SATISFIED;SATISFIED
Sensor3;bom;184,891;184,97;0,07871;Five;SATISFIED;SATISFIED
Sensor3;bom;185,891;185,97;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;186,891;186,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;187,891;187,97;0,07865;Five;SATISFIED;SATISFIED
Sensor3;bom;188,891;188,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;189,891;189,97;0,0786;Five;SATISFIED;SATISFIED
Sensor3;bom;190,891;190,969;0,07869;Five;SATISFIED;SATISFIED
Sensor3;bom;191,891;191,969;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;192,891;192,97;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;193,891;193,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;194,891;194,969;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;195,89;195,969;0,07899;Five;SATISFIED;SATISFIED
Sensor3;bom;196,891;196,97;0,07891;Five;SATISFIED;SATISFIED
Sensor3;bom;197,891;197,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;198,891;198,969;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;199,891;199,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;200,89;200,97;0,07909;Five;SATISFIED;SATISFIED
Sensor3;bom;201,891;201,97;0,07895;Five;SATISFIED;SATISFIED
Sensor3;bom;202,891;202,97;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;203,891;203,97;0,07904;Five;SATISFIED;SATISFIED
Sensor3;bom;204,891;204,97;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;205,891;205,97;0,07873;Five;SATISFIED;SATISFIED
Sensor3;bom;206,891;206,97;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;207,891;207,969;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;208,891;208,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;209,891;209,97;0,07892;Five;SATISFIED;SATISFIED
Sensor3;bom;210,891;210,97;0,07875;Five;SATISFIED;SATISFIED
Sensor3;bom;211,891;211,97;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;212,891;212,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;213,891;213,97;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;214,891;214,97;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;215,891;215,97;0,07891;Five;SATISFIED;SATISFIED
Sensor3;bom;216,891;216,97;0,07901;Five;SATISFIED;SATISFIED
Sensor3;bom;217,891;217,97;0,07901;Five;SATISFIED;SATISFIED
Sensor3;bom;218,891;218,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;219,891;219,97;0,07897;Five;SATISFIED;SATISFIED
Sensor3;bom;220,891;220,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;221,891;221,97;0,07872;Five;SATISFIED;SATISFIED
Sensor3;bom;222,891;222,97;0,07884;Five;SATISFIED;SATISFIED
Sensor3;bom;223,891;223,969;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;224,891;224,97;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;225,891;225,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;226,891;226,97;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;227,891;227,97;0,07873;Five;SATISFIED;SATISFIED
Sensor3;bom;228,891;228,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;229,891;229,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;230,891;230,97;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;231,891;231,97;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;232,891;232,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;233,891;233,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;234,891;234,97;0,07895;Five;SATISFIED;SATISFIED
Sensor3;bom;235,891;235,97;0,07892;Five;SATISFIED;SATISFIED
Sensor3;bom;236,891;236,97;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;237,891;237,97;0,07883;Five;SATISFIED;SATISFIED
Sensor3;bom;238,891;238,97;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;239,891;239,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;240,891;240,97;0,07905;Five;SATISFIED;SATISFIED
Sensor3;bom;241,891;241,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;242,891;242,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;243,891;243,97;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;244,891;244,97;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;245,891;245,97;0,07902;Five;SATISFIED;SATISFIED
Sensor3;bom;246,891;246,97;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;247,891;247,97;0,07903;Five;SATISFIED;SATISFIED
Sensor3;bom;248,891;248,969;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;249,891;249,97;0,0789;Five;SATISFIED;SATISFIED
Sensor3;bom;250,891;250,97;0,07871;Five;SATISFIED;SATISFIED
Sensor3;bom;251,891;251,97;0,07893;Five;SATISFIED;SATISFIED
Sensor3;bom;252,891;252,97;0,07894;Five;SATISFIED;SATISFIED
Sensor3;bom;253,891;253,97;0,07876;Five;SATISFIED;SATISFIED
Sensor3;bom;254,891;254,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;255,891;255,97;0,07869;Five;SATISFIED;SATISFIED
Sensor3;bom;256,891;256,969;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;257,891;257,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;258,891;258,97;0,07898;Five;SATISFIED;SATISFIED
Sensor3;bom;259,891;259,97;0,07902;Five;SATISFIED;SATISFIED
Sensor3;bom;260,891;260,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;261,891;261,97;0,07901;Five;SATISFIED;SATISFIED
Sensor3;bom;262,891;262,97;0,07898;Five;SATISFIED;SATISFIED
Sensor3;bom;263,891;263,97;0,07898;Five;SATISFIED;SATISFIED
Sensor3;bom;264,891;264,97;0,07897;Five;SATISFIED;SATISFIED
Sensor3;bom;265,891;265,97;0,07913;Five;SATISFIED;SATISFIED
Sensor3;bom;266,891;266,97;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;267,891;267,97;0,07909;Five;SATISFIED;SATISFIED
Sensor3;bom;268,891;268,97;0,07893;Five;SATISFIED;SATISFIED
Sensor3;bom;269,891;269,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;270,891;270,969;0,07879;Five;SATISFIED;SATISFIED
Sensor3;bom;271,891;271,97;0,07895;Five;SATISFIED;SATISFIED
Sensor3;bom;272,891;272,97;0,07881;Five;SATISFIED;SATISFIED
Sensor3;bom;273,891;273,97;0,079;Five;SATISFIED;SATISFIED
Sensor3;bom;274,891;274,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;275,891;275,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;276,891;276,97;0,07878;Five;SATISFIED;SATISFIED
Sensor3;bom;277,891;277,97;0,07878;Five;SATISFIED;SATISFIED
Sensor3;bom;278,891;278,97;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;279,891;279,97;0,07893;Five;SATISFIED;SATISFIED
Sensor3;bom;280,891;280,97;0,07901;Five;SATISFIED;SATISFIED
Sensor3;bom;281,891;281,97;0,07886;Five;SATISFIED;SATISFIED
Sensor3;bom;282,891;282,97;0,07893;Five;SATISFIED;SATISFIED
Sensor3;bom;283,891;283,97;0,07875;Five;SATISFIED;SATISFIED
Sensor3;bom;284,891;284,97;0,07888;Five;SATISFIED;SATISFIED
Sensor3;bom;285,891;285,97;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;286,891;286,97;0,07877;Five;SATISFIED;SATISFIED
Sensor3;bom;287,891;287,969;0,07863;Five;SATISFIED;SATISFIED
Sensor3;bom;288,891;288,97;0,07894;Five;SATISFIED;SATISFIED
Sensor3;bom;289,891;289,97;0,07882;Five;SATISFIED;SATISFIED
Sensor3;bom;290,891;290,97;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;291,891;291,97;0,07889;Five;SATISFIED;SATISFIED
Sensor3;bom;292,891;292,97;0,07868;Five;SATISFIED;SATISFIED
Sensor3;bom;293,891;293,97;0,07854;Five;SATISFIED;SATISFIED
Sensor3;bom;294,891;294,969;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;295,891;295,969;0,07885;Five;SATISFIED;SATISFIED
Sensor3;bom;296,891;296,97;0,07874;Five;SATISFIED;SATISFIED
Sensor3;bom;297,891;297,97;0,0788;Five;SATISFIED;SATISFIED
Sensor3;bom;298,891;298,97;0,07887;Five;SATISFIED;SATISFIED
Sensor3;bom;299,891;299,97;0,07896;Five;SATISFIED;SATISFIED
Sensor3;bom;300,891;300,97;0,07858;Five;SATISFIED;SATISFIED
Sensor4;bom;6,89674;6,9696;0,07287;Five;SATISFIED;SATISFIED
Sensor4;bom;7,8972;7,96964;0,07244;Five;SATISFIED;SATISFIED
Sensor4;bom;8,89681;8,96968;0,07287;Five;SATISFIED;SATISFIED
Sensor4;bom;9,89684;9,96975;0,07292;Five;SATISFIED;SATISFIED
Sensor4;bom;10,8968;10,9697;0,07288;Five;SATISFIED;SATISFIED
Sensor4;bom;11,8969;11,9696;0,0727;Five;SATISFIED;SATISFIED
Sensor4;bom;12,897;12,9697;0,07268;Five;SATISFIED;SATISFIED
Sensor4;bom;13,8968;13,9697;0,0729;Five;SATISFIED;SATISFIED
Sensor4;bom;14,8968;14,9702;0,07348;Five;SATISFIED;SATISFIED
Sensor4;bom;15,8969;15,9696;0,07269;Five;SATISFIED;SATISFIED
Sensor4;bom;16,8969;16,9696;0,07275;Five;SATISFIED;SATISFIED
Sensor4;bom;17,8968;17,9696;0,07277;Five;SATISFIED;SATISFIED
Sensor4;bom;18,8971;18,9697;0,07259;Five;SATISFIED;SATISFIED
Sensor4;bom;19,8971;19,9696;0,07253;Five;SATISFIED;SATISFIED
Sensor4;bom;20,8969;20,9697;0,0728;Five;SATISFIED;SATISFIED
Sensor4;bom;21,8968;21,9695;0,07273;Five;SATISFIED;SATISFIED
Sensor4;bom;22,8968;22,9695;0,07274;Five;SATISFIED;SATISFIED
Sensor4;bom;23,8969;23,9697;0,07276;Five;SATISFIED;SATISFIED
Sensor4;bom;24,8968;24,9696;0,07284;Five;SATISFIED;SATISFIED
Sensor4;bom;25,8967;25,9697;0,07294;Five;SATISFIED;SATISFIED
Sensor4;bom;26,897;26,9696;0,07266;Five;SATISFIED;SATISFIED
Sensor4;bom;27,8968;27,9697;0,07284;Five;SATISFIED;SATISFIED
Sensor4;bom;28,897;28,9697;0,07271;Five;SATISFIED;SATISFIED
Sensor4;bom;29,8968;29,9696;0,07282;Five;SATISFIED;SATISFIED
Sensor4;bom;30,8967;30,9695;0,07288;Five;SATISFIED;SATISFIED
