Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s)
Sensor0,medio,37.5637,37.7632,0.199475
Sensor0,medio,38.0732,38.2636,0.190342
Sensor0,medio,38.5732,38.7644,0.191189
Sensor0,medio,39.0716,39.2634,0.191869
Sensor0,medio,39.5783,39.7672,0.188933
Sensor0,medio,40.0771,40.2686,0.191448
Sensor0,medio,40.5833,40.7692,0.185894
Sensor0,medio,41.0742,41.2663,0.192172
Sensor0,medio,41.5752,41.7655,0.190341
Sensor0,medio,42.0726,42.2615,0.18896
Sensor0,medio,42.5711,42.7632,0.192117
Sensor0,medio,43.0694,43.2645,0.195039
Sensor0,medio,43.5747,43.7617,0.186953
Sensor0,medio,44.0734,44.2629,0.189477
Sensor0,medio,44.5743,44.7653,0.19103
Sensor0,medio,45.0732,45.2651,0.191954
Sensor0,medio,45.5782,45764,0.185796
Sensor0,medio,46.0707,46266,0.195314
Sensor0,ruim,46.5743,46.7745,0.200186
Sensor0,ruim,47.0788,47.2707,0.191917
Sensor0,ruim,47.5856,47771,0.185317
Sensor0,ruim,48.0792,48274,0.194756
Sensor0,ruim,48.5816,48.7798,0.198148
Sensor0,ruim,49.0791,49.2741,0.194951
Sensor0,medio,49.5917,49.7775,0.185775
Sensor0,medio,50.0812,50286,0.204807
Sensor0,medio,50.5816,50.7732,0.191561
Sensor0,medio,51.0804,51.2734,0.193019
Sensor0,medio,51.5787,51.7735,0.194849
Sensor0,medio,52.0791,52.2686,0.189445
Sensor0,medio,52.5813,52.7742,0.192878
Sensor0,medio,53.1244,53.2786,0.15426
Sensor0,medio,53586,53.7798,0.193768
Sensor0,medio,54.0844,54.2734,0.189032
Sensor0,medio,54.5893,54.7804,0.191029
Sensor0,medio,55.0897,55.2759,0.186136
Sensor0,medio,55.5937,55.7856,0.191857
Sensor0,medio,56.0918,56276,0.184209
Sensor0,medio,56.5829,56.7803,0.197431
Sensor0,medio,57.0922,57.2826,0.190388
Sensor0,medio,57.5979,57785,0.187075
Sensor0,medio,58.0959,58.2771,0.181222
Sensor0,medio,58589,58784,0.194988
Sensor0,medio,59.0874,59.2829,0.195489
Sensor0,medio,59.5898,59.7812,0.191434
Sensor0,medio,60.0962,60.2845,0.188372
Sensor0,medio,60.5967,60785,0.188287
Sensor0,medio,61.0925,61.2772,0.184651
Sensor0,medio,61.5833,61.7797,0.196434
Sensor0,medio,62.0859,62.2811,0.19526
Sensor0,medio,62.5898,62.7778,0.187944
Sensor0,medio,63.0848,63.2792,0.194367
Sensor0,medio,63.5908,63.7875,0.196735
Sensor0,medio,64.0933,64.2821,0.188835
Sensor0,medio,64.6002,64784,0.183773
Sensor0,medio,65.0937,65281,0.187215
Sensor0,medio,65.5918,65.7865,0.194788
Sensor0,medio,66.0957,66.2827,0.187027
Sensor0,medio,66.5939,66.7819,0.187935
Sensor0,medio,67089,67.2862,0.197268
Sensor0,medio,67.5939,67.7831,0.189234
Sensor0,medio,68.0927,68.2809,0.188213
Sensor0,medio,68.5926,68.7841,0.191486
Sensor0,medio,69.09,69.2815,0.191467
Sensor0,medio,69.5937,69.7846,0.19082
Sensor0,medio,70094,70.2858,0.191792
Sensor0,medio,70.5941,70.7835,0.189379
Sensor0,medio,71.0951,71.2825,0.187388
Sensor0,medio,71.5947,71.7852,0.190454
Sensor0,medio,72.0914,72.2872,0.195884
Sensor0,medio,72.5909,72.7871,0.19622
Sensor0,medio,73088,73.2874,0.199403
Sensor0,medio,73.5893,73.7854,0.19612
Sensor0,medio,74.0925,74.2879,0.195404
Sensor0,medio,74.5967,74.7842,0.187548
Sensor0,medio,75.0864,75.2859,0.199454
Sensor0,ruim,75.5909,75.7873,0.196428
Sensor0,medio,76087,76.2822,0.195157
Sensor0,medio,76.5913,76.7823,0.191014
Sensor0,medio,77084,77.2841,0.200027
Sensor0,medio,77595,77.7827,0.187657
Sensor0,medio,78.0857,78.2796,0.193908
Sensor0,medio,78.5949,78.7826,0.18769
Sensor0,medio,79.0888,79.2799,0.191084
Sensor0,medio,79.5962,79.7846,0.188312
Sensor0,medio,80.0866,80.2831,0.196414
Sensor0,medio,80.5931,80.7859,0.192823
Sensor0,medio,81091,81.2817,0.190709
Sensor0,medio,81.5938,81.7814,0.18759
Sensor0,medio,82.0916,82.2846,0.193061
Sensor0,medio,82.5922,82.78,0.187779
Sensor0,medio,83.0904,83.2828,0.192378
Sensor0,medio,83595,83.7845,0.189531
Sensor0,medio,84.0897,84284,0.194297
Sensor0,medio,84.5912,84.7837,0.192515
Sensor0,medio,85.0919,85.2839,0.192068
Sensor0,medio,85.5945,85.7851,0.190669
Sensor0,medio,86.09,86.2796,0.189623
Sensor0,medio,86.5939,86.7824,0.188441
Sensor0,ruim,87.0969,87.2855,0.188606
Sensor0,ruim,87.5982,87.7885,0.190373
Sensor0,ruim,88.0972,88.2861,0.188926
Sensor0,ruim,88598,88.7875,0.189489
Sensor0,ruim,89.0977,89.2812,0.183566
Sensor0,ruim,89.5975,89.7889,0.191455
Sensor0,ruim,90.0975,90.2862,0.188758
Sensor0,ruim,90.6014,90.7868,0.185404
Sensor0,medio,91093,91281,0.187998
Sensor0,medio,91.5943,91.7858,0.191562
Sensor0,medio,92094,92.2796,0.185508
Sensor0,medio,92.5951,92.7821,0.18699
Sensor0,medio,93.0948,93.2828,0.188093
Sensor0,medio,93593,93.7873,0.194311
Sensor0,medio,94.0947,94281,0.18628
Sensor0,medio,94.5935,94.7864,0.192808
Sensor0,medio,95.0909,95.2817,0.190834
Sensor0,medio,95.5913,95.7831,0.191799
Sensor0,medio,96.0916,96283,0.191399
Sensor0,medio,96.5893,96.7839,0.194591
Sensor0,medio,97.0931,97.2806,0.187579
Sensor0,medio,97593,97.7834,0.19046
Sensor0,medio,98.0908,98.2827,0.191873
Sensor0,medio,98.5933,98.7846,0.191342
Sensor0,medio,99.0958,99.2817,0.185928
Sensor0,medio,99.5928,99.7841,0.19125
Sensor0,medio,100093,100281,0.187233
Sensor0,medio,100.59,100784,0.193554
Sensor0,medio,101094,101283,0.188114
Sensor0,medio,101595,101.78,0.185789
Sensor0,medio,102094,102283,0.189146
Sensor0,medio,102592,102782,0.190404
Sensor0,medio,103091,103279,0.188125
Sensor0,medio,103596,103786,0.189891
Sensor0,medio,104094,104284,0.190623
Sensor0,medio,104595,104783,0.188346
Sensor0,medio,105093,105284,0.190579
Sensor0,medio,105594,105785,0.191187
Sensor0,medio,106094,106282,0.18762
Sensor0,medio,106.59,106786,0.195846
Sensor0,medio,107095,107284,0.189031
Sensor0,medio,107593,107784,0.191202
Sensor0,medio,108096,108.28,0.183827
Sensor0,medio,108595,108781,0.18562
Sensor0,medio,109095,109283,0.188222
Sensor0,medio,109593,109786,0.192534
Sensor0,medio,110097,110281,0.184021
Sensor0,medio,110594,110785,0.191219
Sensor0,medio,111097,111283,0.185782
Sensor0,medio,111594,111784,0.189316
Sensor0,medio,112095,112285,0.190052
Sensor0,medio,112593,112783,0.190422
Sensor0,medio,113096,113284,0.18779
Sensor0,medio,113594,113.78,0.186572
Sensor0,medio,114096,114279,0.183479
Sensor0,medio,114596,114779,0.183841
Sensor0,medio,115094,115285,0.190392
Sensor0,medio,115594,115786,0.192204
Sensor0,medio,116089,116283,0.194446
Sensor0,medio,116596,116.78,0.184319
Sensor0,medio,117093,117.28,0.186967
Sensor0,medio,117595,117.78,0.184731
Sensor0,medio,118095,118282,0.186531
Sensor0,medio,118593,118785,0.192219
Sensor0,medio,119096,119281,0.184886
Sensor0,medio,119593,119785,0.192127
Sensor0,medio,120094,120283,0.18992
Sensor0,medio,120592,120782,0.189576
Sensor0,medio,121095,121285,0.190349
Sensor0,medio,121595,121785,0.190239
Sensor0,medio,122093,122281,0.188377
Sensor0,medio,122595,122.78,0.18453
Sensor0,medio,123.09,123282,0.192285
Sensor0,medio,123598,123784,0.185671
Sensor0,medio,124092,124283,0.190943
Sensor0,medio,124596,124784,0.18817
Sensor0,medio,125094,125283,0.188345
Sensor0,medio,125595,125782,0.187143
Sensor0,medio,126095,126283,0.18722
Sensor0,medio,126596,126781,0.184873
Sensor0,medio,127092,127.28,0.1883
Sensor0,medio,127595,127787,0.191536
Sensor0,medio,128093,128284,0.191145
Sensor0,medio,128597,128788,0.191519
Sensor0,medio,129094,129285,0.191898
Sensor0,medio,129597,129786,0.189088
Sensor0,medio,130091,130281,0.189917
Sensor0,medio,130592,130785,0.192687
Sensor0,medio,131093,131283,0.190281
Sensor0,medio,131595,131785,0.189514
Sensor0,medio,132089,132282,0.192272
Sensor0,medio,132594,132784,0.1901
Sensor0,medio,133096,133281,0.184889
Sensor0,medio,133593,133786,0.192951
Sensor0,medio,134095,134283,0.188376
Sensor0,medio,134594,134784,0.189458
Sensor0,medio,135092,135282,0.190287
Sensor0,medio,135598,135787,0.188493
Sensor0,medio,136095,136282,0.186539
Sensor0,medio,136594,136784,0.190832
Sensor0,medio,137.09,137283,0.192883
Sensor0,medio,137593,137784,0.191276
Sensor0,medio,138092,138282,0.190017
Sensor0,medio,138594,138785,0.190834
Sensor0,medio,139.09,139281,0.190818
Sensor0,medio,139596,139784,0.187703
Sensor0,medio,140089,140283,0.193572
Sensor0,bom,140598,140784,0.186869
Sensor0,bom,141597,141785,0.188646
Sensor0,bom,142594,142785,0.190143
Sensor0,bom,143594,143786,0.191948
Sensor0,bom,144595,144787,0.192307
Sensor0,bom,145595,145784,0.189106
Sensor0,bom,146595,146787,0.191106
Sensor0,bom,147595,147787,0.19209
Sensor0,bom,148591,148782,0.19127
Sensor0,bom,149.59,149782,0.191765
Sensor0,bom,150595,150784,0.188164
Sensor0,bom,151597,151783,0.185639
Sensor0,medio,152597,152782,0.185539
Sensor0,medio,153094,153281,0.187008
Sensor0,medio,153595,153785,0.190298
Sensor0,medio,154089,154285,0.195519
Sensor0,medio,154597,154786,0.188814
Sensor0,medio,155093,155281,0.18824
Sensor0,medio,156092,156279,0.18694
Sensor0,medio,157091,157.28,0.188938
Sensor0,medio,158093,158282,0.189274
Sensor0,medio,159093,159283,0.189899
Sensor0,medio,160092,160281,0.189308
Sensor0,ruim,161093,161285,0.191632
Sensor0,ruim,162092,162286,0.194054
Sensor0,ruim,163094,163288,0.19362
Sensor0,ruim,164094,164288,0.193904
Sensor0,ruim,165089,165286,0.197164
Sensor0,medio,166092,166279,0.187465
Sensor0,medio,167088,167282,0.194336
Sensor0,medio,168.09,168281,0.191034
Sensor0,medio,169088,169281,0.192297
Sensor0,medio,170.09,170286,0.195334
Sensor0,ruim,171093,171287,0.194318
Sensor0,ruim,172092,172288,0.196825
Sensor0,ruim,173093,173289,0.195993
Sensor0,ruim,174091,174283,0.192304
Sensor0,ruim,175099,175286,0.187561
Sensor0,ruim,176096,176287,0.190558
Sensor0,ruim,177094,177284,0.190065
Sensor0,ruim,178096,178285,0.189148
Sensor0,medio,179093,179284,0.190888
Sensor0,medio,180095,180282,0.18712
Sensor0,medio,181094,181283,0.188807
Sensor0,medio,182093,182283,0.18995
Sensor0,ruim,183095,183287,0.192092
Sensor0,ruim,184099,184286,0.186896
Sensor0,medio,185096,185285,0.189521
Sensor0,medio,186092,186288,0.195959
Sensor0,medio,187088,187283,0.194889
Sensor0,medio,188.09,188282,0.192857
Sensor0,medio,189092,189283,0.190435
Sensor0,medio,190095,190279,0.184429
Sensor0,ruim,191098,191285,0.187397
Sensor0,ruim,192094,192287,0.192588
Sensor0,ruim,193095,193288,0.192861
Sensor0,medio,194095,194284,0.189313
Sensor0,medio,195.09,195286,0.195325
Sensor0,medio,196091,196282,0.191718
Sensor0,medio,197.09,197286,0.196085
Sensor0,medio,198092,198288,0.195371
Sensor0,medio,199091,199284,0.193621
Sensor0,medio,200.09,200285,0.194609
Sensor0,medio,201084,201285,0.201609
Sensor0,medio,202.09,202281,0.191464
Sensor0,medio,203092,203283,0.191303
Sensor0,medio,204087,204289,0.201628
Sensor0,medio,205093,205284,0.191891
Sensor0,medio,206092,206286,0.194256
Sensor0,medio,207088,207287,0.199502
Sensor0,ruim,208093,208287,0.194616
Sensor0,medio,209097,209.29,0.192407
Sensor0,ruim,210099,210291,0.191959
Sensor0,ruim,211.1,211291,0.191458
Sensor0,ruim,212095,212.29,0.194837
Sensor0,medio,213096,213284,0.187354
Sensor0,medio,214093,214.29,0.196811
Sensor0,medio,215086,215287,0.201443
Sensor0,medio,216089,216284,0.195347
Sensor0,medio,217087,217283,0.19637
Sensor0,medio,218095,218285,0.189818
Sensor0,medio,218595,218787,0.192406
Sensor0,medio,219595,219783,0.187922
Sensor0,medio,220089,220285,0.196666
Sensor0,medio,220595,220784,0.188702
Sensor0,medio,221092,221285,0.192476
Sensor0,medio,221594,221782,0.188071
Sensor0,medio,222094,222286,0.191488
Sensor0,medio,222594,222784,0.189462
Sensor0,medio,223089,223285,0.195094
Sensor0,ruim,223596,223786,0.189432
Sensor0,ruim,224094,224.29,0.195425
Sensor0,medio,224594,224785,0.191154
Sensor0,medio,225089,225284,0.194669
Sensor0,medio,225595,225.79,0.194791
Sensor0,medio,226091,226286,0.195143
Sensor0,medio,226594,226788,0.194891
Sensor0,medio,227091,227284,0.192287
Sensor0,medio,227596,227785,0.188928
Sensor0,medio,228093,228287,0.193712
Sensor0,medio,228592,228788,0.195508
Sensor0,medio,229093,229287,0.19486
Sensor0,medio,229593,229788,0.194948
Sensor0,medio,230094,230288,0.194104
Sensor0,medio,230593,230786,0.192799
Sensor0,medio,231094,231288,0.194479
Sensor0,medio,231593,231787,0.193631
Sensor0,medio,232091,232288,0.197805
Sensor0,medio,232596,232789,0.193061
Sensor0,medio,233092,233288,0.196721
Sensor0,medio,233595,233786,0.190731
Sensor0,medio,234096,234283,0.187007
Sensor0,medio,234594,234784,0.190222
Sensor0,medio,235096,235287,0.191207
Sensor0,medio,235594,235785,0.191094
Sensor0,medio,236091,236286,0.194996
Sensor0,medio,236594,236784,0.190009
Sensor0,medio,237095,237286,0.191116
Sensor0,medio,237599,237793,0.19364
Sensor0,medio,238096,238288,0.191972
Sensor0,medio,238595,238785,0.190486
Sensor0,medio,239096,239286,0.189561
Sensor0,medio,239594,239785,0.190974
Sensor0,medio,240097,240283,0.185332
Sensor0,medio,240593,240785,0.19285
Sensor0,medio,241094,241282,0.187534
Sensor0,medio,241594,241784,0.190453
Sensor0,medio,242095,242284,0.188886
Sensor0,medio,242596,242786,0.190877
Sensor0,medio,243095,243279,0.183639
Sensor0,medio,243595,243783,0.188383
Sensor0,medio,244098,244283,0.185502
Sensor0,medio,244593,244787,0.193718
Sensor0,medio,245098,245286,0.188247
Sensor0,medio,245591,245781,0.189492
Sensor0,medio,246098,246284,0.186782
Sensor0,ruim,246593,246784,0.190461
Sensor0,ruim,246685,246891,0.205993
Sensor0,ruim,246789,246989,0.199692
Sensor0,ruim,246897,247094,0.197021
Sensor0,ruim,246995,247188,0.192553
Sensor0,ruim,247101,247289,0.188326
Sensor0,ruim,247194,247391,0.196836
Sensor0,ruim,247295,247492,0.19601
Sensor0,ruim,247397,247595,0.197089
Sensor0,ruim,247498,247685,0.186853
Sensor0,ruim,247.6,247789,0.188464
Sensor0,ruim,247692,247887,0.195254
Sensor0,ruim,247795,247.99,0.195312
Sensor0,ruim,247893,248095,0.201966
Sensor0,ruim,247996,248188,0.19169
Sensor0,ruim,248102,248289,0.18692
Sensor0,ruim,248195,248392,0.196781
Sensor0,ruim,248295,248493,0.198671
Sensor0,ruim,248398,248.59,0.191979
Sensor0,ruim,248.5,248684,0.184003
Sensor0,ruim,248596,248787,0.191021
Sensor0,ruim,248691,248891,0.200184
Sensor0,ruim,248793,248992,0.199375
Sensor0,ruim,248898,249092,0.193897
Sensor0,ruim,248998,249183,0.1852
Sensor0,ruim,249098,249288,0.189296
Sensor0,ruim,249.19,249.39,0.200578
Sensor0,ruim,249294,249493,0.199704
Sensor0,ruim,249396,249593,0.196823
Sensor0,ruim,249501,249687,0.186164
Sensor0,ruim,249599,249788,0.188365
Sensor0,ruim,249694,249888,0.194064
Sensor0,ruim,249794,249993,0.198859
Sensor0,ruim,249895,250093,0.19813
Sensor0,ruim,249999,250186,0.187141
Sensor0,ruim,250.1,250289,0.189059
Sensor0,ruim,250193,250387,0.194523
Sensor0,medio,250295,250489,0.193889
Sensor0,medio,250.79,250992,0.202231
Sensor0,ruim,251288,251.49,0.202432
Sensor0,ruim,251.39,251596,0.205456
Sensor0,ruim,251498,251688,0.190107
Sensor0,ruim,251603,251784,0.181689
Sensor0,ruim,251695,251889,0.194025
Sensor0,ruim,251.79,251996,0.205849
Sensor0,ruim,251897,252094,0.197062
Sensor0,ruim,252003,252185,0.182532
Sensor0,ruim,252101,252288,0.187748
Sensor0,ruim,252192,252392,0.200838
Sensor0,ruim,252294,252.49,0.195671
Sensor0,ruim,252399,252592,0.193511
Sensor0,ruim,252498,252686,0.18818
Sensor0,ruim,252599,252788,0.189775
Sensor0,ruim,252693,252892,0.199171
Sensor0,ruim,252795,252995,0.19954
Sensor0,ruim,252899,253087,0.188664
Sensor0,ruim,253001,253185,0.184007
Sensor0,ruim,253093,253286,0.192368
Sensor0,ruim,253191,253388,0.197378
Sensor0,ruim,253292,253491,0.199132
Sensor0,ruim,253394,253593,0.198691
Sensor0,ruim,253498,253688,0.189872
Sensor0,ruim,253.6,253788,0.188707
Sensor0,ruim,253695,253891,0.196156
Sensor0,ruim,253794,253.99,0.196173
Sensor0,ruim,253898,254.09,0.19267
Sensor0,ruim,253996,254183,0.187596
Sensor0,ruim,254096,254286,0.189733
Sensor0,ruim,254.19,254392,0.202365
Sensor0,ruim,254292,254.49,0.198061
Sensor0,ruim,254399,254591,0.192624
Sensor0,ruim,254497,254686,0.189314
Sensor0,ruim,254598,254786,0.188584
Sensor0,ruim,254693,254885,0.192094
Sensor0,ruim,254792,254992,0.19906
Sensor0,ruim,254892,255.09,0.198845
Sensor0,ruim,255,255185,0.185836
Sensor0,medio,255097,255286,0.189133
Sensor0,medio,255596,255783,0.186839
Sensor0,medio,256091,256281,0.189257
Sensor0,medio,256597,256785,0.187525
Sensor0,medio,257091,257285,0.193637
Sensor0,medio,257598,257786,0.18842
Sensor0,medio,258092,258279,0.186908
Sensor0,ruim,258598,258787,0.189654
Sensor0,ruim,259096,259287,0.190927
Sensor0,ruim,259601,259786,0.185197
Sensor0,ruim,260099,260281,0.182064
Sensor0,ruim,260605,260785,0.180201
Sensor0,medio,261086,261277,0.191717
Sensor0,medio,261597,261786,0.189318
Sensor0,medio,262097,262286,0.188536
Sensor0,medio,262.6,262783,0.183358
Sensor0,medio,263095,263281,0.18565
Sensor0,medio,263.6,263784,0.183261
Sensor0,medio,264095,264286,0.190184
Sensor0,medio,264.6,264784,0.18367
Sensor0,medio,265091,265285,0.194078
Sensor0,medio,265597,265784,0.186643
Sensor0,medio,266095,266283,0.188013
Sensor0,medio,266597,266785,0.187133
Sensor0,ruim,267092,267287,0.194211
Sensor0,ruim,267188,267387,0.199318
Sensor0,ruim,267293,267489,0.195772
Sensor0,ruim,267393,267598,0.204215
Sensor0,ruim,267495,267688,0.193391
Sensor0,ruim,267605,267787,0.182116
Sensor0,ruim,267695,267891,0.19682
Sensor0,ruim,267794,267995,0.200868
Sensor0,ruim,267898,268091,0.192321
Sensor0,ruim,268,268187,0.186678
Sensor0,ruim,268097,268287,0.189361
Sensor0,ruim,268194,268388,0.194182
Sensor0,ruim,268293,268.49,0.197025
Sensor0,medio,268394,268595,0.200935
Sensor0,medio,268891,269089,0.198521
Sensor0,medio,269397,269596,0.199832
Sensor0,medio,269.89,270097,0.206932
Sensor0,medio,270.39,270592,0.201823
Sensor0,medio,270894,271087,0.193606
Sensor0,medio,271391,271591,0.20003
Sensor0,medio,271888,272088,0.199284
Sensor0,medio,272394,272.59,0.196512
Sensor0,medio,272888,273086,0.197871
Sensor0,medio,273386,273.59,0.204443
Sensor0,medio,273892,274086,0.193906
Sensor0,medio,274.39,274.59,0.199659
Sensor0,medio,274895,275.09,0.195339
Sensor0,medio,275.39,275592,0.201699
Sensor0,medio,275893,276087,0.194577
Sensor0,medio,276389,276594,0.204108
Sensor0,ruim,276889,277088,0.198785
Sensor0,medio,277389,277592,0.202502
Sensor0,medio,277892,278089,0.197213
Sensor0,medio,278389,278589,0.200034
Sensor0,medio,278894,279089,0.194612
Sensor0,medio,279391,279.59,0.199623
Sensor0,medio,279892,280091,0.199041
Sensor0,medio,280389,280593,0.204378
Sensor0,medio,280892,281.09,0.1977
Sensor0,medio,281391,281592,0.200955
Sensor0,medio,281891,282087,0.195989
Sensor0,medio,282.39,282.59,0.200133
Sensor0,medio,282891,283088,0.196646
Sensor0,medio,283389,283589,0.2001
Sensor0,medio,283893,284088,0.194594
Sensor0,medio,284.39,284592,0.201511
Sensor0,medio,284891,285093,0.202006
Sensor0,medio,285389,285593,0.203702
Sensor0,ruim,285888,286088,0.200104
Sensor0,ruim,286395,286593,0.197882
Sensor0,ruim,286892,287091,0.198463
Sensor0,ruim,287393,287594,0.200515
Sensor0,ruim,287895,288088,0.192127
Sensor0,medio,288393,288586,0.193398
Sensor0,medio,288892,289093,0.200966
Sensor0,medio,289895,290092,0.197066
Sensor0,medio,290895,291086,0.190631
Sensor0,medio,291889,292088,0.199225
Sensor0,ruim,292896,293089,0.192703
Sensor0,medio,293895,294088,0.193123
Sensor0,medio,294893,295.09,0.197274
Sensor0,medio,295894,296.09,0.195721
Sensor0,medio,296892,297091,0.19938
Sensor0,medio,297894,298.09,0.196407
Sensor0,medio,298895,299.09,0.194336
Sensor0,medio,299891,300086,0.195497
Sensor0,ruim,300896,301091,0.194944
Sensor0,ruim,301894,302091,0.197244
Sensor0,ruim,302892,303092,0.199689
Sensor0,medio,303893,304093,0.200707
Sensor0,medio,304893,305.09,0.197815
Sensor0,medio,305895,306091,0.196749
Sensor0,medio,306895,307088,0.193041
Sensor0,medio,307895,308.09,0.194454
Sensor0,medio,308894,309.09,0.195471
Sensor0,medio,309893,310.09,0.196687
Sensor0,medio,310892,311085,0.193394
Sensor0,medio,311892,312089,0.197207
Sensor0,medio,312896,313086,0.189692
Sensor0,medio,313894,314085,0.191282
Sensor0,medio,314393,314588,0.194682
Sensor0,medio,314893,315087,0.193361
Sensor0,medio,315391,315585,0.194123
Sensor0,medio,315894,316086,0.192368
Sensor0,medio,316394,316587,0.193249
Sensor0,medio,316891,317086,0.195651
Sensor0,ruim,317393,317591,0.197308
Sensor0,ruim,317897,318091,0.19433
Sensor0,medio,318393,318587,0.194751
Sensor0,ruim,318898,319094,0.195622
Sensor0,ruim,319395,319586,0.190802
Sensor0,ruim,319897,320092,0.194445
Sensor0,ruim,320399,320588,0.189034
Sensor0,ruim,320899,321093,0.193499
Sensor0,ruim,321395,321588,0.192925
Sensor0,medio,321896,322089,0.192739
Sensor0,ruim,322399,322588,0.188249
Sensor0,medio,322.9,323092,0.192168
Sensor0,ruim,323395,323.59,0.194895
Sensor0,medio,323888,324086,0.197837
Sensor0,medio,324391,324584,0.193713
Sensor0,medio,324891,325088,0.196822
Sensor0,medio,325393,325583,0.190595
Sensor0,medio,325892,326088,0.195769
Sensor0,medio,326396,326583,0.187407
Sensor0,medio,326891,327086,0.194744
Sensor0,medio,327394,327587,0.19284
Sensor0,medio,327895,328087,0.192306
Sensor0,medio,328394,328586,0.191696
Sensor0,medio,328894,329087,0.193563
Sensor0,ruim,329389,329594,0.205247
Sensor0,ruim,329894,330095,0.200975
Sensor0,medio,330395,330583,0.187863
Sensor0,medio,330894,331083,0.188907
Sensor0,medio,331393,331589,0.19558
Sensor0,medio,331893,332086,0.192783
Sensor0,medio,332392,332585,0.19288
Sensor0,medio,332894,333089,0.195486
Sensor0,medio,333393,333581,0.187706
Sensor0,medio,333895,334087,0.192135
Sensor0,medio,334394,334587,0.192785
Sensor0,medio,334892,335087,0.194947
Sensor0,medio,335394,335588,0.194204
Sensor0,medio,335891,336087,0.195416
Sensor0,medio,336396,336583,0.187096
Sensor0,medio,336895,337088,0.193421
Sensor0,medio,337396,337584,0.188691
Sensor0,medio,337893,338087,0.193835
Sensor0,medio,338394,338586,0.192458
Sensor0,medio,338892,339093,0.200338
Sensor0,medio,339393,339587,0.194129
Sensor0,medio,339889,340086,0.196931
Sensor0,medio,340393,340587,0.193202
Sensor0,medio,340893,341088,0.195072
Sensor0,medio,341392,341584,0.192358
Sensor0,medio,341892,342086,0.193751
Sensor0,medio,342.39,342587,0.19683
Sensor0,medio,342891,343086,0.195587
Sensor0,medio,343386,343587,0.200454
Sensor0,medio,343892,344087,0.19484
Sensor0,medio,344392,344585,0.193153
Sensor0,medio,344894,345087,0.193174
Sensor0,medio,345391,345586,0.194941
Sensor0,medio,345893,346088,0.194494
Sensor0,medio,346393,346584,0.190915
Sensor0,medio,346894,347.09,0.196048
Sensor0,medio,347392,347584,0.19207
Sensor0,medio,347892,348086,0.193753
Sensor0,medio,348391,348584,0.193345
Sensor0,medio,348901,349.09,0.188778
Sensor0,medio,349389,349587,0.197574
Sensor0,medio,349896,350.09,0.193628
Sensor0,medio,350.39,350587,0.196426
Sensor0,medio,350895,351.09,0.195655
Sensor0,ruim,351389,351588,0.19856
Sensor0,medio,351896,352087,0.190217
Sensor0,ruim,352392,352586,0.19417
Sensor0,medio,352895,353.09,0.194973
Sensor0,ruim,353.39,353.59,0.199826
Sensor0,medio,353895,354086,0.191374
Sensor0,ruim,354387,354589,0.201617
Sensor0,medio,354.9,355.09,0.189591
Sensor0,ruim,355394,355584,0.189548
Sensor0,medio,355895,356086,0.190286
Sensor0,medio,356392,356586,0.194246
Sensor0,medio,356893,357091,0.197276
Sensor0,medio,357388,357589,0.200323
