@relation 'NOTRT-bodyhub_5,10,20_sensores'

@attribute 'Sensor remetente' {Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19}
@attribute ' Estado do Paciente' {bom,medio,ruim}
@attribute ' Enviado as (s)' numeric
@attribute ' Processado as (s)' numeric
@attribute ' Diff (s)' numeric
@attribute 'Numero de Sensores' {five,ten,twenty}
@attribute 'Real-time Mode' {'Real-time OFF'}
@attribute 'Cycle Time Constraint' {SATISFIED,VIOLATED}
@attribute 'Emergency Detection time Constraint' {SATISFIED,VIOLATED}

@data
Sensor0,ruim,47.5856,47771,0.18532,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,48.0792,48274,0.19476,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,48.5816,48.7798,0.19815,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,49.0791,49.2741,0.19495,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,49.5917,49.7775,0.18578,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,50.0812,50286,0.20481,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,50.5816,50.7732,0.19156,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,51.0804,51.2734,0.19302,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,51.5787,51.7735,0.19485,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,52.0791,52.2686,0.18945,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,52.5813,52.7742,0.19288,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,53.1244,53.2786,0.15426,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,53586,53.7798,0.19377,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,54.0844,54.2734,0.18903,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,54.5893,54.7804,0.19103,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,55.0897,55.2759,0.18614,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,55.5937,55.7856,0.19186,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,56.0918,56276,0.18421,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,56.5829,56.7803,0.19743,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,57.0922,57.2826,0.19039,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,57.5979,57785,0.18708,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,58.0959,58.2771,0.18122,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,58589,58784,0.19499,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,59.0874,59.2829,0.19549,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,59.5898,59.7812,0.19143,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,60.0962,60.2845,0.18837,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,60.5967,60785,0.18829,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,61.0925,61.2772,0.18465,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,61.5833,61.7797,0.19643,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,62.0859,62.2811,0.19526,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,62.5898,62.7778,0.18794,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,63.0848,63.2792,0.19437,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,63.5908,63.7875,0.19674,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,64.0933,64.2821,0.18884,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,64.6002,64784,0.18377,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,65.0937,65281,0.18722,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,65.5918,65.7865,0.19479,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,66.0957,66.2827,0.18703,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,66.5939,66.7819,0.18794,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,67089,67.2862,0.19727,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,67.5939,67.7831,0.18923,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,68.0927,68.2809,0.18821,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,68.5926,68.7841,0.19149,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,69.09,69.2815,0.19147,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,69.5937,69.7846,0.19082,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,70094,70.2858,0.19179,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,70.5941,70.7835,0.18938,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,71.0951,71.2825,0.18739,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,71.5947,71.7852,0.19045,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,72.0914,72.2872,0.19588,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,72.5909,72.7871,0.19622,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,73088,73.2874,0.1994,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,73.5893,73.7854,0.19612,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,74.0925,74.2879,0.1954,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,74.5967,74.7842,0.18755,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,75.0864,75.2859,0.19945,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,75.5909,75.7873,0.19643,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,76087,76.2822,0.19516,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,76.5913,76.7823,0.19101,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,77084,77.2841,0.20003,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,77595,77.7827,0.18766,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,78.0857,78.2796,0.19391,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,78.5949,78.7826,0.18769,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,79.0888,79.2799,0.19108,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,79.5962,79.7846,0.18831,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,80.0866,80.2831,0.19641,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,80.5931,80.7859,0.19282,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,81091,81.2817,0.19071,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,81.5938,81.7814,0.18759,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,82.0916,82.2846,0.19306,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,82.5922,82.78,0.18778,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,83.0904,83.2828,0.19238,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,83595,83.7845,0.18953,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,84.0897,84284,0.1943,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,84.5912,84.7837,0.19252,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,85.0919,85.2839,0.19207,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,85.5945,85.7851,0.19067,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,86.09,86.2796,0.18962,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,86.5939,86.7824,0.18844,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,87.0969,87.2855,0.18861,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,87.5982,87.7885,0.19037,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,88.0972,88.2861,0.18893,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,88598,88.7875,0.18949,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,89.0977,89.2812,0.18357,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,89.5975,89.7889,0.19146,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,90.0975,90.2862,0.18876,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,90.6014,90.7868,0.1854,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,91093,91281,0.18876,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,91.5943,91.7858,0.19156,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,92094,92.2796,0.18551,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,92.5951,92.7821,0.18699,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,93.0948,93.2828,0.18809,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,93593,93.7873,0.19431,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,94.0947,94281,0.18628,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,94.5935,94.7864,0.19281,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,95.0909,95.2817,0.19083,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,95.5913,95.7831,0.1918,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,96.0916,96283,0.1914,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,96.5893,96.7839,0.19459,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,97.0931,97.2806,0.18758,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,97593,97.7834,0.19046,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,98.0908,98.2827,0.19187,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,98.5933,98.7846,0.19134,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,99.0958,99.2817,0.18593,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,99.5928,99.7841,0.19125,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,100093,100281,0.18723,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,100.59,100784,0.19355,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,101094,101283,0.18811,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,101595,101.78,0.18579,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,102094,102283,0.18915,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,102592,102782,0.1904,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,103091,103279,0.18813,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,103596,103786,0.18989,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,104094,104284,0.19062,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,104595,104783,0.18835,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,105093,105284,0.19058,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,105594,105785,0.19119,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,106094,106282,0.18762,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,106.59,106786,0.19585,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,107095,107284,0.18903,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,107593,107784,0.1912,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,108096,108.28,0.18383,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,108595,108781,0.18562,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,109095,109283,0.18822,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,109593,109786,0.19253,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,110097,110281,0.18402,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,110594,110785,0.19122,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,111097,111283,0.18578,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,111594,111784,0.18932,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,112095,112285,0.19005,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,112593,112783,0.19042,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,113096,113284,0.18779,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,113594,113.78,0.18657,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,114096,114279,0.18348,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,114596,114779,0.18384,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,115094,115285,0.19039,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,115594,115786,0.1922,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,116089,116283,0.19445,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,116596,116.78,0.18432,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,117093,117.28,0.18697,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,117595,117.78,0.18473,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,118095,118282,0.18653,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,118593,118785,0.19222,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,119096,119281,0.18489,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,119593,119785,0.19213,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,120094,120283,0.18992,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,120592,120782,0.18958,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,121095,121285,0.19035,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,121595,121785,0.19024,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,122093,122281,0.18838,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,122595,122.78,0.18453,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,123.09,123282,0.19229,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,123598,123784,0.18567,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,124092,124283,0.19094,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,124596,124784,0.18817,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,125094,125283,0.18835,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,125595,125782,0.18714,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,126095,126283,0.18722,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,126596,126781,0.18487,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,127092,127.28,0.1883,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,127595,127787,0.19154,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,128093,128284,0.19115,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,128597,128788,0.19152,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,129094,129285,0.1919,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,129597,129786,0.18909,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,130091,130281,0.18992,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,130592,130785,0.19269,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,131093,131283,0.19028,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,131595,131785,0.18951,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,132089,132282,0.19227,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,132594,132784,0.1901,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,133096,133281,0.18489,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,133593,133786,0.19295,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,134095,134283,0.18838,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,134594,134784,0.18946,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,135092,135282,0.19029,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,135598,135787,0.18849,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,136095,136282,0.18654,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,136594,136784,0.19083,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,137.09,137283,0.19288,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,137593,137784,0.19128,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,138092,138282,0.19002,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,138594,138785,0.19083,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,139.09,139281,0.19082,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,139596,139784,0.1877,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,140089,140283,0.19357,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,140598,140784,0.18687,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,141597,141785,0.18865,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,142594,142785,0.19014,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,143594,143786,0.19195,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,144595,144787,0.19231,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,145595,145784,0.18911,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,146595,146787,0.19111,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,147595,147787,0.19209,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,148591,148782,0.19127,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,149.59,149782,0.19177,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,150595,150784,0.18816,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,bom,151597,151783,0.18564,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,152597,152782,0.18554,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,153094,153281,0.18701,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,153595,153785,0.1903,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,154089,154285,0.19552,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,154597,154786,0.18881,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,155093,155281,0.18824,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,156092,156279,0.18694,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,157091,157.28,0.18894,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,158093,158282,0.18927,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,159093,159283,0.1899,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,medio,160092,160281,0.18931,ten,'Real-time OFF',VIOLATED,SATISFIED
Sensor0,ruim,161093,161285,0.19163,ten,'Real-time OFF',VIOLATED,SATISFIED
