Tref:,1514231497,0.174005,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
1,bad,false,320.828,320.638,0.189505
3,bad,false,326.028,325.949,0.0781904
0,bad,false,328.128,327.933,0.195058
2,bad,true,329.228,329.144,0.0840869
1,bad,false,331.327,331.138,0.189442
4,bad,false,332.527,332.455,0.0724333
2,medium,false,338.428,338.344,0.0839277
0,bad,true,339.128,338.933,0.195004
3,bad,false,345.528,345.449,0.0782506
0,good,false,348.227,348.032,0.195025
2,bad,true,349.428,349.343,0.0840422
1,bad,false,353.328,353.138,0.189496
0,bad,true,359.228,359.032,0.195035
1,bad,true,362.828,362.638,0.189392
4,bad,true,364.527,364.455,0.0722826
3,bad,false,366.528,366.45,0.0779686
1,bad,false,372.427,372.238,0.189512
4,bad,false,373.628,373.555,0.072076
2,bad,false,378.728,378.644,0.0836522
1,bad,true,382.927,382.738,0.189336
4,bad,true,384.627,384.555,0.0723038
3,bad,true,386.028,385.949,0.0780895
0,bad,false,388.427,388.232,0.195107
3,bad,false,395.727,395.65,0.077947
2,bad,false,399.727,399.644,0.0836418
4,bad,false,403.827,403.755,0.0724905
0,bad,false,409.428,409.232,0.195127
3,bad,true,417.727,417.65,0.0778786
0,bad,false,419.427,419.232,0.194978
2,bad,true,421.728,421.644,0.0841392
1,bad,false,422.628,422.438,0.189708
3,bad,false,426.927,426.85,0.0777112
0,bad,true,430.429,430.235,0.194113
1,bad,false,433.128,432.938,0.189546
4,bad,true,434.827,434.755,0.072217
2,bad,false,440.927,440.844,0.0837846
4,bad,false,444.027,443.955,0.0720083
1,bad,false,444.127,443.938,0.189408
2,bad,true,451.427,451.344,0.0838606
1,bad,true,454.127,453.938,0.189537
4,bad,false,454.528,454.455,0.0720818
3,bad,true,457.928,457.85,0.0780727
0,bad,false,459.627,459.432,0.195082
1,bad,false,463.727,463.538,0.189488
4,bad,true,465.527,465.455,0.0723233
0,bad,true,470.628,470.432,0.195126
2,bad,false,471.028,470.944,0.0837394
4,bad,false,474.628,474.555,0.0723217
1,bad,false,474.727,474.538,0.18954
0,bad,false,479.728,479.532,0.195087
2,bad,true,482.027,481.944,0.0833287
1,bad,true,484.228,484.038,0.189679
3,bad,false,487.228,487.149,0.078338
2,bad,false,491.127,491.044,0.0838551
0,bad,true,501.727,501.532,0.195049
2,bad,false,502.127,502.044,0.0839186
1,bad,false,503.827,503.638,0.189372
3,bad,true,508.227,508.149,0.0782838
2,bad,false,511.627,511.544,0.0838736
1,bad,true,514.827,514.638,0.18955
2,bad,true,522.627,522.544,0.0836062
1,bad,false,523.928,523.738,0.189479
4,bad,true,526.628,526.555,0.0722313
3,bad,false,527.428,527.35,0.0779513
0,bad,false,531.127,530.932,0.195189
1,bad,false,534.428,534.238,0.189434
4,bad,false,535.828,535.756,0.072017
3,bad,true,537.928,537.85,0.0777087
2,bad,false,541.827,541.744,0.0837511
0,bad,false,542.127,541.933,0.194952
