Tempo(s), Risco do Sensor, Nivel da Bateria, Diff(s),Mode,Cycle Time-Constraint,Confirmation Time-Constraint
633,alto,-157.6,5.150,(3 out of 5),Violated,Violated
633,moderado,-157.71,0.250,(3 out of 5),Violated,Satisfied
638,baixo,-159.66,4.850,(3 out of 5),Violated,Violated
638,moderado,-159.75,0.200,(3 out of 5),Violated,Satisfied
641,baixo,-160.94,2.951,(3 out of 5),Violated,Violated
642,moderado,-161.13,0.449,(3 out of 5),Violated,Violated
643,baixo,-161.76,1.551,(3 out of 5),Violated,Violated
644,moderado,-161.91,0.349,(3 out of 5),Violated,Violated
644,baixo,-162.24,0.800,(3 out of 5),Violated,Violated
645,moderado,-162.31,0.151,(3 out of 5),Violated,Satisfied
647,alto,-163.22,2.249,(3 out of 5),Violated,Violated
648,moderado,-163.73,1.250,(3 out of 5),Violated,Violated
650,baixo,-164.36,1.550,(3 out of 5),Violated,Violated
651,moderado,-164.81,1.100,(3 out of 5),Violated,Violated
652,baixo,-165.52,1.750,(3 out of 5),Violated,Violated
653,moderado,-165.81,0.700,(3 out of 5),Violated,Violated
655,alto,-166.66,2.100,(3 out of 5),Violated,Violated
658,moderado,-167.61,2.350,(3 out of 5),Violated,Violated
660,alto,-168.54,2.300,(3 out of 5),Violated,Violated
661,moderado,-169.03,1.200,(3 out of 5),Violated,Violated
662,alto,-169.5,1.150,(3 out of 5),Violated,Violated
664,moderado,-170.19,1.700,(3 out of 5),Violated,Violated
664,baixo,-170.32,0.300,(3 out of 5),Violated,Violated
665,moderado,-170.59,0.650,(3 out of 5),Violated,Violated
669,alto,-172.2,4.000,(3 out of 5),Violated,Violated
669,moderado,-172.23,0.050,(3 out of 5),Satisfied,Satisfied
669,alto,-172.34,0.250,(3 out of 5),Violated,Violated
671,moderado,-173.07,1.800,(3 out of 5),Violated,Violated
673,alto,-173.82,1.850,(3 out of 5),Violated,Violated
673,moderado,-174.05,0.550,(3 out of 5),Violated,Violated
675,alto,-174.64,1.450,(3 out of 5),Violated,Violated
676,moderado,-175.17,1.300,(3 out of 5),Violated,Violated
680,alto,-176.62,3.601,(3 out of 5),Violated,Violated
681,moderado,-177.03,0.999,(3 out of 5),Violated,Violated
687,alto,-179.66,6.550,(3 out of 5),Violated,Violated
689,moderado,-180.53,2.150,(3 out of 5),Violated,Violated
692,baixo,-181.68,2.850,(3 out of 5),Violated,Violated
693,moderado,-182.05,0.900,(3 out of 5),Violated,Violated
694,alto,-182.38,0.800,(3 out of 5),Violated,Violated
694,moderado,-182.51,0.300,(3 out of 5),Violated,Violated
696,baixo,-183.08,1.400,(3 out of 5),Violated,Violated
696,moderado,-183.35,0.650,(3 out of 5),Violated,Violated
697,alto,-183.78,1.050,(3 out of 5),Violated,Violated
698,moderado,-183.85,0.150,(3 out of 5),Violated,Satisfied
699,alto,-184.56,1.750,(3 out of 5),Violated,Violated
700,moderado,-184.91,0.850,(3 out of 5),Violated,Violated
701,alto,-185.24,0.800,(3 out of 5),Violated,Violated
703,moderado,-185.89,1.600,(3 out of 5),Violated,Violated
703,alto,-186,0.251,(3 out of 5),Violated,Violated
705,moderado,-186.79,1.949,(3 out of 5),Violated,Violated
710,alto,-188.9,5.250,(3 out of 5),Violated,Violated
711,moderado,-189.29,0.950,(3 out of 5),Violated,Violated
714,baixo,-190.54,3.100,(3 out of 5),Violated,Violated
714,moderado,-190.63,0.200,(3 out of 5),Violated,Satisfied
720,alto,-193.04,6.000,(3 out of 5),Violated,Violated
721,moderado,-193.31,0.651,(3 out of 5),Violated,Violated
722,alto,-193.58,0.649,(3 out of 5),Violated,Violated
722,moderado,-193.71,0.300,(3 out of 5),Violated,Violated
724,alto,-194.68,2.400,(3 out of 5),Violated,Violated
725,moderado,-194.95,0.650,(3 out of 5),Violated,Violated
725,alto,-195.06,0.250,(3 out of 5),Violated,Violated
726,moderado,-195.55,1.200,(3 out of 5),Violated,Violated
727,baixo,-195.68,0.300,(3 out of 5),Violated,Violated
727,moderado,-196.01,0.801,(3 out of 5),Violated,Violated
733,baixo,-198.06,5.099,(3 out of 5),Violated,Violated
733,moderado,-198.13,0.150,(3 out of 5),Violated,Satisfied
733,baixo,-198.34,0.500,(3 out of 5),Violated,Violated
736,moderado,-199.45,2.750,(3 out of 5),Violated,Violated
737,baixo,-199.82,0.901,(3 out of 5),Violated,Violated
739,moderado,-200.59,1.899,(3 out of 5),Violated,Violated
739,baixo,-200.84,0.600,(3 out of 5),Violated,Violated
740,moderado,-200.97,0.300,(3 out of 5),Violated,Violated
742,baixo,-201.84,2.150,(3 out of 5),Violated,Violated
742,moderado,-202.09,0.600,(3 out of 5),Violated,Violated
743,baixo,-202.28,0.450,(3 out of 5),Violated,Violated
746,moderado,-203.41,2.800,(3 out of 5),Violated,Violated
747,alto,-204.04,1.550,(3 out of 5),Violated,Violated
748,moderado,-204.39,0.850,(3 out of 5),Violated,Violated
752,baixo,-205.82,3.550,(3 out of 5),Violated,Violated
753,moderado,-206.47,1.600,(3 out of 5),Violated,Violated
754,baixo,-206.62,0.351,(3 out of 5),Violated,Violated
754,moderado,-206.65,0.049,(3 out of 5),Satisfied,Satisfied
755,alto,-207.04,0.950,(3 out of 5),Violated,Violated
756,moderado,-207.51,1.151,(3 out of 5),Violated,Violated
759,alto,-208.86,3.349,(3 out of 5),Violated,Violated
760,moderado,-209.31,1.100,(3 out of 5),Violated,Violated
762,baixo,-210.04,1.800,(3 out of 5),Violated,Violated
762,moderado,-210.21,0.400,(3 out of 5),Violated,Violated
763,alto,-210.36,0.350,(3 out of 5),Violated,Violated
765,moderado,-211.31,2.350,(3 out of 5),Violated,Violated
766,baixo,-211.64,0.800,(3 out of 5),Violated,Violated
766,moderado,-211.69,0.101,(3 out of 5),Violated,Satisfied
771,alto,-213.7,4.999,(3 out of 5),Violated,Violated
771,moderado,-213.81,0.251,(3 out of 5),Violated,Violated
775,alto,-215.38,3.899,(3 out of 5),Violated,Violated
776,moderado,-215.73,0.850,(3 out of 5),Violated,Violated
776,alto,-215.76,0.050,(3 out of 5),Satisfied,Satisfied
779,moderado,-216.83,2.651,(3 out of 5),Violated,Violated
779,baixo,-216.94,0.249,(3 out of 5),Violated,Satisfied
781,moderado,-217.59,1.600,(3 out of 5),Violated,Violated
781,baixo,-217.98,0.950,(3 out of 5),Violated,Violated
783,moderado,-218.67,1.700,(3 out of 5),Violated,Violated
783,baixo,-218.7,0.050,(3 out of 5),Satisfied,Satisfied
785,moderado,-219.45,1.850,(3 out of 5),Violated,Violated
786,baixo,-219.98,1.300,(3 out of 5),Violated,Violated
788,moderado,-220.45,1.150,(3 out of 5),Violated,Violated
788,baixo,-220.62,0.400,(3 out of 5),Violated,Violated
792,moderado,-222.25,4.050,(3 out of 5),Violated,Violated
796,alto,-223.76,3.750,(3 out of 5),Violated,Violated
797,moderado,-224.11,0.850,(3 out of 5),Violated,Violated
798,baixo,-224.76,1.600,(3 out of 5),Violated,Violated
800,moderado,-225.31,1.351,(3 out of 5),Violated,Violated
800,alto,-225.38,0.149,(3 out of 5),Violated,Satisfied
800,moderado,-225.57,0.450,(3 out of 5),Violated,Violated
808,baixo,-228.82,8.100,(3 out of 5),Violated,Violated
811,moderado,-230.11,3.200,(3 out of 5),Violated,Violated
816,alto,-231.84,4.300,(3 out of 5),Violated,Violated
817,moderado,-232.27,1.052,(3 out of 5),Violated,Violated
829,baixo,-237.26,12.447,(3 out of 5),Violated,Violated
831,moderado,-237.79,1.300,(3 out of 5),Violated,Violated
831,baixo,-237.94,0.350,(3 out of 5),Violated,Violated
831,moderado,-238.17,0.550,(3 out of 5),Violated,Violated
839,baixo,-241.28,7.750,(3 out of 5),Violated,Violated
839,moderado,-241.39,0.250,(3 out of 5),Violated,Satisfied
841,baixo,-241.88,1.200,(3 out of 5),Violated,Violated
842,moderado,-242.37,1.200,(3 out of 5),Violated,Violated
843,baixo,-242.76,0.950,(3 out of 5),Violated,Violated
843,moderado,-242.87,0.250,(3 out of 5),Violated,Violated
844,baixo,-243.46,1.450,(3 out of 5),Violated,Violated
845,moderado,-243.53,0.150,(3 out of 5),Violated,Satisfied
845,alto,-243.74,0.500,(3 out of 5),Violated,Violated
845,moderado,-243.81,0.150,(3 out of 5),Violated,Satisfied
847,alto,-244.54,1.800,(3 out of 5),Violated,Violated
848,moderado,-244.83,0.700,(3 out of 5),Violated,Violated
849,alto,-245.2,0.900,(3 out of 5),Violated,Violated
849,moderado,-245.41,0.500,(3 out of 5),Violated,Violated
849,alto,-245.44,0.050,(3 out of 5),Satisfied,Satisfied
850,moderado,-245.67,0.551,(3 out of 5),Violated,Violated
851,alto,-246.12,1.099,(3 out of 5),Violated,Violated
851,moderado,-246.29,0.400,(3 out of 5),Violated,Violated
852,alto,-246.62,0.800,(3 out of 5),Violated,Violated
852,moderado,-246.79,0.400,(3 out of 5),Violated,Violated
855,baixo,-247.9,2.750,(3 out of 5),Violated,Violated
856,moderado,-248.05,0.350,(3 out of 5),Violated,Violated
857,baixo,-248.76,1.750,(3 out of 5),Violated,Violated
859,moderado,-249.35,1.450,(3 out of 5),Violated,Violated
863,alto,-251.08,4.300,(3 out of 5),Violated,Violated
864,moderado,-251.37,0.700,(3 out of 5),Violated,Violated
871,alto,-254.34,7.400,(3 out of 5),Violated,Violated
874,moderado,-255.53,2.950,(3 out of 5),Violated,Violated
877,baixo,-256.7,2.900,(3 out of 5),Violated,Violated
878,moderado,-257.03,0.800,(3 out of 5),Violated,Violated
878,baixo,-257.06,0.050,(3 out of 5),Satisfied,Satisfied
878,moderado,-257.19,0.300,(3 out of 5),Violated,Violated
881,alto,-258.36,2.900,(3 out of 5),Violated,Violated
883,moderado,-259.01,1.600,(3 out of 5),Violated,Violated
884,alto,-259.68,1.650,(3 out of 5),Violated,Violated
885,moderado,-259.87,0.450,(3 out of 5),Violated,Violated
892,alto,-262.94,7.650,(3 out of 5),Violated,Violated
893,moderado,-263.09,0.350,(3 out of 5),Violated,Violated
893,alto,-263.22,0.300,(3 out of 5),Violated,Violated
894,moderado,-263.77,1.350,(3 out of 5),Violated,Violated
895,alto,-264,0.550,(3 out of 5),Violated,Violated
895,moderado,-264.03,0.050,(3 out of 5),Satisfied,Satisfied
899,alto,-265.74,4.250,(3 out of 5),Violated,Violated
904,moderado,-267.67,4.800,(3 out of 5),Violated,Violated
911,alto,-270.52,7.100,(3 out of 5),Violated,Violated
913,moderado,-271.07,1.350,(3 out of 5),Violated,Violated
913,alto,-271.12,0.101,(3 out of 5),Violated,Satisfied
913,moderado,-271.15,0.049,(3 out of 5),Satisfied,Satisfied
913,baixo,-271.34,0.450,(3 out of 5),Violated,Violated
914,moderado,-271.85,1.250,(3 out of 5),Violated,Violated
919,baixo,-273.54,4.200,(3 out of 5),Violated,Violated
920,moderado,-274.13,1.450,(3 out of 5),Violated,Violated
921,alto,-274.36,0.550,(3 out of 5),Violated,Violated
928,moderado,-277.21,7.100,(3 out of 5),Violated,Violated
931,baixo,-278.4,2.950,(3 out of 5),Violated,Violated
933,moderado,-279.31,2.250,(3 out of 5),Violated,Violated
935,baixo,-280.26,2.350,(3 out of 5),Violated,Violated
938,moderado,-281.51,3.100,(3 out of 5),Violated,Violated
941,alto,-282.7,2.950,(3 out of 5),Violated,Violated
943,moderado,-283.59,2.200,(3 out of 5),Violated,Violated
948,baixo,-285.46,4.650,(3 out of 5),Violated,Violated
950,moderado,-286.09,1.550,(3 out of 5),Violated,Violated
953,alto,-287.46,3.400,(3 out of 5),Violated,Violated
954,moderado,-287.93,1.150,(3 out of 5),Violated,Violated
955,alto,-288.34,1.000,(3 out of 5),Violated,Violated
960,moderado,-290.31,4.900,(3 out of 5),Violated,Violated
961,baixo,-290.72,1.000,(3 out of 5),Violated,Violated
962,moderado,-291.03,0.750,(3 out of 5),Violated,Violated
968,alto,-293.46,6.050,(3 out of 5),Violated,Violated
972,moderado,-295.11,4.101,(3 out of 5),Violated,Violated
972,baixo,-295.3,0.449,(3 out of 5),Violated,Violated
973,moderado,-295.35,0.101,(3 out of 5),Violated,Satisfied
974,baixo,-296,1.599,(3 out of 5),Violated,Violated
975,moderado,-296.41,1.000,(3 out of 5),Violated,Violated
979,alto,-297.82,3.500,(3 out of 5),Violated,Violated
980,moderado,-298.19,0.900,(3 out of 5),Violated,Violated
980,alto,-298.32,0.300,(3 out of 5),Violated,Violated
980,moderado,-298.45,0.300,(3 out of 5),Violated,Violated
980,baixo,-298.58,0.300,(3 out of 5),Violated,Violated
981,moderado,-298.67,0.200,(3 out of 5),Violated,Satisfied
985,alto,-300.4,4.300,(3 out of 5),Violated,Violated
985,moderado,-300.59,0.450,(3 out of 5),Violated,Violated
986,baixo,-300.82,0.551,(3 out of 5),Violated,Violated
986,moderado,-300.93,0.249,(3 out of 5),Violated,Satisfied
988,baixo,-301.8,2.150,(3 out of 5),Violated,Violated
989,moderado,-302.01,0.500,(3 out of 5),Violated,Violated
992,alto,-303.24,3.050,(3 out of 5),Violated,Violated
994,moderado,-304.21,2.400,(3 out of 5),Violated,Violated
998,alto,-305.52,3.250,(3 out of 5),Violated,Violated
1001.31,moderado,-307.03,3.750,(3 out of 5),Violated,Violated
1002.51,baixo,-307.52,1.200,(3 out of 5),Violated,Violated
1002.86,moderado,-307.67,0.350,(3 out of 5),Violated,Violated
1003.36,alto,-307.88,0.500,(3 out of 5),Violated,Violated
1004.31,moderado,-308.27,0.950,(3 out of 5),Violated,Violated
1011.81,alto,-311.28,7.500,(3 out of 5),Violated,Violated
1012.51,moderado,-311.57,0.700,(3 out of 5),Violated,Violated
1013.36,alto,-311.92,0.850,(3 out of 5),Violated,Violated
1014.91,moderado,-312.55,1.550,(3 out of 5),Violated,Violated
1015.41,baixo,-312.76,0.500,(3 out of 5),Violated,Violated
1015.91,moderado,-312.97,0.500,(3 out of 5),Violated,Violated
1016.11,baixo,-313.06,0.200,(3 out of 5),Violated,Satisfied
1016.81,moderado,-313.35,0.700,(3 out of 5),Violated,Violated
1017.06,alto,-313.46,0.250,(3 out of 5),Violated,Satisfied
1017.17,moderado,-313.51,0.101,(3 out of 5),Violated,Satisfied
1018.41,baixo,-314.02,1.249,(3 out of 5),Violated,Violated
1018.56,moderado,-314.09,0.150,(3 out of 5),Violated,Satisfied
1020.86,alto,-315.02,2.300,(3 out of 5),Violated,Violated
1021.11,moderado,-315.13,0.250,(3 out of 5),Violated,Satisfied
1023.81,baixo,-316.22,2.700,(3 out of 5),Violated,Violated
1024.26,moderado,-316.41,0.450,(3 out of 5),Violated,Violated
1025.41,baixo,-316.88,1.150,(3 out of 5),Violated,Violated
1026.02,moderado,-317.13,0.601,(3 out of 5),Violated,Violated
1029.96,alto,-318.72,3.949,(3 out of 5),Violated,Violated
1030.36,moderado,-318.89,0.400,(3 out of 5),Violated,Violated
1037.66,alto,-321.82,7.300,(3 out of 5),Violated,Violated
1037.86,moderado,-321.91,0.200,(3 out of 5),Violated,Satisfied
1039.37,alto,-322.52,1.501,(3 out of 5),Violated,Violated
1039.71,moderado,-322.67,0.349,(3 out of 5),Violated,Violated
1041.86,baixo,-323.54,2.150,(3 out of 5),Violated,Violated
1043.56,moderado,-324.23,1.700,(3 out of 5),Violated,Violated
1047.51,alto,-325.82,3.950,(3 out of 5),Violated,Violated
1047.56,moderado,-325.85,0.050,(3 out of 5),Satisfied,Satisfied
1049.31,alto,-326.56,1.750,(3 out of 5),Violated,Violated
1054.51,moderado,-328.65,5.200,(3 out of 5),Violated,Violated
1059.91,baixo,-330.82,5.400,(3 out of 5),Violated,Violated
1059.96,moderado,-330.85,0.050,(3 out of 5),Satisfied,Satisfied
1061.21,alto,-331.36,1.250,(3 out of 5),Violated,Violated
1061.26,moderado,-331.39,0.050,(3 out of 5),Satisfied,Satisfied
1062.76,alto,-332,1.500,(3 out of 5),Violated,Violated
1063.51,moderado,-332.31,0.750,(3 out of 5),Violated,Violated
1064.76,alto,-332.82,1.250,(3 out of 5),Violated,Violated
1065.17,moderado,-332.99,0.401,(3 out of 5),Violated,Violated
1068.26,alto,-334.24,3.099,(3 out of 5),Violated,Violated
1070.36,moderado,-335.09,2.100,(3 out of 5),Violated,Violated
1073.46,alto,-336.34,3.100,(3 out of 5),Violated,Violated
1073.86,moderado,-336.51,0.400,(3 out of 5),Violated,Violated
1076.06,baixo,-337.4,2.200,(3 out of 5),Violated,Violated
1078.66,moderado,-338.45,2.600,(3 out of 5),Violated,Violated
1082.41,baixo,-339.96,3.750,(3 out of 5),Violated,Violated
1082.97,moderado,-340.19,0.551,(3 out of 5),Violated,Violated
1083.91,baixo,-340.58,0.949,(3 out of 5),Violated,Violated
1085.21,moderado,-341.11,1.300,(3 out of 5),Violated,Violated
1086.91,alto,-341.8,1.700,(3 out of 5),Violated,Violated
1089.32,moderado,-342.77,2.401,(3 out of 5),Violated,Violated
1089.66,alto,-342.92,0.349,(3 out of 5),Violated,Violated
1090.56,moderado,-343.29,0.900,(3 out of 5),Violated,Violated
1092.16,baixo,-343.94,1.600,(3 out of 5),Violated,Violated
1094.61,moderado,-344.93,2.450,(3 out of 5),Violated,Violated
1096.11,alto,-345.54,1.500,(3 out of 5),Violated,Violated
1098.16,moderado,-346.37,2.050,(3 out of 5),Violated,Violated
1100.31,baixo,-347.24,2.150,(3 out of 5),Violated,Violated
1100.71,moderado,-347.41,0.400,(3 out of 5),Violated,Violated
1105.81,baixo,-349.46,5.100,(3 out of 5),Violated,Violated
1107.31,moderado,-350.07,1.500,(3 out of 5),Violated,Violated
1107.42,baixo,-350.12,0.101,(3 out of 5),Violated,Satisfied
1107.76,moderado,-350.27,0.349,(3 out of 5),Violated,Violated
1107.81,baixo,-350.3,0.050,(3 out of 5),Satisfied,Satisfied
1107.92,moderado,-350.35,0.101,(3 out of 5),Violated,Satisfied
1108.26,baixo,-350.5,0.349,(3 out of 5),Violated,Violated
1109.26,moderado,-350.91,1.000,(3 out of 5),Violated,Violated
1111.56,baixo,-351.84,2.300,(3 out of 5),Violated,Violated
1111.86,moderado,-351.97,0.300,(3 out of 5),Violated,Violated
1113.26,alto,-352.54,1.400,(3 out of 5),Violated,Violated
1113.31,moderado,-352.57,0.050,(3 out of 5),Satisfied,Satisfied
1114.41,alto,-353.02,1.100,(3 out of 5),Violated,Violated
1115.16,moderado,-353.33,0.750,(3 out of 5),Violated,Violated
1121.66,baixo,-355.94,6.500,(3 out of 5),Violated,Violated
1125.12,moderado,-357.33,3.452,(3 out of 5),Violated,Violated
1126.86,baixo,-358.04,1.748,(3 out of 5),Violated,Violated
1128.86,moderado,-358.85,2.000,(3 out of 5),Violated,Violated
1130.11,baixo,-359.36,1.250,(3 out of 5),Violated,Violated
1131.51,moderado,-359.93,1.400,(3 out of 5),Violated,Violated
1133.26,baixo,-360.64,1.750,(3 out of 5),Violated,Violated
1135.11,moderado,-361.39,1.850,(3 out of 5),Violated,Violated
1141.56,baixo,-363.98,6.450,(3 out of 5),Violated,Violated
1142.96,moderado,-364.55,1.400,(3 out of 5),Violated,Violated
1144.12,alto,-365.02,1.151,(3 out of 5),Violated,Violated
1145.26,moderado,-365.49,1.149,(3 out of 5),Violated,Violated
1146.11,alto,-365.84,0.850,(3 out of 5),Violated,Violated
1146.36,moderado,-365.95,0.250,(3 out of 5),Violated,Violated
1148.81,baixo,-366.94,2.450,(3 out of 5),Violated,Violated
1149.66,moderado,-367.29,0.850,(3 out of 5),Violated,Violated
1151.56,alto,-368.06,1.900,(3 out of 5),Violated,Violated
1153.51,moderado,-368.85,1.950,(3 out of 5),Violated,Violated
1153.76,baixo,-368.96,0.250,(3 out of 5),Violated,Violated
1155.26,moderado,-369.57,1.500,(3 out of 5),Violated,Violated
1155.56,baixo,-369.7,0.300,(3 out of 5),Violated,Violated
1158.41,moderado,-370.85,2.850,(3 out of 5),Violated,Violated
1161.11,alto,-371.94,2.700,(3 out of 5),Violated,Violated
1161.16,moderado,-371.97,0.050,(3 out of 5),Satisfied,Satisfied
1162.46,baixo,-372.5,1.300,(3 out of 5),Violated,Violated
1162.81,moderado,-372.65,0.350,(3 out of 5),Violated,Violated
1164.26,baixo,-373.24,1.450,(3 out of 5),Violated,Violated
1164.66,moderado,-373.41,0.400,(3 out of 5),Violated,Violated
1168.46,alto,-374.94,3.800,(3 out of 5),Violated,Violated
1169.11,moderado,-375.21,0.650,(3 out of 5),Violated,Violated
1169.36,alto,-375.32,0.250,(3 out of 5),Violated,Violated
1169.66,moderado,-375.45,0.300,(3 out of 5),Violated,Violated
1170.01,baixo,-375.6,0.350,(3 out of 5),Violated,Violated
1170.66,moderado,-375.87,0.650,(3 out of 5),Violated,Violated
1172.66,alto,-376.68,2.000,(3 out of 5),Violated,Violated
1173.11,moderado,-376.87,0.450,(3 out of 5),Violated,Violated
1175.81,baixo,-377.96,2.700,(3 out of 5),Violated,Violated
1177.46,moderado,-378.63,1.650,(3 out of 5),Violated,Violated
1177.86,baixo,-378.8,0.400,(3 out of 5),Violated,Violated
1179.06,moderado,-379.29,1.200,(3 out of 5),Violated,Violated
1180.51,alto,-379.88,1.450,(3 out of 5),Violated,Violated
1180.76,moderado,-379.99,0.250,(3 out of 5),Violated,Violated
1181.76,baixo,-380.4,1.000,(3 out of 5),Violated,Violated
1181.87,moderado,-380.45,0.101,(3 out of 5),Violated,Satisfied
1182.36,baixo,-380.66,0.499,(3 out of 5),Violated,Violated
1182.47,moderado,-380.71,0.101,(3 out of 5),Violated,Satisfied
1183.46,alto,-381.12,0.999,(3 out of 5),Violated,Violated
1185.01,moderado,-381.75,1.550,(3 out of 5),Violated,Violated
1190.16,baixo,-383.82,5.150,(3 out of 5),Violated,Violated
1190.71,moderado,-384.05,0.550,(3 out of 5),Violated,Violated
1192.96,baixo,-384.96,2.250,(3 out of 5),Violated,Violated
1193.36,moderado,-385.13,0.400,(3 out of 5),Violated,Violated
1193.96,baixo,-385.38,0.600,(3 out of 5),Violated,Violated
1195.46,moderado,-385.99,1.500,(3 out of 5),Violated,Violated
1197.36,alto,-386.76,1.900,(3 out of 5),Violated,Violated
1198.66,moderado,-387.29,1.300,(3 out of 5),Violated,Violated
1203.36,alto,-389.18,4.700,(3 out of 5),Violated,Violated
1204.76,moderado,-389.75,1.400,(3 out of 5),Violated,Violated
1205.81,baixo,-390.18,1.050,(3 out of 5),Violated,Violated
1205.96,moderado,-390.25,0.150,(3 out of 5),Violated,Satisfied
1208.21,alto,-391.16,2.250,(3 out of 5),Violated,Violated
1210.36,moderado,-392.03,2.150,(3 out of 5),Violated,Violated
1210.66,baixo,-392.16,0.300,(3 out of 5),Violated,Violated
1211.26,moderado,-392.41,0.600,(3 out of 5),Violated,Violated
1213.36,alto,-393.26,2.100,(3 out of 5),Violated,Violated
1213.72,moderado,-393.41,0.351,(3 out of 5),Violated,Violated
1214.71,baixo,-393.82,0.999,(3 out of 5),Violated,Violated
1214.82,moderado,-393.87,0.101,(3 out of 5),Violated,Satisfied
1220.01,alto,-395.96,5.199,(3 out of 5),Violated,Violated
1220.26,moderado,-396.07,0.250,(3 out of 5),Violated,Violated
1221.51,alto,-396.58,1.250,(3 out of 5),Violated,Violated
1224.36,moderado,-397.73,2.850,(3 out of 5),Violated,Violated
1225.86,alto,-398.34,1.500,(3 out of 5),Violated,Violated
1229.06,moderado,-399.63,3.200,(3 out of 5),Violated,Violated
1229.11,alto,-399.66,0.050,(3 out of 5),Satisfied,Satisfied
1229.17,moderado,-399.69,0.051,(3 out of 5),Satisfied,Satisfied
1237.26,alto,-402.94,8.099,(3 out of 5),Violated,Violated
1238.26,moderado,-403.35,1.000,(3 out of 5),Violated,Violated
1239.21,alto,-403.74,0.950,(3 out of 5),Violated,Violated
1239.66,moderado,-403.93,0.450,(3 out of 5),Violated,Violated
1240.86,baixo,-404.42,1.200,(3 out of 5),Violated,Violated
1242.56,moderado,-405.11,1.700,(3 out of 5),Violated,Violated
1243.76,alto,-405.6,1.200,(3 out of 5),Violated,Violated
1244.41,moderado,-405.87,0.650,(3 out of 5),Violated,Violated
1244.91,alto,-406.08,0.500,(3 out of 5),Violated,Violated
1246.46,moderado,-406.71,1.550,(3 out of 5),Violated,Violated
1246.81,baixo,-406.86,0.350,(3 out of 5),Violated,Violated
1247.27,moderado,-407.05,0.451,(3 out of 5),Violated,Violated
1249.61,baixo,-408,2.349,(3 out of 5),Violated,Violated
1250.96,moderado,-408.55,1.350,(3 out of 5),Violated,Violated
1253.01,alto,-409.38,2.050,(3 out of 5),Violated,Violated
1253.31,moderado,-409.51,0.300,(3 out of 5),Violated,Violated
1254.16,baixo,-409.86,0.850,(3 out of 5),Violated,Violated
1255.07,moderado,-410.23,0.901,(3 out of 5),Violated,Violated
1256.26,baixo,-410.72,1.199,(3 out of 5),Violated,Violated
1256.56,moderado,-410.85,0.300,(3 out of 5),Violated,Violated
1258.46,baixo,-411.62,1.900,(3 out of 5),Violated,Violated
1259.96,moderado,-412.23,1.500,(3 out of 5),Violated,Violated
1265.26,baixo,-414.36,5.300,(3 out of 5),Violated,Violated
1265.31,moderado,-414.39,0.050,(3 out of 5),Satisfied,Satisfied
1267.71,baixo,-415.36,2.400,(3 out of 5),Violated,Violated
1268.36,moderado,-415.63,0.650,(3 out of 5),Violated,Violated
1271.51,alto,-416.9,3.150,(3 out of 5),Violated,Violated
1272.41,moderado,-417.27,0.900,(3 out of 5),Violated,Violated
1277.71,alto,-419.4,5.300,(3 out of 5),Violated,Violated
1279.36,moderado,-420.07,1.650,(3 out of 5),Violated,Violated
1282.07,baixo,-421.16,2.702,(3 out of 5),Violated,Violated
1282.31,moderado,-421.27,0.247,(3 out of 5),Violated,Satisfied
1283.51,alto,-421.76,1.200,(3 out of 5),Violated,Violated
1284.71,moderado,-422.25,1.200,(3 out of 5),Violated,Violated
1288.56,baixo,-423.8,3.850,(3 out of 5),Violated,Violated
1289.16,moderado,-424.05,0.600,(3 out of 5),Violated,Violated
1290.61,baixo,-424.64,1.450,(3 out of 5),Violated,Violated
1291.51,moderado,-425.01,0.900,(3 out of 5),Violated,Violated
1292.06,baixo,-425.24,0.550,(3 out of 5),Violated,Violated
1293.91,moderado,-425.99,1.850,(3 out of 5),Violated,Violated
1294.11,alto,-426.08,0.200,(3 out of 5),Violated,Satisfied
1294.46,moderado,-426.23,0.350,(3 out of 5),Violated,Violated
1294.96,baixo,-426.44,0.500,(3 out of 5),Violated,Violated
1297.47,moderado,-427.45,2.501,(3 out of 5),Violated,Violated
1297.71,alto,-427.56,0.249,(3 out of 5),Violated,Satisfied
1298.76,moderado,-427.99,1.050,(3 out of 5),Violated,Violated
1298.87,alto,-428.04,0.101,(3 out of 5),Violated,Satisfied
1299.61,moderado,-428.35,0.749,(3 out of 5),Violated,Violated
1299.86,baixo,-428.46,0.250,(3 out of 5),Violated,Satisfied
1303.71,moderado,-430.01,3.850,(3 out of 5),Violated,Violated
1305.16,alto,-430.6,1.450,(3 out of 5),Violated,Violated
1305.41,moderado,-430.71,0.250,(3 out of 5),Violated,Violated
1306.11,baixo,-431,0.700,(3 out of 5),Violated,Violated
1308.01,moderado,-431.77,1.900,(3 out of 5),Violated,Violated
1308.91,alto,-432.14,0.900,(3 out of 5),Violated,Violated
1309.66,moderado,-432.45,0.750,(3 out of 5),Violated,Violated
1310.16,alto,-432.66,0.500,(3 out of 5),Violated,Violated
1310.81,moderado,-432.93,0.650,(3 out of 5),Violated,Violated
1312.81,baixo,-433.74,2.000,(3 out of 5),Violated,Violated
1312.86,moderado,-433.77,0.050,(3 out of 5),Satisfied,Satisfied
1315.01,alto,-434.64,2.150,(3 out of 5),Violated,Violated
1316.16,moderado,-435.11,1.150,(3 out of 5),Violated,Violated
1319.51,alto,-436.46,3.350,(3 out of 5),Violated,Violated
1320.96,moderado,-437.05,1.450,(3 out of 5),Violated,Violated
