Tempo(s), Risco do Sensor, Nivel da Bateria, Diff(s),Mode,Cycle Time-Constraint,Confirmation Time-Constraint
2456.18,baixo,-679.92,12.023,(4 out of 5),Violated,Violated
2467.63,moderado,-683.61,11.448,(4 out of 5),Violated,Violated
2474.88,baixo,-685.94,7.255,(4 out of 5),Violated,Violated
2502.1,moderado,-694.67,27.221,(4 out of 5),Violated,Violated
2518.8,alto,-700.04,16.699,(4 out of 5),Violated,Violated
2530.74,moderado,-703.89,11.937,(4 out of 5),Violated,Violated
2543.23,baixo,-707.86,12.487,(4 out of 5),Violated,Violated
2551.64,moderado,-710.55,8.413,(4 out of 5),Violated,Violated
2567.21,alto,-715.52,15.576,(4 out of 5),Violated,Violated
2567.71,moderado,-715.69,0.499,(4 out of 5),Violated,Violated
2607.86,alto,-728.46,40.148,(4 out of 5),Violated,Violated
2615.15,moderado,-730.77,7.292,(4 out of 5),Violated,Violated
2619.5,baixo,-732.16,4.348,(4 out of 5),Violated,Violated
2620.44,moderado,-732.47,0.936,(4 out of 5),Violated,Violated
2670.02,alto,-748.3,49.584,(4 out of 5),Violated,Violated
2670.46,moderado,-748.45,0.440,(4 out of 5),Violated,Violated
2673.23,alto,-749.34,2.772,(4 out of 5),Violated,Violated
2677.45,moderado,-750.69,4.216,(4 out of 5),Violated,Violated
2759.19,baixo,-776.8,81.744,(4 out of 5),Violated,Violated
2762.16,moderado,-777.77,2.968,(4 out of 5),Violated,Violated
2789.84,alto,-786.68,27.680,(4 out of 5),Violated,Violated
2790.97,moderado,-787.05,1.132,(4 out of 5),Violated,Violated
2812.98,alto,-794.12,22.008,(4 out of 5),Violated,Violated
2817.24,moderado,-795.49,4.260,(4 out of 5),Violated,Violated
2841.39,alto,-803.24,24.148,(4 out of 5),Violated,Violated
2842.4,moderado,-803.57,1.008,(4 out of 5),Violated,Violated
2885.28,baixo,-817.3,42.884,(4 out of 5),Violated,Violated
2889.05,moderado,-818.51,3.769,(4 out of 5),Violated,Violated
2930.06,baixo,-831.58,41.009,(4 out of 5),Violated,Violated
2935.31,moderado,-833.25,5.249,(4 out of 5),Violated,Violated
2968.09,alto,-843.68,32.777,(4 out of 5),Violated,Violated
2972.1,moderado,-844.97,4.016,(4 out of 5),Violated,Violated
2974.84,alto,-845.86,2.736,(4 out of 5),Violated,Violated
2981.38,moderado,-847.99,6.543,(4 out of 5),Violated,Violated
3011.11,baixo,-857.52,29.728,(4 out of 5),Violated,Violated
3013.69,moderado,-858.35,2.584,(4 out of 5),Violated,Violated
3019.75,baixo,-860.3,6.061,(4 out of 5),Violated,Violated
3023.11,moderado,-861.39,3.360,(4 out of 5),Violated,Violated
3023.94,baixo,-861.66,0.824,(4 out of 5),Violated,Violated
3026.38,moderado,-862.45,2.444,(4 out of 5),Violated,Violated
3053.72,alto,-871.18,27.336,(4 out of 5),Violated,Violated
3056.72,moderado,-872.15,3.000,(4 out of 5),Violated,Violated
3060,alto,-873.22,3.284,(4 out of 5),Violated,Violated
3078.73,moderado,-879.23,18.727,(4 out of 5),Violated,Violated
3096.45,alto,-884.92,17.716,(4 out of 5),Violated,Violated
3135.58,moderado,-897.55,39.137,(4 out of 5),Violated,Violated
3140.41,alto,-899.12,4.827,(4 out of 5),Violated,Violated
3149.01,moderado,-901.89,8.597,(4 out of 5),Violated,Violated
3181.65,alto,-912.38,32.640,(4 out of 5),Violated,Violated
3186.59,moderado,-913.97,4.941,(4 out of 5),Violated,Violated
3189.05,alto,-914.78,2.468,(4 out of 5),Violated,Violated
3198.4,moderado,-917.79,9.347,(4 out of 5),Violated,Violated
3289.23,baixo,-946.94,90.833,(4 out of 5),Violated,Violated
3307.59,moderado,-952.87,18.361,(4 out of 5),Violated,Violated
3328.98,alto,-959.76,21.384,(4 out of 5),Violated,Violated
3332.75,moderado,-960.97,3.776,(4 out of 5),Violated,Violated
3374.18,alto,-974.28,41.428,(4 out of 5),Violated,Violated
3383.46,moderado,-977.27,9.275,(4 out of 5),Violated,Violated
3392.91,baixo,-980.34,9.457,(4 out of 5),Violated,Violated
3394.03,moderado,-980.71,1.116,(4 out of 5),Violated,Violated
3395.71,baixo,-981.26,1.676,(4 out of 5),Violated,Violated
3398.38,moderado,-982.13,2.672,(4 out of 5),Violated,Violated
3451.4,baixo,-999.12,53.024,(4 out of 5),Violated,Violated
3467.89,moderado,-1004.41,16.487,(4 out of 5),Violated,Violated
3479.34,alto,-1008.08,11.453,(4 out of 5),Violated,Violated
3481.49,moderado,-1008.77,2.152,(4 out of 5),Violated,Violated
3534.96,alto,-1025.86,53.464,(4 out of 5),Violated,Violated
3536.59,moderado,-1026.39,1.628,(4 out of 5),Violated,Violated
3552.77,baixo,-1031.62,16.187,(4 out of 5),Violated,Violated
3554.7,moderado,-1032.25,1.924,(4 out of 5),Violated,Violated
3559.95,baixo,-1033.96,5.249,(4 out of 5),Violated,Violated
3563.96,moderado,-1035.25,4.011,(4 out of 5),Violated,Violated
3587.49,baixo,-1042.82,23.532,(4 out of 5),Violated,Violated
3595.74,moderado,-1045.49,8.252,(4 out of 5),Violated,Violated
3641.5,baixo,-1060.18,45.756,(4 out of 5),Violated,Violated
3645.26,moderado,-1061.39,3.761,(4 out of 5),Violated,Violated
3658.42,baixo,-1065.6,13.160,(4 out of 5),Violated,Violated
3676.21,moderado,-1071.27,17.792,(4 out of 5),Violated,Violated
81.9808,moderado,73.65,80.900,(5 out of 5),Violated,Violated
82.5489,alto,73.46,0.568,(5 out of 5),Violated,Violated
149,moderado,52.27,66.642,(5 out of 5),Violated,Violated
3.28082,alto,95.16,0.259,(Best of Five),Violated,Violated
3.56884,moderado,94.73,0.288,(Best of Five),Violated,Violated
3.61735,baixo,94.65,0.049,(Best of Five),Satisfied,Satisfied
3.76544,alto,94.43,0.148,(Best of Five),Violated,Satisfied
4.53331,moderado,93.3,0.768,(Best of Five),Violated,Violated
4.5809,baixo,93.22,0.048,(Best of Five),Satisfied,Satisfied
7.85292,moderado,88.45,3.272,(Best of Five),Violated,Violated
8.0007,baixo,88.23,0.148,(Best of Five),Violated,Satisfied
11.2174,alto,83.53,3.217,(Best of Five),Violated,Violated
11.7934,moderado,82.68,0.576,(Best of Five),Violated,Violated
11.8897,baixo,82.53,0.096,(Best of Five),Satisfied,Satisfied
12.5654,alto,81.54,0.676,(Best of Five),Violated,Violated
12.7135,moderado,81.32,0.148,(Best of Five),Violated,Satisfied
12.7609,baixo,81.24,0.047,(Best of Five),Satisfied,Satisfied
13.3414,alto,80.39,0.580,(Best of Five),Violated,Violated
13.5334,moderado,80.1,0.192,(Best of Five),Violated,Satisfied
13.6811,baixo,79.88,0.148,(Best of Five),Violated,Satisfied
15.4134,moderado,77.35,1.732,(Best of Five),Violated,Violated
15.4611,baixo,77.27,0.048,(Best of Five),Satisfied,Satisfied
17.1529,moderado,74.81,1.692,(Best of Five),Violated,Violated
17.2007,baixo,74.73,0.048,(Best of Five),Satisfied,Satisfied
18.6493,alto,72.62,1.449,(Best of Five),Violated,Violated
19,moderado,72.54,0.048,(Best of Five),Satisfied,Satisfied
18.7458,baixo,72.46,0.049,(Best of Five),Satisfied,Satisfied
20.6211,moderado,69.72,1.875,(Best of Five),Violated,Violated
20.7185,baixo,69.57,0.097,(Best of Five),Satisfied,Satisfied
25.9039,alto,62.42,5.185,(Best of Five),Violated,Violated
26,moderado,62.34,0.055,(Best of Five),Satisfied,Satisfied
26.0733,alto,62.19,0.114,(Best of Five),Violated,Satisfied
26.9116,moderado,61.13,0.838,(Best of Five),Violated,Violated
27.0251,baixo,60.98,0.113,(Best of Five),Violated,Satisfied
28.3636,moderado,59.29,1.339,(Best of Five),Violated,Violated
28.5879,alto,59,0.224,(Best of Five),Violated,Satisfied
29,moderado,58.57,0.336,(Best of Five),Violated,Violated
29.0924,baixo,58.35,0.168,(Best of Five),Violated,Satisfied
34.6897,alto,53.3,5.597,(Best of Five),Violated,Violated
35.0735,moderado,52.73,0.384,(Best of Five),Violated,Violated
35.3168,baixo,52.37,0.243,(Best of Five),Violated,Satisfied
35.5568,moderado,52.01,0.240,(Best of Five),Violated,Satisfied
35.7536,baixo,51.72,0.197,(Best of Five),Violated,Satisfied
39.3688,moderado,46.46,3.615,(Best of Five),Violated,Violated
39.4165,baixo,46.38,0.048,(Best of Five),Satisfied,Satisfied
40.6293,moderado,44.62,1.213,(Best of Five),Violated,Violated
40.6772,baixo,44.54,0.048,(Best of Five),Satisfied,Satisfied
42.0732,alto,42.5,1.396,(Best of Five),Violated,Violated
42.4567,moderado,41.93,0.383,(Best of Five),Violated,Violated
42.7934,baixo,41.43,0.337,(Best of Five),Violated,Violated
43.6133,alto,40.23,0.820,(Best of Five),Violated,Violated
44,moderado,39.1,0.768,(Best of Five),Violated,Violated
44.5733,baixo,38.81,0.192,(Best of Five),Violated,Satisfied
44.6213,moderado,38.73,0.048,(Best of Five),Satisfied,Satisfied
44.6704,baixo,38.65,0.049,(Best of Five),Satisfied,Satisfied
44.9133,alto,38.29,0.243,(Best of Five),Violated,Satisfied
45.2016,moderado,37.86,0.288,(Best of Five),Violated,Violated
45.2495,baixo,37.78,0.048,(Best of Five),Satisfied,Satisfied
46.8421,moderado,35.53,1.593,(Best of Five),Violated,Violated
46.8901,baixo,35.45,0.048,(Best of Five),Satisfied,Satisfied
48.4453,alto,33.2,1.555,(Best of Five),Violated,Violated
48.8334,moderado,32.63,0.388,(Best of Five),Violated,Violated
48.9307,baixo,32.48,0.097,(Best of Five),Satisfied,Satisfied
51.6731,alto,28.48,2.742,(Best of Five),Violated,Violated
52.9255,moderado,26.65,1.252,(Best of Five),Violated,Violated
53,baixo,26.22,0.291,(Best of Five),Violated,Violated
55.4284,moderado,22.99,2.211,(Best of Five),Violated,Violated
55,baixo,22.91,0.049,(Best of Five),Satisfied,Satisfied
58.7534,moderado,18.14,3.276,(Best of Five),Violated,Violated
58.8496,baixo,17.99,0.096,(Best of Five),Satisfied,Satisfied
59.4801,alto,17.07,0.631,(Best of Five),Violated,Violated
59.8173,moderado,16.57,0.337,(Best of Five),Violated,Violated
59.9655,baixo,16.35,0.148,(Best of Five),Violated,Satisfied
66.6009,alto,6.68,6.635,(Best of Five),Violated,Violated
67.0811,moderado,5.97,0.480,(Best of Five),Violated,Violated
67.1786,alto,5.82,0.097,(Best of Five),Satisfied,Satisfied
67.6174,moderado,5.18,0.439,(Best of Five),Violated,Violated
67.7146,baixo,5.03,0.097,(Best of Five),Satisfied,Satisfied
71.3654,moderado,-0.3,3.651,(Best of Five),Violated,Violated
71.4623,baixo,-0.45,0.097,(Best of Five),Satisfied,Satisfied
72.6175,moderado,-2.14,1.155,(Best of Five),Violated,Violated
72.6647,alto,-2.22,0.047,(Best of Five),Satisfied,Satisfied
73.3854,moderado,-3.28,0.721,(Best of Five),Violated,Violated
73.4328,baixo,-3.36,0.047,(Best of Five),Satisfied,Satisfied
74.1614,moderado,-4.42,0.729,(Best of Five),Violated,Violated
74.2092,baixo,-4.5,0.048,(Best of Five),Satisfied,Satisfied
74.7446,alto,-5.28,0.535,(Best of Five),Violated,Violated
74.9375,moderado,-5.57,0.193,(Best of Five),Violated,Satisfied
75.0347,baixo,-5.72,0.097,(Best of Five),Satisfied,Satisfied
75.4255,moderado,-6.29,0.391,(Best of Five),Violated,Violated
75.5226,baixo,-6.44,0.097,(Best of Five),Satisfied,Satisfied
76.0571,moderado,-7.22,0.534,(Best of Five),Violated,Violated
76.1051,baixo,-7.3,0.048,(Best of Five),Satisfied,Satisfied
77.4571,alto,-9.27,1.352,(Best of Five),Violated,Violated
77.6054,moderado,-9.49,0.148,(Best of Five),Violated,Satisfied
77.8014,baixo,-9.78,0.196,(Best of Five),Violated,Satisfied
79.0056,moderado,-11.54,1.204,(Best of Five),Violated,Violated
79.2491,baixo,-11.9,0.244,(Best of Five),Violated,Satisfied
80,alto,-12.47,0.384,(Best of Five),Violated,Violated
80.1132,moderado,-13.18,0.480,(Best of Five),Violated,Violated
80.2103,baixo,-13.33,0.097,(Best of Five),Satisfied,Satisfied
80.9815,alto,-14.46,0.771,(Best of Five),Violated,Violated
81.1735,moderado,-14.75,0.192,(Best of Five),Violated,Satisfied
81.2215,baixo,-14.83,0.048,(Best of Five),Satisfied,Satisfied
81.5608,moderado,-15.33,0.339,(Best of Five),Violated,Violated
81.7094,baixo,-15.55,0.149,(Best of Five),Violated,Satisfied
81.7571,moderado,-15.63,0.048,(Best of Five),Satisfied,Satisfied
81.8056,baixo,-15.71,0.048,(Best of Five),Satisfied,Satisfied
82.1935,alto,-16.28,0.388,(Best of Five),Violated,Violated
82.4375,moderado,-16.64,0.244,(Best of Five),Violated,Satisfied
82.6775,baixo,-17,0.240,(Best of Five),Violated,Satisfied
84.4089,alto,-19.53,1.731,(Best of Five),Violated,Violated
85.3249,moderado,-20.87,0.916,(Best of Five),Violated,Violated
85.4735,baixo,-21.09,0.149,(Best of Five),Violated,Satisfied
92.6371,alto,-31.53,7.164,(Best of Five),Violated,Violated
92.8292,moderado,-31.82,0.192,(Best of Five),Violated,Satisfied
92.8768,baixo,-31.9,0.048,(Best of Five),Satisfied,Satisfied
93.0253,moderado,-32.12,0.149,(Best of Five),Violated,Satisfied
93.1224,baixo,-32.27,0.097,(Best of Five),Satisfied,Satisfied
95.3853,moderado,-35.57,2.263,(Best of Five),Violated,Violated
95.5775,baixo,-35.86,0.192,(Best of Five),Violated,Satisfied
96.2961,moderado,-36.92,0.719,(Best of Five),Violated,Violated
96.3447,baixo,-37,0.049,(Best of Five),Satisfied,Satisfied
97.0255,moderado,-37.99,0.681,(Best of Five),Violated,Violated
97.1226,baixo,-38.14,0.097,(Best of Five),Satisfied,Satisfied
102,alto,-45.5,5.054,(Best of Five),Violated,Violated
102,moderado,-45.65,0.098,(Best of Five),Satisfied,Satisfied
102,baixo,-45.87,0.143,(Best of Five),Violated,Satisfied
105,alto,-50.36,3.076,(Best of Five),Violated,Violated
106,moderado,-50.93,0.384,(Best of Five),Violated,Violated
106,baixo,-51.01,0.047,(Best of Five),Satisfied,Satisfied
107,alto,-52.21,0.821,(Best of Five),Violated,Violated
107,moderado,-52.5,0.196,(Best of Five),Violated,Satisfied
107,baixo,-52.58,0.048,(Best of Five),Satisfied,Satisfied
108,alto,-54.13,1.060,(Best of Five),Violated,Violated
108,moderado,-54.7,0.388,(Best of Five),Violated,Violated
109,baixo,-54.85,0.097,(Best of Five),Satisfied,Satisfied
109,alto,-55.49,0.439,(Best of Five),Violated,Violated
110,moderado,-56.27,0.531,(Best of Five),Violated,Violated
110,baixo,-56.49,0.144,(Best of Five),Violated,Satisfied
116,alto,-65.74,6.340,(Best of Five),Violated,Violated
117,moderado,-66.8,0.724,(Best of Five),Violated,Violated
117,baixo,-66.88,0.048,(Best of Five),Satisfied,Satisfied
118,alto,-69.27,1.637,(Best of Five),Violated,Violated
119,moderado,-70.26,0.672,(Best of Five),Violated,Violated
119,baixo,-70.34,0.048,(Best of Five),Satisfied,Satisfied
122,moderado,-74.62,2.936,(Best of Five),Violated,Violated
122,baixo,-74.84,0.148,(Best of Five),Violated,Satisfied
125,alto,-78.56,2.557,(Best of Five),Violated,Violated
125,moderado,-78.85,0.195,(Best of Five),Violated,Satisfied
125,baixo,-79,0.098,(Best of Five),Satisfied,Satisfied
131,moderado,-87.76,6.006,(Best of Five),Violated,Violated
131,baixo,-87.91,0.097,(Best of Five),Satisfied,Satisfied
132,alto,-89.18,0.864,(Best of Five),Violated,Violated
132,moderado,-89.82,0.436,(Best of Five),Violated,Violated
133,baixo,-90.04,0.148,(Best of Five),Violated,Satisfied
133,alto,-90.75,0.480,(Best of Five),Violated,Violated
133,moderado,-91.32,0.388,(Best of Five),Violated,Violated
134,baixo,-91.4,0.048,(Best of Five),Satisfied,Satisfied
135,moderado,-92.95,1.061,(Best of Five),Violated,Violated
135,baixo,-93.03,0.047,(Best of Five),Satisfied,Satisfied
138,moderado,-97.38,2.988,(Best of Five),Violated,Violated
138,baixo,-97.46,0.048,(Best of Five),Satisfied,Satisfied
139,alto,-99.57,1.445,(Best of Five),Violated,Violated
139,moderado,-100.07,0.336,(Best of Five),Violated,Violated
139,baixo,-100.15,0.048,(Best of Five),Satisfied,Satisfied
140.55,moderado,-101.7,1.060,(Best of Five),Violated,Violated
141,alto,-101.85,0.097,(Best of Five),Satisfied,Satisfied
141,moderado,-102,0.100,(Best of Five),Violated,Satisfied
141,baixo,-102.15,0.099,(Best of Five),Satisfied,Satisfied
145,alto,-107.97,3.984,(Best of Five),Violated,Violated
145,moderado,-108.75,0.532,(Best of Five),Violated,Violated
145,baixo,-108.9,0.097,(Best of Five),Satisfied,Satisfied
146,moderado,-109.12,0.147,(Best of Five),Violated,Satisfied
146,baixo,-109.48,0.240,(Best of Five),Violated,Satisfied
146,moderado,-110.19,0.484,(Best of Five),Violated,Violated
146,baixo,-110.27,0.047,(Best of Five),Satisfied,Satisfied
147,alto,-111.89,1.109,(Best of Five),Violated,Violated
148,moderado,-112.18,0.196,(Best of Five),Violated,Satisfied
148,baixo,-112.26,0.047,(Best of Five),Satisfied,Satisfied
148,alto,-112.9,0.437,(Best of Five),Violated,Violated
148,moderado,-113.05,0.097,(Best of Five),Satisfied,Satisfied
148,baixo,-113.2,0.100,(Best of Five),Violated,Satisfied
156,moderado,-124.34,7.639,(Best of Five),Violated,Violated
156,baixo,-124.42,0.048,(Best of Five),Satisfied,Satisfied
160,moderado,-130.8,4.372,(Best of Five),Violated,Violated
160,baixo,-130.88,0.048,(Best of Five),Satisfied,Satisfied
161,moderado,-131.52,0.436,(Best of Five),Violated,Violated
161,baixo,-131.67,0.097,(Best of Five),Satisfied,Satisfied
167,alto,-140.29,5.903,(Best of Five),Violated,Violated
167,moderado,-140.51,0.148,(Best of Five),Violated,Satisfied
167.15,alto,-140.66,0.096,(Best of Five),Satisfied,Satisfied
167,moderado,-140.74,0.047,(Best of Five),Satisfied,Satisfied
167,alto,-141.1,0.240,(Best of Five),Violated,Satisfied
168,moderado,-141.6,0.336,(Best of Five),Violated,Violated
168,baixo,-141.75,0.097,(Best of Five),Satisfied,Satisfied
170,alto,-144.35,1.782,(Best of Five),Violated,Violated
170,moderado,-145.34,0.672,(Best of Five),Violated,Violated
170,baixo,-145.42,0.048,(Best of Five),Satisfied,Satisfied
171,alto,-146.76,0.920,(Best of Five),Violated,Violated
171,moderado,-146.98,0.144,(Best of Five),Violated,Satisfied
172,baixo,-147.27,0.196,(Best of Five),Violated,Satisfied
175,alto,-152.6,3.652,(Best of Five),Violated,Violated
176,moderado,-154.22,1.108,(Best of Five),Violated,Violated
177,baixo,-154.44,0.144,(Best of Five),Violated,Satisfied
177,alto,-154.52,0.048,(Best of Five),Satisfied,Satisfied
177,moderado,-154.67,0.098,(Best of Five),Satisfied,Satisfied
177,alto,-154.82,0.099,(Best of Five),Satisfied,Satisfied
178,moderado,-156.16,0.912,(Best of Five),Violated,Violated
178,baixo,-156.38,0.147,(Best of Five),Violated,Satisfied
180,moderado,-159.47,2.112,(Best of Five),Violated,Violated
180,alto,-159.83,0.240,(Best of Five),Violated,Satisfied
180,moderado,-160.05,0.148,(Best of Five),Violated,Satisfied
181,alto,-160.34,0.192,(Best of Five),Violated,Satisfied
181,moderado,-161.47,0.772,(Best of Five),Violated,Violated
181,baixo,-161.55,0.048,(Best of Five),Satisfied,Satisfied
182,alto,-162.47,0.632,(Best of Five),Violated,Violated
182,moderado,-163.04,0.388,(Best of Five),Violated,Violated
182.47,baixo,-163.19,0.097,(Best of Five),Satisfied,Satisfied
183,alto,-164.46,0.867,(Best of Five),Violated,Violated
184,moderado,-165.03,0.384,(Best of Five),Violated,Violated
184,baixo,-165.18,0.097,(Best of Five),Satisfied,Satisfied
185,moderado,-167.01,1.255,(Best of Five),Violated,Violated
185.17,baixo,-167.16,0.097,(Best of Five),Satisfied,Satisfied
187,moderado,-169.97,1.919,(Best of Five),Violated,Violated
187,baixo,-170.19,0.149,(Best of Five),Violated,Satisfied
188,moderado,-170.83,0.431,(Best of Five),Violated,Violated
188,baixo,-170.98,0.098,(Best of Five),Satisfied,Satisfied
189,alto,-173.44,1.687,(Best of Five),Violated,Violated
190,moderado,-174.36,0.624,(Best of Five),Violated,Violated
190,baixo,-174.65,0.200,(Best of Five),Violated,Satisfied
192,moderado,-176.76,1.440,(Best of Five),Violated,Violated
192,baixo,-176.98,0.149,(Best of Five),Violated,Satisfied
195,alto,-180.98,2.739,(Best of Five),Violated,Violated
194.8,moderado,-181.27,0.195,(Best of Five),Violated,Satisfied
195,baixo,-181.42,0.098,(Best of Five),Satisfied,Satisfied
196,alto,-182.76,0.911,(Best of Five),Violated,Violated
196,baixo,-183.4,0.436,(Best of Five),Violated,Violated
196,alto,-183.62,0.148,(Best of Five),Violated,Satisfied
196,moderado,-183.7,0.048,(Best of Five),Satisfied,Satisfied
196.49,baixo,-183.78,0.049,(Best of Five),Satisfied,Satisfied
197,moderado,-183.93,0.096,(Best of Five),Satisfied,Satisfied
197,baixo,-184.22,0.196,(Best of Five),Violated,Satisfied
197,moderado,-185.07,0.576,(Best of Five),Violated,Violated
197,baixo,-185.15,0.048,(Best of Five),Satisfied,Satisfied
198.47,moderado,-186.7,1.064,(Best of Five),Violated,Violated
199,alto,-186.78,0.048,(Best of Five),Satisfied,Satisfied
199,moderado,-187.28,0.340,(Best of Five),Violated,Violated
199,baixo,-188.13,0.579,(Best of Five),Violated,Violated
203,moderado,-193.39,3.601,(Best of Five),Violated,Violated
203,alto,-193.47,0.047,(Best of Five),Satisfied,Satisfied
204,baixo,-194.81,0.921,(Best of Five),Violated,Violated
206,alto,-197.62,1.924,(Best of Five),Violated,Violated
206,moderado,-197.7,0.048,(Best of Five),Satisfied,Satisfied
206,baixo,-197.85,0.097,(Best of Five),Satisfied,Satisfied
207,alto,-198.56,0.483,(Best of Five),Violated,Violated
207,moderado,-199.13,0.388,(Best of Five),Violated,Violated
207,baixo,-199.35,0.144,(Best of Five),Violated,Satisfied
211,moderado,-204.4,3.460,(Best of Five),Violated,Violated
211,baixo,-204.55,0.097,(Best of Five),Satisfied,Satisfied
213,alto,-207.64,2.119,(Best of Five),Violated,Violated
213,moderado,-208.28,0.436,(Best of Five),Violated,Violated
213,alto,-208.43,0.098,(Best of Five),Satisfied,Satisfied
214,moderado,-208.93,0.343,(Best of Five),Violated,Violated
214,baixo,-209.22,0.191,(Best of Five),Violated,Satisfied
214,moderado,-209.86,0.433,(Best of Five),Violated,Violated
215,baixo,-210.22,0.240,(Best of Five),Violated,Satisfied
216,alto,-212.68,1.684,(Best of Five),Violated,Violated
217,moderado,-213.18,0.337,(Best of Five),Violated,Violated
217,baixo,-213.26,0.048,(Best of Five),Satisfied,Satisfied
220,alto,-218.45,3.556,(Best of Five),Violated,Violated
220,moderado,-218.74,0.197,(Best of Five),Violated,Satisfied
220,alto,-218.82,0.048,(Best of Five),Satisfied,Satisfied
220.47,moderado,-218.97,0.097,(Best of Five),Satisfied,Satisfied
221,baixo,-219.05,0.047,(Best of Five),Satisfied,Satisfied
222,moderado,-221.93,1.968,(Best of Five),Violated,Violated
223,baixo,-222.08,0.097,(Best of Five),Satisfied,Satisfied
226,moderado,-226.85,3.271,(Best of Five),Violated,Violated
226,baixo,-227,0.097,(Best of Five),Satisfied,Satisfied
226,moderado,-227.36,0.247,(Best of Five),Violated,Satisfied
226,baixo,-227.58,0.144,(Best of Five),Violated,Satisfied
228,moderado,-229.83,1.536,(Best of Five),Violated,Violated
228,baixo,-229.98,0.096,(Best of Five),Satisfied,Satisfied
230.09,alto,-233.07,2.116,(Best of Five),Violated,Violated
230,moderado,-233.15,0.048,(Best of Five),Satisfied,Satisfied
230,baixo,-233.23,0.049,(Best of Five),Satisfied,Satisfied
233,moderado,-237.79,3.119,(Best of Five),Violated,Violated
233,baixo,-238.01,0.144,(Best of Five),Violated,Satisfied
235,moderado,-239.84,1.252,(Best of Five),Violated,Violated
235,baixo,-239.92,0.048,(Best of Five),Satisfied,Satisfied
236,alto,-242.38,1.684,(Best of Five),Violated,Violated
237,moderado,-242.53,0.098,(Best of Five),Satisfied,Satisfied
236.63,baixo,-242.68,0.100,(Best of Five),Satisfied,Satisfied
238,moderado,-244.72,1.399,(Best of Five),Violated,Violated
238,baixo,-245.01,0.192,(Best of Five),Violated,Satisfied
242,moderado,-250.2,3.556,(Best of Five),Violated,Violated
242,baixo,-250.28,0.048,(Best of Five),Satisfied,Satisfied
244,moderado,-253.16,1.973,(Best of Five),Violated,Violated
244,baixo,-253.24,0.047,(Best of Five),Satisfied,Satisfied
245,alto,-255.49,1.541,(Best of Five),Violated,Violated
246,moderado,-256.55,0.724,(Best of Five),Violated,Violated
246,alto,-256.77,0.144,(Best of Five),Violated,Satisfied
247,moderado,-257.9,0.768,(Best of Five),Violated,Violated
247,baixo,-257.98,0.047,(Best of Five),Satisfied,Satisfied
247,moderado,-258.41,0.288,(Best of Five),Violated,Violated
247,baixo,-258.56,0.097,(Best of Five),Satisfied,Satisfied
248,moderado,-259.69,0.775,(Best of Five),Violated,Violated
248,baixo,-259.77,0.048,(Best of Five),Satisfied,Satisfied
255,moderado,-268.95,6.433,(Best of Five),Violated,Violated
255,baixo,-269.03,0.047,(Best of Five),Satisfied,Satisfied
256,moderado,-270.72,1.169,(Best of Five),Violated,Violated
256,alto,-270.87,0.097,(Best of Five),Satisfied,Satisfied
256.27,moderado,-271.23,0.247,(Best of Five),Violated,Satisfied
257,alto,-271.66,0.292,(Best of Five),Violated,Violated
257,moderado,-271.81,0.097,(Best of Five),Satisfied,Satisfied
257,baixo,-271.89,0.050,(Best of Five),Satisfied,Satisfied
259,alto,-274.63,1.877,(Best of Five),Violated,Violated
259,moderado,-275.13,0.340,(Best of Five),Violated,Violated
259,alto,-275.28,0.096,(Best of Five),Satisfied,Satisfied
259,moderado,-275.64,0.243,(Best of Five),Violated,Satisfied
259,baixo,-275.72,0.048,(Best of Five),Satisfied,Satisfied
262,alto,-279.44,2.545,(Best of Five),Violated,Violated
263,moderado,-281.34,1.300,(Best of Five),Violated,Violated
263,baixo,-281.49,0.097,(Best of Five),Satisfied,Satisfied
264,alto,-282.34,0.575,(Best of Five),Violated,Violated
265,moderado,-283.4,0.720,(Best of Five),Violated,Violated
265,alto,-283.55,0.096,(Best of Five),Satisfied,Satisfied
265,moderado,-284.26,0.480,(Best of Five),Violated,Violated
265,alto,-284.34,0.047,(Best of Five),Satisfied,Satisfied
266,moderado,-285.47,0.768,(Best of Five),Violated,Violated
266,baixo,-285.62,0.098,(Best of Five),Satisfied,Satisfied
269,moderado,-289.41,2.595,(Best of Five),Violated,Violated
269,baixo,-289.49,0.048,(Best of Five),Satisfied,Satisfied
272,moderado,-294.89,3.704,(Best of Five),Violated,Violated
272,baixo,-295.04,0.096,(Best of Five),Satisfied,Satisfied
273,alto,-296.45,0.960,(Best of Five),Violated,Violated
274,moderado,-297.23,0.532,(Best of Five),Violated,Violated
274,baixo,-297.31,0.049,(Best of Five),Satisfied,Satisfied
275,moderado,-299.28,1.343,(Best of Five),Violated,Violated
275,alto,-299.36,0.048,(Best of Five),Satisfied,Satisfied
276,baixo,-300.07,0.481,(Best of Five),Violated,Violated
281,alto,-307.85,5.331,(Best of Five),Violated,Violated
282,moderado,-308.63,0.532,(Best of Five),Violated,Violated
282,baixo,-308.78,0.098,(Best of Five),Satisfied,Satisfied
282,moderado,-309.14,0.246,(Best of Five),Violated,Satisfied
282,baixo,-309.22,0.049,(Best of Five),Satisfied,Satisfied
286,moderado,-314.97,3.940,(Best of Five),Violated,Violated
286,alto,-315.05,0.048,(Best of Five),Satisfied,Satisfied
286,moderado,-315.41,0.248,(Best of Five),Violated,Satisfied
