﻿Sensor remetente, Estado do Paciente, Enviado às (s), Processado às (s), Diff (s),Sensors,Cycle Time Constraint,Emergency Detection Time Constraint
Sensor0,ruim,146.986,147.082,0.09572,ten,SATISFIED,SATISFIED
Sensor0,ruim,147.289,147.381,0.09214,ten,SATISFIED,SATISFIED
Sensor0,ruim,147.486,147.582,0.09594,ten,SATISFIED,SATISFIED
Sensor0,ruim,159.689,159.781,0.09259,ten,SATISFIED,SATISFIED
Sensor0,medio,160.386,160.482,0.09551,ten,SATISFIED,SATISFIED
Sensor0,bom,160.788,160.881,0.09276,ten,SATISFIED,SATISFIED
Sensor0,ruim,161.087,161.181,0.09453,ten,SATISFIED,SATISFIED
Sensor0,medio,161.387,161.481,0.09454,ten,SATISFIED,SATISFIED
Sensor0,bom,161.488,161.581,0.09278,ten,SATISFIED,SATISFIED
Sensor0,ruim,170.988,171.082,0.09409,ten,SATISFIED,SATISFIED
Sensor0,ruim,171.088,171.182,0.09422,ten,SATISFIED,SATISFIED
Sensor0,ruim,171.487,171.583,0.09529,ten,SATISFIED,SATISFIED
Sensor0,ruim,172.59,172.683,0.09245,ten,SATISFIED,SATISFIED
Sensor0,ruim,172.79,172.883,0.0925,ten,SATISFIED,SATISFIED
Sensor0,ruim,172.891,172.985,0.09381,ten,SATISFIED,SATISFIED
Sensor0,medio,175.089,175.183,0.09359,ten,SATISFIED,SATISFIED
Sensor0,ruim,175.489,175.581,0.09204,ten,SATISFIED,SATISFIED
Sensor0,medio,177.29,177.383,0.09295,ten,SATISFIED,SATISFIED
Sensor0,bom,177.59,177.682,0.09203,ten,SATISFIED,SATISFIED
Sensor0,ruim,185.489,185.584,0.09512,ten,SATISFIED,SATISFIED
Sensor0,medio,186.19,186.285,0.09502,ten,SATISFIED,SATISFIED
Sensor0,ruim,186.789,186.884,0.09534,ten,SATISFIED,SATISFIED
Sensor0,ruim,188.188,188.283,0.09438,ten,SATISFIED,SATISFIED
Sensor0,ruim,190.589,190.684,0.09444,ten,SATISFIED,SATISFIED
Sensor0,ruim,190.888,190.985,0.09642,ten,SATISFIED,SATISFIED
Sensor0,ruim,191.692,191.784,0.09201,ten,SATISFIED,SATISFIED
Sensor0,medio,192.188,192.282,0.09379,ten,SATISFIED,SATISFIED
Sensor0,bom,192.289,192.383,0.09381,ten,SATISFIED,SATISFIED
Sensor0,ruim,195.288,195.381,0.0934,ten,SATISFIED,SATISFIED
Sensor0,ruim,195.886,195.981,0.09487,ten,SATISFIED,SATISFIED
Sensor0,ruim,196.086,196.181,0.0949,ten,SATISFIED,SATISFIED
Sensor0,medio,197.287,197.381,0.09401,ten,SATISFIED,SATISFIED
Sensor0,ruim,197.486,197.582,0.09562,ten,SATISFIED,SATISFIED
Sensor0,medio,197.886,197.982,0.09551,ten,SATISFIED,SATISFIED
Sensor0,bom,197.988,198.081,0.09336,ten,SATISFIED,SATISFIED
Sensor0,ruim,198.886,198.982,0.09543,ten,SATISFIED,SATISFIED
Sensor0,ruim,199.087,199.182,0.09459,ten,SATISFIED,SATISFIED
Sensor0,medio,199.387,199.483,0.09598,ten,SATISFIED,SATISFIED
Sensor0,medio,199.49,199.583,0.09273,ten,SATISFIED,SATISFIED
Sensor0,medio,202.586,202.681,0.09499,ten,SATISFIED,SATISFIED
Sensor0,medio,202.786,202.881,0.09503,ten,SATISFIED,SATISFIED
Sensor0,medio,203.786,203.881,0.09488,ten,SATISFIED,SATISFIED
Sensor0,bom,204.186,204.281,0.0948,ten,SATISFIED,SATISFIED
Sensor0,medio,217.486,217.582,0.09566,ten,SATISFIED,SATISFIED
Sensor0,ruim,218.386,218.482,0.09557,ten,SATISFIED,SATISFIED
Sensor0,medio,218.986,219.082,0.09565,ten,SATISFIED,SATISFIED
Sensor0,medio,219.186,219.282,0.09559,ten,SATISFIED,SATISFIED
Sensor0,ruim,223.889,223.982,0.09261,ten,SATISFIED,SATISFIED
Sensor0,medio,224.086,224.181,0.09495,ten,SATISFIED,SATISFIED
Sensor0,medio,224.187,224.282,0.09479,ten,SATISFIED,SATISFIED
Sensor0,ruim,224.686,224.782,0.09559,ten,SATISFIED,SATISFIED
Sensor0,ruim,224.986,225.081,0.09491,ten,SATISFIED,SATISFIED
Sensor0,ruim,225.087,225.182,0.09469,ten,SATISFIED,SATISFIED
Sensor0,ruim,231.186,231.283,0.09641,ten,SATISFIED,SATISFIED
Sensor0,medio,231.486,231.582,0.09554,ten,SATISFIED,SATISFIED
Sensor0,bom,231.686,231.781,0.09489,ten,SATISFIED,SATISFIED
Sensor0,ruim,232.286,232.381,0.09478,ten,SATISFIED,SATISFIED
Sensor0,ruim,232.489,232.581,0.09256,ten,SATISFIED,SATISFIED
Sensor0,ruim,232.587,232.682,0.09463,ten,SATISFIED,SATISFIED
Sensor0,ruim,232.887,232.982,0.09452,ten,SATISFIED,SATISFIED
Sensor0,medio,233.889,233.981,0.09232,ten,SATISFIED,SATISFIED
Sensor0,medio,233.987,234.083,0.0957,ten,SATISFIED,SATISFIED
Sensor0,ruim,235.987,236.082,0.0957,ten,SATISFIED,SATISFIED
Sensor0,ruim,236.486,236.582,0.09541,ten,SATISFIED,SATISFIED
Sensor0,ruim,239.886,239.983,0.09677,ten,SATISFIED,SATISFIED
Sensor0,ruim,239.99,240.081,0.09169,ten,SATISFIED,SATISFIED
Sensor0,ruim,241.187,241.282,0.0947,ten,SATISFIED,SATISFIED
Sensor0,ruim,247.086,247.181,0.0948,ten,SATISFIED,SATISFIED
Sensor0,ruim,247.187,247.281,0.09397,ten,SATISFIED,SATISFIED
Sensor0,ruim,250.587,250.681,0.09417,ten,SATISFIED,SATISFIED
Sensor0,ruim,251.087,251.181,0.09414,ten,SATISFIED,SATISFIED
Sensor0,ruim,251.187,251.283,0.09537,ten,SATISFIED,SATISFIED
Sensor0,ruim,251.587,251.681,0.09401,ten,SATISFIED,SATISFIED
Sensor0,ruim,251.786,251.881,0.0949,ten,SATISFIED,SATISFIED
Sensor0,ruim,257.288,257.383,0.09524,ten,SATISFIED,SATISFIED
Sensor0,medio,257.486,257.582,0.09612,ten,SATISFIED,SATISFIED
Sensor0,medio,257.589,257.682,0.09304,ten,SATISFIED,SATISFIED
Sensor0,ruim,259.486,259.581,0.09483,ten,SATISFIED,SATISFIED
Sensor0,medio,261.087,261.181,0.09414,ten,SATISFIED,SATISFIED
Sensor0,medio,261.188,261.283,0.09451,ten,SATISFIED,SATISFIED
Sensor0,medio,261.686,261.781,0.09481,ten,SATISFIED,SATISFIED
Sensor0,bom,262.086,262.181,0.09486,ten,SATISFIED,SATISFIED
Sensor0,ruim,273.387,273.482,0.09472,ten,SATISFIED,SATISFIED
Sensor0,ruim,274.388,274.481,0.09326,ten,SATISFIED,SATISFIED
Sensor0,medio,274.686,274.781,0.09492,ten,SATISFIED,SATISFIED
Sensor0,ruim,277.387,277.481,0.09492,ten,SATISFIED,SATISFIED
Sensor0,medio,278.486,278.582,0.09555,ten,SATISFIED,SATISFIED
Sensor0,bom,278.789,278.882,0.09262,ten,SATISFIED,SATISFIED
Sensor0,ruim,288.389,288.482,0.09393,ten,SATISFIED,SATISFIED
Sensor0,medio,289.29,289.383,0.09348,ten,SATISFIED,SATISFIED
Sensor0,medio,289.39,289.483,0.09304,ten,SATISFIED,SATISFIED
Sensor0,ruim,289.689,289.783,0.09429,ten,SATISFIED,SATISFIED
Sensor0,bom,290.39,290.483,0.09331,ten,SATISFIED,SATISFIED
Sensor0,ruim,296.191,296.282,0.09128,ten,SATISFIED,SATISFIED
Sensor0,ruim,296.488,296.582,0.09417,ten,SATISFIED,SATISFIED
Sensor0,medio,296.589,296.681,0.0924,ten,SATISFIED,SATISFIED
Sensor0,ruim,297.786,297.881,0.0951,ten,SATISFIED,SATISFIED
Sensor0,medio,297.987,298.082,0.09485,ten,SATISFIED,SATISFIED
Sensor0,bom,298.088,298.181,0.09329,ten,SATISFIED,SATISFIED
Sensor0,ruim,298.688,298.781,0.09315,ten,SATISFIED,SATISFIED
Sensor0,ruim,298.787,298.881,0.09411,ten,SATISFIED,SATISFIED
Sensor0,ruim,298.887,298.981,0.09397,ten,SATISFIED,SATISFIED
Sensor0,ruim,299.187,299.281,0.09409,ten,SATISFIED,SATISFIED
Sensor0,medio,301.286,301.382,0.09625,ten,SATISFIED,SATISFIED
Sensor0,ruim,301.389,301.482,0.09296,ten,SATISFIED,SATISFIED
Sensor0,ruim,302.586,302.682,0.09548,ten,SATISFIED,SATISFIED
Sensor0,ruim,304.089,304.182,0.09285,ten,SATISFIED,SATISFIED
Sensor0,ruim,304.288,304.381,0.09295,ten,SATISFIED,SATISFIED
Sensor0,medio,305.887,305.983,0.09595,ten,SATISFIED,SATISFIED
Sensor0,bom,305.989,306.081,0.09233,ten,SATISFIED,SATISFIED
Sensor0,ruim,309.087,309.184,0.09655,ten,SATISFIED,SATISFIED
Sensor0,ruim,309.587,309.682,0.09489,ten,SATISFIED,SATISFIED
Sensor0,medio,323.386,323.482,0.09559,ten,SATISFIED,SATISFIED
Sensor0,ruim,323.586,323.681,0.09489,ten,SATISFIED,SATISFIED
Sensor0,medio,329.389,329.483,0.0937,ten,SATISFIED,SATISFIED
Sensor0,ruim,329.49,329.582,0.09228,ten,SATISFIED,SATISFIED
Sensor0,medio,330.687,330.783,0.09609,ten,SATISFIED,SATISFIED
Sensor0,ruim,330.987,331.082,0.09442,ten,SATISFIED,SATISFIED
Sensor0,medio,332.187,332.282,0.09442,ten,SATISFIED,SATISFIED
Sensor0,ruim,332.289,332.386,0.09681,ten,SATISFIED,SATISFIED
Sensor0,medio,333.287,333.381,0.09421,ten,SATISFIED,SATISFIED
Sensor0,bom,333.388,333.483,0.09526,ten,SATISFIED,SATISFIED
Sensor0,ruim,337.691,337.783,0.09198,ten,SATISFIED,SATISFIED
Sensor0,bom,338.388,338.483,0.09525,ten,SATISFIED,SATISFIED
Sensor0,ruim,340.088,340.182,0.09402,ten,SATISFIED,SATISFIED
Sensor0,medio,340.588,340.683,0.09525,ten,SATISFIED,SATISFIED
Sensor0,bom,340.89,340.983,0.09307,ten,SATISFIED,SATISFIED
Sensor0,ruim,351.69,351.783,0.09246,ten,SATISFIED,SATISFIED
Sensor0,medio,352.19,352.284,0.09382,ten,SATISFIED,SATISFIED
Sensor0,ruim,352.39,352.483,0.09261,ten,SATISFIED,SATISFIED
Sensor0,ruim,353.287,353.382,0.09574,ten,SATISFIED,SATISFIED
Sensor0,medio,353.587,353.681,0.09474,ten,SATISFIED,SATISFIED
Sensor0,ruim,357.088,357.182,0.09352,ten,SATISFIED,SATISFIED
Sensor0,medio,357.286,357.381,0.09475,ten,SATISFIED,SATISFIED
Sensor0,ruim,357.388,357.481,0.09303,ten,SATISFIED,SATISFIED
Sensor0,medio,358.087,358.181,0.09436,ten,SATISFIED,SATISFIED
Sensor0,bom,358.188,358.281,0.09292,ten,SATISFIED,SATISFIED
Sensor0,ruim,364.886,364.981,0.0952,ten,SATISFIED,SATISFIED
Sensor0,ruim,364.988,365.081,0.09295,ten,SATISFIED,SATISFIED
Sensor0,ruim,365.789,365.882,0.09282,ten,SATISFIED,SATISFIED
Sensor0,medio,366.586,366.682,0.09547,ten,SATISFIED,SATISFIED
Sensor0,medio,366.689,366.781,0.09197,ten,SATISFIED,SATISFIED
Sensor0,ruim,373.887,373.983,0.09639,ten,SATISFIED,SATISFIED
Sensor0,medio,374.089,374.183,0.09421,ten,SATISFIED,SATISFIED
Sensor0,bom,374.191,374.283,0.09124,ten,SATISFIED,SATISFIED
Sensor0,ruim,383.889,383.984,0.09462,ten,SATISFIED,SATISFIED
Sensor0,medio,384.687,384.783,0.09599,ten,SATISFIED,SATISFIED
Sensor0,bom,385.488,385.582,0.09442,ten,SATISFIED,SATISFIED
Sensor0,medio,392.589,392.684,0.09559,ten,SATISFIED,SATISFIED
Sensor0,ruim,392.79,392.884,0.09384,ten,SATISFIED,SATISFIED
Sensor0,medio,393.587,393.684,0.09739,ten,SATISFIED,SATISFIED
Sensor0,ruim,393.788,393.883,0.09449,ten,SATISFIED,SATISFIED
Sensor0,medio,393.889,393.983,0.09363,ten,SATISFIED,SATISFIED
Sensor0,medio,394.088,394.183,0.09518,ten,SATISFIED,SATISFIED
Sensor0,ruim,394.49,394.583,0.09244,ten,SATISFIED,SATISFIED
Sensor0,ruim,395.886,395.983,0.09626,ten,SATISFIED,SATISFIED
Sensor0,ruim,396.186,396.282,0.09559,ten,SATISFIED,SATISFIED
Sensor0,ruim,398.986,399.084,0.09794,ten,SATISFIED,SATISFIED
Sensor0,medio,401.486,401.581,0.09476,ten,SATISFIED,SATISFIED
Sensor0,bom,401.686,401.781,0.09489,ten,SATISFIED,SATISFIED
Sensor0,medio,402.686,402.781,0.09488,ten,SATISFIED,SATISFIED
Sensor0,bom,402.787,402.881,0.09398,ten,SATISFIED,SATISFIED
Sensor0,ruim,408.088,408.181,0.09295,ten,SATISFIED,SATISFIED
Sensor0,ruim,408.188,408.282,0.09419,ten,SATISFIED,SATISFIED
Sensor0,medio,416.486,416.581,0.09488,ten,SATISFIED,SATISFIED
Sensor0,medio,416.687,416.782,0.09471,ten,SATISFIED,SATISFIED
Sensor0,ruim,421.288,421.381,0.09311,ten,SATISFIED,SATISFIED
Sensor0,ruim,421.387,421.482,0.09463,ten,SATISFIED,SATISFIED
Sensor0,medio,421.488,421.583,0.09446,ten,SATISFIED,SATISFIED
Sensor0,medio,422.387,422.481,0.09398,ten,SATISFIED,SATISFIED
Sensor0,bom,422.487,422.582,0.09467,ten,SATISFIED,SATISFIED
Sensor0,ruim,429.987,430.081,0.0942,ten,SATISFIED,SATISFIED
Sensor0,ruim,430.487,430.581,0.09407,ten,SATISFIED,SATISFIED
Sensor0,ruim,430.889,430.981,0.09224,ten,SATISFIED,SATISFIED
Sensor0,medio,442.988,443.082,0.09417,ten,SATISFIED,SATISFIED
Sensor0,ruim,443.187,443.281,0.09392,ten,SATISFIED,SATISFIED
Sensor0,ruim,443.988,444.083,0.0954,ten,SATISFIED,SATISFIED
Sensor0,bom,444.189,444.281,0.09201,ten,SATISFIED,SATISFIED
Sensor0,ruim,444.486,444.581,0.09489,ten,SATISFIED,SATISFIED
Sensor0,ruim,444.587,444.682,0.09471,ten,SATISFIED,SATISFIED
Sensor0,ruim,451.788,451.882,0.09438,ten,SATISFIED,SATISFIED
Sensor0,medio,454.587,454.682,0.09477,ten,SATISFIED,SATISFIED
Sensor0,medio,455.387,455.483,0.09589,ten,SATISFIED,SATISFIED
Sensor0,ruim,460.487,460.582,0.09516,ten,SATISFIED,SATISFIED
Sensor0,medio,460.589,460.681,0.09238,ten,SATISFIED,SATISFIED
Sensor0,ruim,464.687,464.781,0.09402,ten,SATISFIED,SATISFIED
Sensor0,medio,464.987,465.081,0.09407,ten,SATISFIED,SATISFIED
Sensor0,bom,465.087,465.182,0.09458,ten,SATISFIED,SATISFIED
Sensor0,medio,473.286,473.381,0.09487,ten,SATISFIED,SATISFIED
Sensor0,ruim,473.686,473.781,0.09495,ten,SATISFIED,SATISFIED
Sensor0,medio,473.787,473.881,0.09402,ten,SATISFIED,SATISFIED
Sensor0,ruim,473.987,474.081,0.09416,ten,SATISFIED,SATISFIED
Sensor0,ruim,479.986,480.081,0.0949,ten,SATISFIED,SATISFIED
Sensor0,ruim,480.386,480.481,0.09499,ten,SATISFIED,SATISFIED
Sensor0,ruim,480.487,480.581,0.09395,ten,SATISFIED,SATISFIED
Sensor0,ruim,486.987,487.081,0.09417,ten,SATISFIED,SATISFIED
Sensor0,ruim,488.087,488.182,0.09468,ten,SATISFIED,SATISFIED
Sensor0,ruim,488.588,488.681,0.09303,ten,SATISFIED,SATISFIED
Sensor0,ruim,499.987,500.082,0.09487,ten,SATISFIED,SATISFIED
Sensor0,medio,501.386,501.482,0.09561,ten,SATISFIED,SATISFIED
Sensor0,bom,501.586,501.681,0.09483,ten,SATISFIED,SATISFIED
Sensor0,medio,503.287,503.383,0.09556,ten,SATISFIED,SATISFIED
Sensor0,ruim,503.389,503.481,0.09234,ten,SATISFIED,SATISFIED
Sensor0,ruim,506.587,506.681,0.09417,ten,SATISFIED,SATISFIED
Sensor0,ruim,506.687,506.782,0.09469,ten,SATISFIED,SATISFIED
Sensor0,ruim,510.786,510.881,0.09512,ten,SATISFIED,SATISFIED
Sensor0,medio,513.088,513.183,0.09448,ten,SATISFIED,SATISFIED
Sensor0,bom,513.588,513.682,0.09393,ten,SATISFIED,SATISFIED
Sensor0,ruim,516.187,516.282,0.0948,ten,SATISFIED,SATISFIED
Sensor0,medio,516.587,516.682,0.09464,ten,SATISFIED,SATISFIED
Sensor0,ruim,517.387,517.482,0.09477,ten,SATISFIED,SATISFIED
Sensor0,medio,517.587,517.682,0.09465,ten,SATISFIED,SATISFIED
Sensor0,medio,517.688,517.781,0.09332,ten,SATISFIED,SATISFIED
Sensor0,ruim,519.289,519.382,0.09336,ten,SATISFIED,SATISFIED
Sensor0,medio,520.386,520.482,0.09609,ten,SATISFIED,SATISFIED
Sensor0,medio,520.686,520.785,0.09897,ten,SATISFIED,SATISFIED
Sensor0,medio,532.089,532.184,0.09501,ten,SATISFIED,SATISFIED
Sensor0,medio,532.191,532.283,0.0918,ten,SATISFIED,SATISFIED
Sensor0,medio,549.387,549.482,0.09488,ten,SATISFIED,SATISFIED
Sensor0,bom,549.887,549.982,0.09519,ten,SATISFIED,SATISFIED
Sensor0,medio,550.288,550.382,0.09383,ten,SATISFIED,SATISFIED
Sensor0,bom,550.487,550.582,0.09502,ten,SATISFIED,SATISFIED
Sensor0,ruim,554.486,554.582,0.09561,ten,SATISFIED,SATISFIED
Sensor0,ruim,554.588,554.682,0.09394,ten,SATISFIED,SATISFIED
Sensor0,medio,556.188,556.281,0.09324,ten,SATISFIED,SATISFIED
Sensor0,medio,556.686,556.782,0.09556,ten,SATISFIED,SATISFIED
Sensor0,ruim,558.187,558.282,0.09533,ten,SATISFIED,SATISFIED
Sensor0,medio,560.687,560.783,0.09534,ten,SATISFIED,SATISFIED
Sensor0,bom,560.79,560.881,0.09122,ten,SATISFIED,SATISFIED
Sensor0,ruim,562.686,562.782,0.09549,ten,SATISFIED,SATISFIED
Sensor0,ruim,562.788,562.881,0.09313,ten,SATISFIED,SATISFIED
Sensor0,ruim,564.086,564.182,0.09602,ten,SATISFIED,SATISFIED
Sensor0,ruim,564.686,564.782,0.09561,ten,SATISFIED,SATISFIED
Sensor0,ruim,574.487,574.582,0.09506,ten,SATISFIED,SATISFIED
Sensor0,ruim,574.788,574.881,0.09305,ten,SATISFIED,SATISFIED
Sensor0,ruim,575.387,575.481,0.09421,ten,SATISFIED,SATISFIED
Sensor0,medio,575.686,575.782,0.09613,ten,SATISFIED,SATISFIED
Sensor0,ruim,575.89,575.982,0.09159,ten,SATISFIED,SATISFIED
Sensor0,ruim,583.087,583.181,0.09396,ten,SATISFIED,SATISFIED
Sensor0,ruim,584.186,584.281,0.09485,ten,SATISFIED,SATISFIED
Sensor0,ruim,584.386,584.481,0.09494,ten,SATISFIED,SATISFIED
Sensor0,ruim,584.487,584.582,0.09465,ten,SATISFIED,SATISFIED
Sensor0,ruim,584.588,584.681,0.09319,ten,SATISFIED,SATISFIED
Sensor0,ruim,587.186,587.282,0.09557,ten,SATISFIED,SATISFIED
Sensor0,medio,587.887,587.981,0.09397,ten,SATISFIED,SATISFIED
Sensor0,ruim,588.087,588.181,0.09402,ten,SATISFIED,SATISFIED
Sensor0,medio,589.186,589.281,0.09495,ten,SATISFIED,SATISFIED
Sensor0,bom,589.287,589.381,0.09394,ten,SATISFIED,SATISFIED
Sensor0,ruim,594.289,594.382,0.09348,ten,SATISFIED,SATISFIED
Sensor0,ruim,594.389,594.483,0.09395,ten,SATISFIED,SATISFIED
Sensor0,ruim,596.686,596.781,0.09501,ten,SATISFIED,SATISFIED
Sensor0,ruim,596.787,596.881,0.09404,ten,SATISFIED,SATISFIED
Sensor0,ruim,597.186,597.281,0.09497,ten,SATISFIED,SATISFIED
Sensor0,ruim,597.386,597.481,0.09493,ten,SATISFIED,SATISFIED
Sensor0,medio,601.187,601.281,0.09405,ten,SATISFIED,SATISFIED
