Tref:,1514232113,0.888246,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
8,bad,true,484.113,484.065,0.0489159
7,bad,false,484.913,484.859,0.0545515
3,bad,true,487.713,487.636,0.0777032
6,bad,false,488.913,488.853,0.0603682
5,bad,true,489.213,489.147,0.0661028
0,bad,true,490.213,490.118,0.0948514
2,bad,true,491.713,491.63,0.0832894
9,bad,true,492.313,492.27,0.0430567
8,bad,false,493.213,493.165,0.0480547
7,bad,true,495.913,495.859,0.0543768
3,bad,false,496.813,496.737,0.0766714
4,bad,true,497.413,497.342,0.0716214
5,bad,false,498.313,498.248,0.065685
6,bad,true,498.413,498.355,0.0584212
2,bad,false,500.813,500.73,0.0834307
9,bad,false,501.413,501.371,0.0423777
1,bad,false,507.313,507.124,0.188956
6,bad,false,508.113,508.053,0.0605069
0,bad,false,509.413,509.318,0.0949541
2,bad,true,511.813,511.73,0.08335
9,bad,true,512.413,512.37,0.0429622
8,bad,false,513.713,513.664,0.0488723
4,bad,false,516.613,516.542,0.0713855
1,bad,false,517.313,517.124,0.188939
3,bad,true,518.813,518.736,0.0776445
5,bad,false,519.313,519.247,0.0661425
0,bad,true,520.413,520.319,0.0944877
7,bad,false,525.113,525.059,0.0545325
4,bad,true,527.113,527.042,0.0716905
3,bad,false,527.913,527.837,0.0764888
1,bad,true,528.313,528.124,0.1892
5,bad,true,528.813,528.747,0.0663646
6,bad,true,530.113,530.054,0.0594319
2,bad,false,531.013,530.93,0.083343
4,bad,false,536.813,536.742,0.0717034
1,bad,false,537.513,537.324,0.189126
0,bad,false,539.713,539.618,0.0949015
9,bad,false,541.613,541.571,0.0419212
2,bad,true,542.013,541.93,0.0834372
7,bad,false,546.113,546.059,0.0543869
8,bad,true,546.713,546.665,0.0483659
4,bad,false,547.813,547.741,0.0720566
5,bad,false,548.613,548.547,0.0660102
6,bad,false,549.413,549.353,0.0600395
0,bad,true,550.713,550.618,0.0947853
9,bad,true,552.613,552.57,0.0429488
1,bad,true,558.513,558.324,0.189036
5,bad,true,559.613,559.547,0.0662075
0,bad,false,559.813,559.718,0.0948455
2,bad,false,561.313,561.23,0.083596
9,bad,false,561.713,561.67,0.0432186
8,bad,false,566.013,565.965,0.048216
7,bad,true,567.113,567.059,0.054362
4,bad,false,568.313,568.241,0.0717987
0,bad,true,570.813,570.718,0.0949586
2,bad,true,572.313,572.23,0.0829821
9,bad,false,572.713,572.671,0.0422839
7,bad,false,576.313,576.259,0.0542321
8,bad,false,576.513,576.465,0.0485527
1,bad,false,577.813,577.624,0.18909
5,bad,false,578.813,578.747,0.066288
6,bad,true,582.413,582.353,0.0599191
9,bad,false,582.713,582.67,0.0427881
8,bad,true,587.513,587.465,0.0486406
1,bad,true,588.313,588.124,0.188842
5,bad,true,589.313,589.247,0.0659871
0,bad,false,590.013,589.918,0.0949095
3,bad,true,590.913,590.836,0.0770684
2,bad,false,591.613,591.53,0.0834179
1,bad,false,598.013,597.824,0.189066
5,bad,false,599.013,598.947,0.0658843
3,bad,false,600.113,600.036,0.0777925
4,bad,true,601.313,601.241,0.0719143
6,bad,false,601.613,601.553,0.0601025
2,bad,false,602.613,602.53,0.0835473
9,bad,true,603.713,603.671,0.0426506
7,bad,true,607.313,607.259,0.0546225
1,bad,true,609.013,608.825,0.188746
5,bad,true,610.013,609.948,0.0657322
