Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s)
Sensor5,bom,213882,213915,0.0325633
Sensor5,bom,215098,215.13,0.0321865
Sensor5,bom,216311,216343,0.0319475
Sensor5,bom,217523,217556,0.0334775
Sensor5,bom,218737,218769,0.032125
Sensor5,bom,219947,219979,0.032209
Sensor5,bom,221159,221191,0.0318442
Sensor5,bom,222369,222401,0.0322656
Sensor5,bom,223579,223611,0.0322563
Sensor5,bom,224791,224823,0.0323988
Sensor5,bom,226004,226036,0.0325395
Sensor5,bom,227217,227.25,0.0323053
Sensor5,bom,228429,228462,0.0322941
Sensor5,bom,229643,229675,0.032262
Sensor5,bom,230858,230891,0.0320782
Sensor5,bom,232069,232101,0.0321052
Sensor5,bom,233282,233314,0.0318728
Sensor5,bom,234491,234523,0.0320488
Sensor5,bom,235699,235732,0.032227
Sensor5,bom,236911,236943,0.0324353
Sensor5,bom,238125,238157,0.0322671
Sensor5,bom,239337,239369,0.0324512
Sensor5,bom,240546,240578,0.0322383
Sensor5,bom,241758,241791,0.0322073
Sensor5,bom,242973,243005,0.0324097
Sensor5,bom,244189,244222,0.0322294
Sensor5,bom,245409,245441,0.0322602
Sensor5,bom,246621,246653,0.0324879
Sensor5,bom,247839,247871,0.0324866
Sensor5,bom,249051,249083,0.0323189
Sensor5,bom,250261,250295,0.0337498
Sensor5,bom,251477,251509,0.0324145
Sensor5,bom,252.69,252723,0.032312
Sensor5,bom,253904,253936,0.0322074
Sensor5,bom,255118,255.15,0.0320572
Sensor5,bom,256335,256367,0.0321897
Sensor5,bom,257549,257581,0.0325191
Sensor5,bom,258763,258795,0.0323219
Sensor5,bom,259976,260009,0.0324208
Sensor5,bom,261.19,261223,0.0334669
Sensor5,bom,262408,262.44,0.0323401
Sensor5,bom,263619,263651,0.0322029
Sensor5,bom,264828,264.86,0.031983
Sensor5,bom,266043,266075,0.0322602
Sensor5,bom,267256,267288,0.0322785
Sensor5,bom,268466,268499,0.0324917
Sensor5,bom,269679,269711,0.0323199
Sensor5,bom,270898,270.93,0.032112
Sensor5,bom,272112,272144,0.0318316
Sensor5,bom,273325,273357,0.0322655
Sensor5,bom,274537,274.57,0.0320821
Sensor5,bom,275.75,275783,0.0321823
Sensor5,bom,276962,276994,0.0320733
Sensor5,bom,278173,278206,0.0321059
Sensor5,bom,279.39,279422,0.0321532
Sensor5,bom,280605,280638,0.0322465
Sensor5,bom,281818,281851,0.0323558
Sensor5,bom,283033,283066,0.0331485
Sensor5,bom,284.25,284282,0.0320849
Sensor5,bom,285461,285494,0.0321816
Sensor5,bom,286673,286705,0.0323582
Sensor5,bom,287886,287919,0.0325214
Sensor5,bom,289103,289135,0.0323005
Sensor5,bom,290323,290355,0.0323902
Sensor5,bom,291541,291573,0.0323116
Sensor5,bom,292755,292788,0.0325872
Sensor5,bom,293968,294001,0.0330847
Sensor5,bom,295.18,295213,0.0323595
Sensor5,bom,296392,296425,0.0323689
Sensor5,bom,297602,297635,0.0322438
Sensor5,bom,298817,298.85,0.032249
Sensor5,bom,300029,300061,0.0323301
Sensor5,bom,301244,301277,0.0322805
Sensor5,bom,302.46,302492,0.0321797
Sensor5,bom,303673,303705,0.0322328
Sensor5,bom,304885,304918,0.0328322
Sensor5,bom,306098,306131,0.0323747
Sensor5,bom,307309,307341,0.0324021
Sensor5,bom,308523,308555,0.0323754
Sensor5,bom,309737,309769,0.0323668
Sensor5,bom,310953,310985,0.0322947
Sensor5,bom,312165,312197,0.0324718
Sensor5,bom,313381,313413,0.0322247
Sensor5,bom,314594,314626,0.0322514
Sensor5,bom,315806,315838,0.0323492
Sensor5,bom,317016,317048,0.0321541
Sensor5,bom,318229,318261,0.0324936
Sensor5,bom,319439,319471,0.0322956
Sensor5,bom,320651,320683,0.0323285
Sensor5,bom,321865,321897,0.0322133
Sensor5,bom,323078,323.11,0.0318607
Sensor5,bom,324294,324327,0.0324741
Sensor5,bom,325511,325543,0.0322814
Sensor6,bom,6.96444,7.03031,0.0658662
Sensor6,bom,7.96384,8.03042,0.0665802
Sensor6,bom,8.96931,9.03042,0.0611186
Sensor6,bom,9.97658,10.0304,0.0538254
Sensor6,bom,10.9764,11.0304,0.0539863
Sensor6,bom,11.9803,12.0304,0.0501228
Sensor6,bom,12.9794,13.0304,0.0510427
Sensor6,bom,13.9828,14.0305,0.0477062
Sensor6,bom,14.9889,15.0313,0.0423211
Sensor6,bom,15.9947,16.0312,0.0365155
Sensor6,bom,17.0439,17.0695,0.0255446
Sensor6,bom,18.0889,18.1158,0.0269236
Sensor6,bom,19.2015,19.2278,0.0263544
Sensor6,bom,20.3847,20.4107,0.0259626
Sensor6,bom,21.5943,21.6201,0.0257993
Sensor6,bom,22.8094,22.8353,0.0258487
Sensor6,bom,24.0205,24.0465,0.0259254
Sensor6,bom,25.2329,25.2587,0.0258052
Sensor6,bom,26.4453,26.4713,0.0259612
Sensor6,bom,27.6559,27.6816,0.0257492
Sensor6,bom,28.8651,28.8909,0.025838
Sensor6,bom,30.0771,30.1029,0.0258326
Sensor6,bom,31.2919,31.3186,0.0266647
Sensor6,bom,32.5045,32.5305,0.0260329
Sensor6,bom,33.7213,33.7474,0.026077
Sensor6,bom,34.9357,34.9616,0.0259168
Sensor6,bom,36.1489,36.1754,0.0264793
Sensor6,bom,37.3602,37.3862,0.0260135
Sensor6,bom,38.5758,38.6017,0.0258782
Sensor6,bom,39.7879,39814,0.0260862
Sensor6,bom,41.0048,41.0308,0.0260451
Sensor6,bom,42.2159,42.2419,0.0260751
Sensor6,bom,43.4297,43.4555,0.0257497
Sensor6,bom,44.6425,44.6685,0.0259957
Sensor6,bom,45.8541,45.8799,0.0258459
Sensor6,bom,47.0695,47096,0.0265678
Sensor6,bom,48.2789,48.3051,0.0261278
Sensor6,bom,49492,49.5176,0.0256275
Sensor6,bom,50.7051,50.7309,0.025785
Sensor6,bom,51.9165,51.9427,0.0261688
Sensor6,bom,53.1246,53.1508,0.0262238
Sensor6,bom,54.3343,54.3605,0.0261494
Sensor6,bom,55.5427,55569,0.0262948
Sensor6,bom,56.7557,56.7815,0.0258398
Sensor6,bom,57969,57.9952,0.0262614
Sensor6,bom,59.1844,59.2101,0.0257334
Sensor6,bom,60.3956,60.4213,0.0257107
Sensor6,bom,61603,61.6288,0.025776
Sensor6,bom,62.8181,62.8438,0.0257366
Sensor6,bom,64.0325,64.0583,0.0257795
Sensor6,bom,65.2444,65.2705,0.0260469
Sensor6,bom,66.4601,66.4862,0.0260334
Sensor6,bom,67.6727,67.6989,0.0261681
Sensor6,bom,68.8912,68.9176,0.0264264
Sensor6,bom,70.1004,70.1264,0.0260067
Sensor6,bom,71.3089,71.3348,0.0258663
Sensor6,bom,72.5199,72546,0.0261358
Sensor6,bom,73.7342,73.76,0.0257235
Sensor6,bom,74947,74.9728,0.0257757
Sensor6,bom,76.1576,76.1837,0.0260411
Sensor6,bom,77.3704,77.3964,0.0260217
Sensor6,bom,78.5796,78.6056,0.0259256
Sensor6,bom,79.7983,79825,0.0266868
Sensor6,bom,81.0118,81.0384,0.0265931
Sensor6,bom,82.2296,82.2561,0.0265202
Sensor6,bom,83447,83.4733,0.0262927
Sensor6,bom,84.6592,84.6848,0.0256455
Sensor6,bom,85.8712,85.8975,0.0263391
Sensor6,bom,87.0802,87.1067,0.0265012
Sensor6,bom,88292,88.3187,0.0266637
Sensor6,bom,89.5053,89.5314,0.0260787
Sensor6,bom,90.7207,90.7467,0.0259777
Sensor6,bom,91.9298,91.9556,0.0257681
Sensor6,bom,93.1415,93.1674,0.0259514
Sensor6,bom,94.3528,94.3789,0.0260771
Sensor6,bom,95.5711,95.5975,0.0263649
Sensor6,bom,96.7844,96.8105,0.0260962
Sensor6,bom,97.9943,98.0204,0.0261261
Sensor6,bom,99.2122,99.2389,0.0266375
Sensor6,bom,100427,100454,0.0266815
Sensor6,bom,101641,101667,0.0260504
Sensor6,bom,102858,102884,0.0258145
Sensor6,bom,104075,104101,0.0259702
Sensor6,bom,105286,105312,0.0256788
Sensor6,bom,106502,106527,0.0256495
Sensor6,bom,107717,107743,0.025883
Sensor6,bom,108926,108952,0.0258542
Sensor6,bom,110141,110168,0.0265483
Sensor6,bom,111349,111375,0.0257616
Sensor6,bom,112559,112585,0.0260702
Sensor6,bom,113773,113.8,0.0266578
Sensor6,bom,114983,115009,0.0257332
Sensor6,bom,116195,116221,0.0259262
Sensor6,bom,117411,117438,0.0265662
Sensor6,bom,118622,118647,0.0255821
Sensor6,bom,119833,119859,0.0258018
Sensor6,bom,121051,121078,0.0260072
Sensor6,bom,122263,122289,0.0258768
Sensor6,bom,123475,123502,0.0267541
Sensor6,bom,124689,124715,0.0266605
Sensor6,bom,125897,125923,0.0257295
Sensor6,bom,127.11,127136,0.0258902
Sensor6,bom,128322,128347,0.0257842
Sensor6,bom,129534,129561,0.0264613
Sensor6,bom,130745,130771,0.0258309
Sensor6,bom,131.96,131986,0.0255999
Sensor6,bom,133176,133201,0.0259389
Sensor6,bom,134392,134418,0.0265117
Sensor6,bom,135602,135629,0.0261604
Sensor6,bom,136818,136844,0.0258455
Sensor6,bom,138029,138055,0.0260738
Sensor6,bom,139246,139273,0.0264934
Sensor6,bom,140457,140483,0.0255248
Sensor6,bom,141668,141694,0.0255778
Sensor6,bom,142885,142912,0.0268262
Sensor6,bom,144097,144123,0.0260597
Sensor6,bom,145313,145.34,0.0267835
Sensor6,bom,146524,146.55,0.026105
Sensor6,bom,147741,147767,0.0266479
Sensor6,bom,148952,148977,0.0257058
Sensor6,bom,150167,150192,0.0259018
Sensor6,bom,151378,151404,0.0258302
Sensor6,bom,152595,152621,0.0266743
Sensor6,bom,153807,153833,0.025714
Sensor6,bom,155.02,155045,0.0255515
Sensor6,bom,156233,156259,0.0267862
Sensor6,bom,157442,157468,0.0260607
Sensor6,bom,158652,158678,0.0259863
Sensor6,bom,159866,159892,0.0260589
Sensor6,bom,161082,161108,0.0259172
Sensor6,bom,162294,162.32,0.0259764
Sensor6,bom,163504,163.53,0.0256424
Sensor6,bom,164718,164744,0.0259884
Sensor6,bom,165933,165959,0.0261833
Sensor6,bom,167.15,167176,0.0264709
Sensor6,bom,168368,168394,0.0258728
Sensor6,bom,169583,169609,0.0259753
Sensor6,bom,170796,170822,0.0257562
Sensor6,bom,172008,172034,0.0260097
Sensor6,bom,173221,173247,0.0258191
Sensor6,bom,174436,174461,0.0256885
Sensor6,bom,175653,175679,0.0263966
Sensor6,bom,176865,176891,0.0258064
Sensor6,bom,178083,178109,0.025799
Sensor6,bom,179299,179325,0.0264077
Sensor6,bom,180512,180537,0.025648
Sensor6,bom,181729,181756,0.0271696
Sensor6,bom,182944,182969,0.0256266
Sensor6,bom,184158,184184,0.0258519
Sensor6,bom,185372,185398,0.0259108
Sensor6,bom,186585,186611,0.0259517
Sensor6,bom,187797,187823,0.0259885
Sensor6,bom,189012,189038,0.0262941
Sensor6,bom,190.22,190246,0.0259547
Sensor6,bom,191432,191458,0.0257204
Sensor6,bom,192649,192675,0.0258678
Sensor6,bom,193866,193892,0.0264305
Sensor6,bom,195079,195104,0.0259772
Sensor6,bom,196293,196319,0.0258637
Sensor6,bom,197508,197533,0.0259515
Sensor6,bom,198.72,198746,0.0258276
Sensor6,bom,199932,199958,0.0256761
Sensor6,bom,201148,201175,0.0262004
Sensor6,bom,202.36,202386,0.0258039
Sensor6,bom,203572,203598,0.0257922
Sensor6,bom,204785,204811,0.0260396
Sensor6,bom,205997,206023,0.0261127
Sensor6,bom,207213,207239,0.0258244
Sensor6,bom,208427,208453,0.0257115
Sensor6,bom,209.64,209666,0.025807
Sensor6,bom,210853,210879,0.026017
Sensor6,bom,212068,212093,0.0256779
Sensor6,bom,213284,213309,0.0255922
Sensor6,bom,214502,214529,0.0266944
Sensor6,bom,215716,215741,0.025658
Sensor6,bom,216927,216953,0.026003
Sensor6,bom,218141,218167,0.0260697
Sensor6,bom,219.35,219375,0.0256525
Sensor6,bom,220566,220591,0.025753
Sensor6,bom,221773,221799,0.0257731
Sensor6,bom,222985,223012,0.0266434
Sensor6,bom,224196,224222,0.0257051
Sensor6,bom,225408,225434,0.0260659
Sensor6,bom,226621,226648,0.0271409
Sensor6,bom,227835,227861,0.0264716
Sensor6,bom,229045,229071,0.0259416
Sensor6,bom,230263,230.29,0.0265339
Sensor6,bom,231473,231499,0.0258164
Sensor6,bom,232686,232712,0.0256872
Sensor6,bom,233896,233921,0.0256024
Sensor6,bom,235104,235.13,0.0256928
Sensor6,bom,236314,236.34,0.0259774
Sensor6,bom,237526,237551,0.0258337
Sensor6,bom,238741,238767,0.0257491
Sensor6,bom,239.95,239976,0.0259428
Sensor6,bom,241162,241188,0.0257302
Sensor6,bom,242375,242401,0.0258775
Sensor6,bom,243594,243621,0.0264993
Sensor6,bom,244.81,244836,0.025746
Sensor6,bom,246023,246049,0.0256443
Sensor6,bom,247242,247269,0.0265762
Sensor6,bom,248456,248482,0.0257919
Sensor6,bom,249666,249691,0.0258159
Sensor6,bom,250878,250904,0.0259302
Sensor6,bom,252094,252.12,0.025929
Sensor6,bom,253306,253332,0.0259893
Sensor6,bom,254524,254.55,0.0263527
Sensor6,bom,255736,255762,0.025809
Sensor6,bom,256951,256977,0.0260118
Sensor6,bom,258168,258194,0.0262434
Sensor6,bom,259381,259407,0.0260877
Sensor6,bom,260593,260619,0.0259874
Sensor6,bom,261811,261837,0.025851
Sensor6,bom,263024,263.05,0.025781
Sensor6,bom,264233,264259,0.0258965
Sensor6,bom,265446,265472,0.0261716
Sensor6,bom,266659,266685,0.0258044
Sensor6,bom,267871,267898,0.0262117
Sensor6,bom,269082,269108,0.0260278
Sensor6,bom,270.3,270326,0.0259099
Sensor6,bom,271515,271541,0.0259381
Sensor6,bom,272.73,272755,0.0257299
Sensor6,bom,273942,273968,0.0258013
Sensor6,bom,275155,275181,0.0256934
Sensor6,bom,276367,276393,0.0257836
Sensor6,bom,277581,277607,0.0266588
Sensor6,bom,278793,278.82,0.026684
Sensor6,bom,280009,280035,0.0261492
Sensor6,bom,281221,281247,0.0258899
Sensor6,bom,282436,282461,0.0256722
Sensor6,bom,283651,283677,0.025884
Sensor6,bom,284865,284891,0.0261113
Sensor6,bom,286077,286103,0.0261297
Sensor6,bom,287292,287318,0.025943
Sensor6,bom,288503,288529,0.0261247
Sensor6,bom,289727,289754,0.0262787
Sensor6,bom,290945,290971,0.0266124
Sensor6,bom,292159,292186,0.0265705
Sensor6,bom,293373,293399,0.0257997
Sensor6,bom,294585,294611,0.0261067
Sensor6,bom,295795,295821,0.0259843
Sensor6,bom,297007,297033,0.0258962
Sensor6,bom,298224,298.25,0.0265195
Sensor6,bom,299434,299461,0.0267047
Sensor6,bom,300646,300672,0.0259213
Sensor6,bom,301861,301887,0.0256014
Sensor6,bom,303076,303101,0.0255073
Sensor6,bom,304288,304314,0.0258724
Sensor6,bom,305501,305527,0.0256255
Sensor6,bom,306713,306739,0.0259785
Sensor6,bom,307926,307952,0.0258235
Sensor6,bom,309143,309169,0.0263524
Sensor6,bom,310359,310385,0.0266816
Sensor6,bom,311567,311593,0.0256689
Sensor6,bom,312781,312807,0.025937
Sensor6,bom,313999,314025,0.0265024
Sensor6,bom,315.21,315237,0.0270914
Sensor6,bom,316421,316447,0.0258059
Sensor6,bom,317632,317658,0.0259877
Sensor6,bom,318844,318.87,0.0259816
Sensor6,bom,320053,320079,0.0260675
Sensor6,bom,321.27,321296,0.0264798
Sensor6,bom,322479,322505,0.0256276
Sensor6,bom,323696,323722,0.0257891
Sensor6,bom,324912,324939,0.026263
Sensor6,bom,326.13,326155,0.0255511
Sensor7,bom,8.47024,8.53113,0.0608893
Sensor7,bom,9.4751,9.53108,0.0559769
Sensor7,bom,10.4808,10.5312,0.0503016
Sensor7,bom,11.4812,11.5312,0.0499683
Sensor7,bom,12481,12.5312,0.050213
Sensor7,bom,13.4896,13.5312,0.0415243
Sensor7,bom,14.4947,14.5313,0.0365833
Sensor7,bom,15.5273,15.5483,0.0210189
Sensor7,bom,16.5082,16.5322,0.0239388
Sensor7,bom,17.5675,17.5889,0.0213489
Sensor7,bom,18.6398,18.6599,0.0201164
Sensor7,bom,19.7828,19.8041,0.0213073
Sensor7,bom,20.9918,21.0123,0.0205089
Sensor7,bom,22.2036,22.2238,0.0202769
Sensor7,bom,23.4176,23.4379,0.0202129
Sensor7,bom,24.6283,24.6487,0.0203868
Sensor7,bom,25.8422,25.8627,0.0204999
Sensor7,bom,27.0525,27073,0.0204643
Sensor7,bom,28.2631,28.2834,0.0203182
Sensor7,bom,29.4737,29.4941,0.0203411
Sensor7,bom,30.6863,30.7066,0.0203478
Sensor7,bom,31.9003,31.9205,0.0202237
Sensor7,bom,33.1133,33.1337,0.0203753
Sensor7,bom,34.3287,34.3494,0.0206255
Sensor7,bom,35.5446,35565,0.0204168
Sensor7,bom,36.7566,36777,0.020363
Sensor7,bom,37.9706,37.9908,0.0201986
Sensor7,bom,39184,39.2043,0.0203422
Sensor7,bom,40.3967,40.4173,0.0205798
Sensor7,bom,41.6118,41.6321,0.0202507
Sensor7,bom,42.8249,42.8464,0.0214794
Sensor7,bom,44.0379,44.0583,0.0203455
Sensor7,bom,45.2499,45.2703,0.0203728
Sensor7,bom,46.4612,46.4814,0.0201711
Sensor7,bom,47.6766,47.6969,0.0202552
Sensor7,bom,48.8888,48.9093,0.0204853
Sensor7,bom,50.1006,50121,0.0203899
Sensor7,bom,51.3143,51.3346,0.0202587
Sensor7,bom,52.5231,52.5435,0.0204077
Sensor7,bom,53732,53.7537,0.0216535
Sensor7,bom,54.9411,54.9616,0.0205896
Sensor7,bom,56.1535,56174,0.0205025
Sensor7,bom,57.3644,57.3848,0.0204046
Sensor7,bom,58.5776,58.5979,0.0202678
Sensor7,bom,59.7922,59.8124,0.0202636
Sensor7,bom,61.0024,61.0226,0.0202779
Sensor7,bom,62.2138,62.2338,0.0199931
Sensor7,bom,63.4286,63.4487,0.0201277
Sensor7,bom,64.6391,64.6602,0.0210709
Sensor7,bom,65853,65.8733,0.0203072
Sensor7,bom,67.0681,67.0884,0.0203246
Sensor7,bom,68283,68.3034,0.020387
Sensor7,bom,69.4964,69.5167,0.0203015
Sensor7,bom,70.7071,70.7275,0.0203576
Sensor7,bom,71.9189,71.9391,0.0201626
Sensor7,bom,73.1271,73.1474,0.0202893
Sensor7,bom,74342,74.3621,0.0201442
Sensor7,bom,75.5533,75.5741,0.0208111
Sensor7,bom,76767,76.7874,0.0203605
Sensor7,bom,77.9767,77.9972,0.0205337
Sensor7,bom,79.1878,79.2082,0.0203863
Sensor7,bom,80.4057,80426,0.0202877
Sensor7,bom,81.6183,81.6387,0.0203962
Sensor7,bom,82.8384,82.8587,0.0203184
Sensor7,bom,84.0541,84.0745,0.0203811
Sensor7,bom,85.2688,85.2893,0.0205011
Sensor7,bom,86.4781,86.4995,0.0213931
Sensor7,bom,87.6886,87.7091,0.0204435
Sensor7,bom,88899,88.9194,0.0203924
Sensor7,bom,90.1138,90134,0.0202015
Sensor7,bom,91.3283,91.3488,0.0204956
Sensor7,bom,92.5366,92.5571,0.0205643
Sensor7,bom,93.7484,93.7688,0.0203982
Sensor7,bom,94.9631,94.9835,0.0203805
Sensor7,bom,96.1784,96.1985,0.0200829
Sensor7,bom,97.3921,97.4124,0.0203219
Sensor7,bom,98.6047,98.6253,0.0205866
Sensor7,bom,99.8179,99.8382,0.0203165
Sensor7,bom,101033,101054,0.0203432
Sensor7,bom,102252,102273,0.0204851
Sensor7,bom,103467,103488,0.0203897
Sensor7,bom,104683,104704,0.0202618
Sensor7,bom,105897,105918,0.0202626
Sensor7,bom,107111,107132,0.0203359
Sensor7,bom,108324,108344,0.0202412
Sensor7,bom,109536,109557,0.0203818
Sensor7,bom,110747,110767,0.0204819
Sensor7,bom,111955,111975,0.0202335
Sensor7,bom,113165,113186,0.0203669
Sensor7,bom,114381,114401,0.0204677
Sensor7,bom,115592,115612,0.0202056
Sensor7,bom,116803,116823,0.0204009
Sensor7,bom,118018,118038,0.0200772
Sensor7,bom,119232,119252,0.0205274
Sensor7,bom,120443,120464,0.0203026
Sensor7,bom,121661,121681,0.0204516
Sensor7,bom,122869,122.89,0.0202981
Sensor7,bom,124083,124104,0.020363
Sensor7,bom,125295,125315,0.0201681
Sensor7,bom,126505,126525,0.0206981
Sensor7,bom,127718,127739,0.0203213
Sensor7,bom,128.93,128951,0.0203855
Sensor7,bom,130.14,130162,0.0212597
Sensor7,bom,131356,131376,0.0202547
Sensor7,bom,132569,132.59,0.0204245
Sensor7,bom,133784,133804,0.02034
Sensor7,bom,134998,135018,0.0202928
Sensor7,bom,136214,136234,0.0203229
Sensor7,bom,137426,137447,0.0205686
Sensor7,bom,138639,138659,0.0201127
Sensor7,bom,139853,139874,0.0202599
Sensor7,bom,141065,141086,0.0212462
Sensor7,bom,142277,142298,0.0203414
Sensor7,bom,143493,143513,0.0204293
Sensor7,bom,144705,144725,0.0203442
Sensor7,bom,145919,145.94,0.0203271
Sensor7,bom,147134,147154,0.0202246
Sensor7,bom,148348,148369,0.0202964
Sensor7,bom,149559,149579,0.0203605
Sensor7,bom,150774,150794,0.0202916
Sensor7,bom,151987,152007,0.0204598
Sensor7,bom,153.2,153221,0.0202503
Sensor7,bom,154415,154435,0.0203872
Sensor7,bom,155626,155647,0.0202919
Sensor7,bom,156839,156.86,0.0203139
Sensor7,bom,158049,158069,0.0204714
Sensor7,bom,159261,159282,0.0202662
Sensor7,bom,160477,160497,0.0200263
Sensor7,bom,161.69,161.71,0.0200392
Sensor7,bom,162903,162923,0.0205724
Sensor7,bom,164114,164134,0.0202373
Sensor7,bom,165327,165347,0.0203561
Sensor7,bom,166542,166563,0.0205443
Sensor7,bom,167759,167779,0.020399
Sensor7,bom,168978,168999,0.0203391
Sensor7,bom,170193,170213,0.0203887
Sensor7,bom,171405,171426,0.0202614
Sensor7,bom,172619,172639,0.0203516
Sensor7,bom,173.83,173852,0.0214708
Sensor7,bom,175045,175065,0.0204042
Sensor7,bom,176259,176279,0.0204311
Sensor7,bom,177474,177494,0.0201681
Sensor7,bom,178689,178709,0.0202518
Sensor7,bom,179908,179928,0.0203581
Sensor7,bom,181122,181142,0.0204043
Sensor7,bom,182338,182358,0.020272
Sensor7,bom,183553,183574,0.0205347
Sensor7,bom,184766,184787,0.0203555
Sensor7,bom,185979,185999,0.0204181
Sensor7,bom,187193,187213,0.0203879
Sensor7,bom,188406,188426,0.0202396
Sensor7,bom,189617,189637,0.020237
Sensor7,bom,190828,190848,0.0202345
Sensor7,bom,192043,192063,0.0203411
Sensor7,bom,193258,193279,0.0205943
Sensor7,bom,194473,194494,0.020458
Sensor7,bom,195.69,195711,0.0204144
Sensor7,bom,196903,196923,0.0203331
Sensor7,bom,198116,198137,0.0203285
Sensor7,bom,199329,199349,0.0202398
Sensor7,bom,200.54,200561,0.0202853
Sensor7,bom,201757,201778,0.020314
Sensor7,bom,202969,202.99,0.0203214
Sensor7,bom,204.18,204201,0.0203833
Sensor7,bom,205.39,205411,0.0205695
Sensor7,bom,206608,206628,0.0203896
Sensor7,bom,207821,207841,0.0202358
Sensor7,bom,209036,209056,0.0201671
Sensor7,bom,210249,210269,0.020448
Sensor7,bom,211463,211483,0.0203724
Sensor7,bom,212677,212698,0.0205498
Sensor7,bom,213895,213915,0.0205761
Sensor7,bom,215.11,215.13,0.0202667
Sensor7,bom,216323,216343,0.0201379
Sensor7,bom,217535,217556,0.0216614
Sensor7,bom,218749,218.77,0.0203172
Sensor7,bom,219959,219.98,0.020384
Sensor7,bom,221171,221191,0.0200599
Sensor7,bom,222381,222401,0.0205484
Sensor7,bom,223591,223611,0.020383
Sensor7,bom,224803,224823,0.0204485
Sensor7,bom,226016,226037,0.0204845
Sensor7,bom,227229,227.25,0.0203876
Sensor7,bom,228441,228462,0.0203231
Sensor7,bom,229655,229675,0.0203591
Sensor7,bom,230.87,230891,0.0202001
Sensor7,bom,232081,232102,0.020163
Sensor7,bom,233294,233314,0.0199786
Sensor7,bom,234503,234523,0.020101
Sensor7,bom,235711,235732,0.0203639
Sensor7,bom,236923,236943,0.0203465
Sensor7,bom,238137,238157,0.0202982
Sensor7,bom,239349,239369,0.020422
Sensor7,bom,240558,240579,0.0203079
Sensor7,bom,241.77,241791,0.0202832
Sensor7,bom,242985,243006,0.0203312
Sensor7,bom,244201,244222,0.0202682
Sensor7,bom,245421,245441,0.0204366
Sensor7,bom,246633,246654,0.0204552
Sensor7,bom,247851,247871,0.0205249
Sensor7,bom,249063,249083,0.0204159
Sensor7,bom,250273,250295,0.0214221
Sensor7,bom,251488,251509,0.020554
Sensor7,bom,252702,252723,0.020317
Sensor7,bom,253916,253937,0.0203434
Sensor7,bom,255.13,255.15,0.0201099
Sensor7,bom,256347,256367,0.0202616
Sensor7,bom,257561,257581,0.020559
Sensor7,bom,258775,258795,0.0203983
Sensor7,bom,259988,260009,0.0204683
Sensor7,bom,261202,261223,0.0214342
Sensor7,bom,262.42,262.44,0.0203285
Sensor7,bom,263631,263651,0.0202229
Sensor7,bom,264.84,264861,0.0201675
Sensor7,bom,266055,266076,0.0204507
Sensor7,bom,267268,267288,0.0204393
Sensor7,bom,268478,268499,0.0204559
Sensor7,bom,269691,269711,0.0204365
Sensor7,bom,270.91,270.93,0.0202789
Sensor7,bom,272124,272144,0.0200059
Sensor7,bom,273337,273357,0.0202484
Sensor7,bom,274549,274.57,0.0201245
Sensor7,bom,275762,275783,0.0202836
Sensor7,bom,276974,276994,0.020259
Sensor7,bom,278185,278206,0.020257
Sensor7,bom,279402,279422,0.0203923
Sensor7,bom,280617,280638,0.0204336
Sensor7,bom,281.83,281851,0.0204257
Sensor7,bom,283046,283066,0.0204426
Sensor7,bom,284262,284282,0.0202781
Sensor7,bom,285473,285494,0.0202368
Sensor7,bom,286685,286705,0.0204835
Sensor7,bom,287898,287919,0.0205485
Sensor7,bom,289115,289136,0.0203849
Sensor7,bom,290335,290355,0.0203932
Sensor7,bom,291553,291573,0.0203401
Sensor7,bom,292767,292788,0.0205545
Sensor7,bom,293981,294002,0.0205121
Sensor7,bom,295192,295213,0.0204777
Sensor7,bom,296404,296425,0.020365
Sensor7,bom,297614,297635,0.0202717
Sensor7,bom,298829,298.85,0.0203236
Sensor7,bom,300041,300061,0.0203173
Sensor7,bom,301256,301277,0.0202562
Sensor7,bom,302472,302492,0.0201871
Sensor7,bom,303685,303705,0.0203312
Sensor7,bom,304897,304918,0.0209697
Sensor7,bom,306.11,306131,0.0204231
Sensor7,bom,307321,307341,0.0204379
Sensor7,bom,308535,308555,0.0204061
Sensor7,bom,309749,309769,0.0203754
Sensor7,bom,310965,310985,0.0203615
Sensor7,bom,312177,312197,0.0203088
Sensor7,bom,313393,313413,0.0201796
Sensor7,bom,314606,314626,0.0203254
Sensor7,bom,315818,315838,0.0203876
Sensor7,bom,317028,317049,0.0202989
Sensor7,bom,318241,318261,0.0205006
Sensor7,bom,319451,319472,0.0204341
Sensor7,bom,320663,320683,0.0203547
Sensor7,bom,321877,321897,0.020269
Sensor7,bom,323.09,323.11,0.0200139
Sensor7,bom,324307,324327,0.0204964
Sensor7,bom,325523,325543,0.0202856
Sensor8,bom,12.5898,12.6305,0.040641
Sensor8,bom,13.5974,13.6304,0.0330577
Sensor8,bom,14.6032,14.6304,0.0272559
Sensor8,bom,15.6254,15.6384,0.0129342
Sensor8,bom,16.6157,16.6305,0.0148158
Sensor8,bom,17.6776,17.6905,0.0129355
Sensor8,bom,18757,18.7703,0.0132926
Sensor8,bom,19.9119,19.9249,0.013017
Sensor8,bom,21.1206,21.1337,0.0131433
Sensor8,bom,22334,22.3471,0.0130944
Sensor8,bom,23.5465,23.5595,0.0130077
