Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor7,bom,160883,160938,0.0548816,ten,Real-time ON
Sensor7,bom,161883,161938,0.0546378,ten,Real-time ON
Sensor7,bom,162884,162938,0.0544362,ten,Real-time ON
Sensor7,bom,163884,163938,0.0544411,ten,Real-time ON
Sensor7,bom,164883,164938,0.0551026,ten,Real-time ON
Sensor7,bom,165884,165938,0.0546925,ten,Real-time ON
Sensor7,bom,166884,166938,0.0546226,ten,Real-time ON
Sensor7,bom,167883,167938,0.0546919,ten,Real-time ON
Sensor7,bom,168884,168938,0.0544963,ten,Real-time ON
Sensor7,bom,169883,169938,0.0547211,ten,Real-time ON
Sensor7,bom,170884,170938,0.0544687,ten,Real-time ON
Sensor7,bom,171884,171938,0.0545138,ten,Real-time ON
Sensor7,bom,172884,172938,0.0544397,ten,Real-time ON
Sensor7,bom,173884,173938,0.0545591,ten,Real-time ON
Sensor7,bom,174884,174938,0.0544649,ten,Real-time ON
Sensor7,bom,175884,175938,0.0544859,ten,Real-time ON
Sensor7,bom,176884,176938,0.0546855,ten,Real-time ON
Sensor7,bom,177884,177938,0.0544983,ten,Real-time ON
Sensor7,bom,178884,178938,0.0543341,ten,Real-time ON
Sensor7,bom,179884,179938,0.0543538,ten,Real-time ON
Sensor7,bom,180884,180938,0.0544621,ten,Real-time ON
Sensor7,bom,181884,181938,0.0544868,ten,Real-time ON
Sensor7,bom,182884,182938,0.0544274,ten,Real-time ON
Sensor7,bom,183884,183938,0.0545097,ten,Real-time ON
Sensor7,bom,184884,184938,0.0546376,ten,Real-time ON
Sensor7,bom,185883,185938,0.0546239,ten,Real-time ON
Sensor7,bom,186884,186938,0.0546353,ten,Real-time ON
Sensor7,bom,187884,187938,0.0544917,ten,Real-time ON
Sensor7,bom,188884,188938,0.0545522,ten,Real-time ON
Sensor7,bom,189884,189938,0.0544765,ten,Real-time ON
Sensor7,bom,190884,190938,0.0546999,ten,Real-time ON
Sensor7,bom,191884,191938,0.0543436,ten,Real-time ON
Sensor7,bom,192884,192938,0.0546028,ten,Real-time ON
Sensor7,bom,193883,193938,0.0549201,ten,Real-time ON
Sensor7,bom,194884,194938,0.0545943,ten,Real-time ON
Sensor7,bom,195884,195938,0.0546454,ten,Real-time ON
Sensor7,bom,196884,196938,0.0543011,ten,Real-time ON
Sensor7,bom,197884,197938,0.0545107,ten,Real-time ON
Sensor7,bom,198883,198938,0.0546368,ten,Real-time ON
Sensor7,bom,199884,199938,0.0544662,ten,Real-time ON
Sensor7,bom,200884,200938,0.0544749,ten,Real-time ON
Sensor7,bom,201884,201938,0.0542976,ten,Real-time ON
Sensor7,bom,202883,202938,0.0546344,ten,Real-time ON
Sensor7,bom,203884,203938,0.054493,ten,Real-time ON
Sensor7,bom,204884,204938,0.0544616,ten,Real-time ON
Sensor7,bom,205884,205938,0.0544885,ten,Real-time ON
Sensor7,bom,206884,206938,0.0546385,ten,Real-time ON
Sensor7,bom,207884,207938,0.0545101,ten,Real-time ON
Sensor7,bom,208883,208938,0.0547142,ten,Real-time ON
Sensor7,bom,209883,209938,0.0548453,ten,Real-time ON
Sensor7,bom,210883,210938,0.0545418,ten,Real-time ON
Sensor7,bom,211884,211938,0.054661,ten,Real-time ON
Sensor7,bom,212883,212938,0.0547768,ten,Real-time ON
Sensor7,bom,213884,213938,0.0546764,ten,Real-time ON
Sensor7,bom,214884,214938,0.0546209,ten,Real-time ON
Sensor7,bom,215884,215938,0.054515,ten,Real-time ON
Sensor7,bom,216884,216938,0.0547592,ten,Real-time ON
Sensor7,bom,217883,217938,0.0549886,ten,Real-time ON
Sensor7,bom,218884,218938,0.0545105,ten,Real-time ON
Sensor7,bom,219884,219938,0.0546162,ten,Real-time ON
Sensor7,bom,220884,220938,0.0544402,ten,Real-time ON
Sensor7,bom,221884,221938,0.0544975,ten,Real-time ON
Sensor7,bom,222883,222938,0.054789,ten,Real-time ON
Sensor7,bom,223884,223938,0.054481,ten,Real-time ON
Sensor7,bom,224884,224938,0.0546871,ten,Real-time ON
Sensor7,bom,225884,225938,0.0544106,ten,Real-time ON
Sensor7,bom,226884,226938,0.0543205,ten,Real-time ON
Sensor7,bom,227884,227938,0.0543229,ten,Real-time ON
Sensor7,bom,228884,228938,0.0543384,ten,Real-time ON
Sensor7,bom,229884,229938,0.0543803,ten,Real-time ON
Sensor7,bom,230884,230938,0.0543843,ten,Real-time ON
Sensor7,bom,231884,231938,0.0543953,ten,Real-time ON
Sensor7,bom,232884,232938,0.0544916,ten,Real-time ON
Sensor7,bom,233883,233938,0.0546579,ten,Real-time ON
Sensor7,bom,234884,234938,0.0543846,ten,Real-time ON
Sensor7,bom,235883,235938,0.0547344,ten,Real-time ON
Sensor7,bom,236884,236938,0.0546544,ten,Real-time ON
Sensor7,bom,237884,237938,0.0541668,ten,Real-time ON
Sensor7,bom,238884,238938,0.0540918,ten,Real-time ON
Sensor7,bom,239884,239938,0.0546705,ten,Real-time ON
Sensor7,bom,240884,240938,0.0545185,ten,Real-time ON
Sensor7,bom,241887,241938,0.051602,ten,Real-time ON
Sensor8,bom,10.0887,10.1375,0.0487809,ten,Real-time ON
Sensor8,bom,11.0882,11.1373,0.0491143,ten,Real-time ON
Sensor8,bom,12.0877,12.1375,0.0497208,ten,Real-time ON
Sensor8,bom,13.0879,13.1376,0.049751,ten,Real-time ON
Sensor8,bom,14088,14.1375,0.0495147,ten,Real-time ON
Sensor8,bom,15.0879,15.1374,0.0495534,ten,Real-time ON
Sensor8,bom,16.0878,16.1374,0.0496273,ten,Real-time ON
Sensor8,bom,17.0878,17.1374,0.0496657,ten,Real-time ON
Sensor8,bom,18.0882,18.1374,0.0491936,ten,Real-time ON
Sensor8,bom,19.0878,19.1374,0.049595,ten,Real-time ON
Sensor8,bom,20.0878,20.1374,0.0496409,ten,Real-time ON
Sensor8,bom,21.0878,21.1374,0.049551,ten,Real-time ON
Sensor8,bom,22088,22.1375,0.0494629,ten,Real-time ON
Sensor8,bom,23.0879,23.1375,0.0496125,ten,Real-time ON
Sensor8,bom,24088,24.1375,0.049465,ten,Real-time ON
Sensor8,bom,25088,25.1373,0.0492907,ten,Real-time ON
Sensor8,bom,26.0878,26.1373,0.0495316,ten,Real-time ON
Sensor8,bom,27.0879,27.1373,0.0494397,ten,Real-time ON
Sensor8,bom,28.0876,28.1374,0.0498444,ten,Real-time ON
Sensor8,bom,29.0884,29.1374,0.049066,ten,Real-time ON
Sensor8,bom,30.0881,30.1373,0.0492695,ten,Real-time ON
Sensor8,bom,31.0877,31.1374,0.0497176,ten,Real-time ON
Sensor8,bom,32088,32.1374,0.0494402,ten,Real-time ON
Sensor8,bom,33.0878,33.1376,0.0497505,ten,Real-time ON
Sensor8,bom,34.0877,34.1374,0.0497244,ten,Real-time ON
Sensor8,bom,35.0876,35.1374,0.0497645,ten,Real-time ON
Sensor8,bom,36.0881,36.1375,0.0494418,ten,Real-time ON
Sensor8,bom,37.0878,37.1375,0.0497156,ten,Real-time ON
Sensor8,bom,38.0879,38.1375,0.0495475,ten,Real-time ON
Sensor8,bom,39.0879,39.1375,0.0496139,ten,Real-time ON
Sensor8,bom,40088,40.1375,0.0495257,ten,Real-time ON
Sensor8,bom,41.0879,41.1375,0.0495731,ten,Real-time ON
Sensor8,bom,42.0875,42.1374,0.0499114,ten,Real-time ON
Sensor8,bom,43.0877,43.1375,0.0497456,ten,Real-time ON
Sensor8,bom,44.0879,44.1375,0.0495886,ten,Real-time ON
Sensor8,bom,45088,45.1374,0.0494288,ten,Real-time ON
Sensor8,bom,46.0878,46.1374,0.0496374,ten,Real-time ON
Sensor8,bom,47.0878,47.1374,0.0496392,ten,Real-time ON
Sensor8,bom,48.0878,48.1374,0.0496037,ten,Real-time ON
Sensor8,bom,49.0879,49.1374,0.0495098,ten,Real-time ON
Sensor8,bom,50.0877,50.1373,0.0496294,ten,Real-time ON
Sensor8,bom,51.0876,51.1373,0.0496844,ten,Real-time ON
Sensor8,bom,52.0878,52.1374,0.0496384,ten,Real-time ON
Sensor8,bom,53.0879,53.1375,0.0495931,ten,Real-time ON
Sensor8,bom,54.0879,54.1374,0.0494883,ten,Real-time ON
Sensor8,bom,55.0877,55.1374,0.0496903,ten,Real-time ON
Sensor8,bom,56.0879,56.1374,0.0494693,ten,Real-time ON
Sensor8,bom,57.0879,57.1374,0.0495592,ten,Real-time ON
Sensor8,bom,58.0874,58.1375,0.0500484,ten,Real-time ON
Sensor8,bom,59.0878,59.1373,0.0494679,ten,Real-time ON
Sensor8,bom,60.0879,60.1374,0.0495138,ten,Real-time ON
Sensor8,bom,61088,61.1374,0.0494002,ten,Real-time ON
Sensor8,bom,62088,62.1375,0.0495773,ten,Real-time ON
Sensor8,bom,63.0879,63.1375,0.0496144,ten,Real-time ON
Sensor8,bom,64.0879,64.1375,0.0496292,ten,Real-time ON
Sensor8,bom,65.0879,65.1375,0.0495561,ten,Real-time ON
Sensor8,bom,66088,66.1374,0.0494026,ten,Real-time ON
Sensor8,bom,67088,67.1374,0.0494041,ten,Real-time ON
Sensor8,bom,68.0879,68.1374,0.0495562,ten,Real-time ON
Sensor8,bom,69088,69.1375,0.04945,ten,Real-time ON
Sensor8,bom,70.0878,70.1375,0.0496358,ten,Real-time ON
Sensor8,bom,71.0878,71.1375,0.0496265,ten,Real-time ON
Sensor8,bom,72.0877,72.1375,0.049711,ten,Real-time ON
Sensor8,bom,73.0878,73.1375,0.0496189,ten,Real-time ON
Sensor8,bom,74.0876,74.1374,0.0498074,ten,Real-time ON
Sensor8,bom,75.0878,75.1373,0.0495209,ten,Real-time ON
Sensor8,bom,76.0879,76.1374,0.0494817,ten,Real-time ON
Sensor8,bom,77.0878,77.1375,0.0496455,ten,Real-time ON
Sensor8,bom,78088,78.1374,0.0494166,ten,Real-time ON
Sensor8,bom,79.0877,79.1375,0.0497726,ten,Real-time ON
Sensor8,bom,80.0878,80.1375,0.0496912,ten,Real-time ON
Sensor8,bom,81088,81.1374,0.0494012,ten,Real-time ON
Sensor8,bom,82.0877,82.1373,0.0496526,ten,Real-time ON
Sensor8,bom,83.0876,83.1374,0.049706,ten,Real-time ON
Sensor8,bom,84088,84.1375,0.0494655,ten,Real-time ON
Sensor8,bom,85.0881,85.1375,0.0494165,ten,Real-time ON
Sensor8,bom,86.0881,86.1375,0.0493639,ten,Real-time ON
Sensor8,bom,87.0879,87.1375,0.0495613,ten,Real-time ON
Sensor8,bom,88.0878,88.1375,0.0497511,ten,Real-time ON
Sensor8,bom,89.0879,89.1376,0.0497022,ten,Real-time ON
Sensor8,bom,90.0877,90.1374,0.0496213,ten,Real-time ON
Sensor8,bom,91.0877,91.1374,0.0497311,ten,Real-time ON
Sensor8,bom,92.0878,92.1375,0.0496631,ten,Real-time ON
Sensor8,bom,93.0879,93.1374,0.0495483,ten,Real-time ON
Sensor8,bom,94.0879,94.1375,0.0495641,ten,Real-time ON
Sensor8,bom,95088,95.1374,0.0494223,ten,Real-time ON
Sensor8,bom,96.0879,96.1375,0.0496296,ten,Real-time ON
Sensor8,bom,97.0877,97.1374,0.0496826,ten,Real-time ON
Sensor8,bom,98.0879,98.1374,0.0495639,ten,Real-time ON
Sensor8,bom,99.0878,99.1374,0.0496132,ten,Real-time ON
Sensor8,bom,100088,100137,0.0492173,ten,Real-time ON
Sensor8,bom,101088,101137,0.0496036,ten,Real-time ON
Sensor8,bom,102088,102138,0.049659,ten,Real-time ON
Sensor8,bom,103088,103137,0.0493987,ten,Real-time ON
Sensor8,bom,104088,104137,0.0494835,ten,Real-time ON
Sensor8,bom,105088,105137,0.0491948,ten,Real-time ON
Sensor8,bom,106088,106137,0.0495243,ten,Real-time ON
Sensor8,bom,107088,107137,0.0497595,ten,Real-time ON
Sensor8,bom,108088,108137,0.0495819,ten,Real-time ON
Sensor8,bom,109088,109137,0.0495862,ten,Real-time ON
Sensor8,bom,110088,110137,0.0494488,ten,Real-time ON
Sensor8,bom,111088,111138,0.049646,ten,Real-time ON
Sensor8,bom,112088,112137,0.0494028,ten,Real-time ON
Sensor8,bom,113088,113137,0.0495667,ten,Real-time ON
Sensor8,bom,114088,114137,0.0499014,ten,Real-time ON
Sensor8,bom,115088,115138,0.0499051,ten,Real-time ON
Sensor8,bom,116088,116137,0.0495147,ten,Real-time ON
Sensor8,bom,117088,117137,0.0492348,ten,Real-time ON
Sensor8,bom,118088,118137,0.0494962,ten,Real-time ON
Sensor8,bom,119088,119137,0.0494139,ten,Real-time ON
Sensor8,bom,120088,120137,0.0495169,ten,Real-time ON
Sensor8,bom,121088,121137,0.0496414,ten,Real-time ON
Sensor8,bom,122088,122137,0.0496359,ten,Real-time ON
Sensor8,bom,123088,123137,0.0498347,ten,Real-time ON
Sensor8,bom,124088,124137,0.049673,ten,Real-time ON
Sensor8,bom,125088,125137,0.0495985,ten,Real-time ON
Sensor8,bom,126088,126137,0.0497904,ten,Real-time ON
Sensor8,bom,127088,127137,0.0495955,ten,Real-time ON
Sensor8,bom,128088,128137,0.0496608,ten,Real-time ON
Sensor8,bom,129088,129137,0.0494802,ten,Real-time ON
Sensor8,bom,130088,130137,0.049579,ten,Real-time ON
Sensor8,bom,131088,131137,0.0497796,ten,Real-time ON
Sensor8,bom,132088,132137,0.0496623,ten,Real-time ON
Sensor8,bom,133088,133138,0.0495907,ten,Real-time ON
Sensor8,bom,134088,134137,0.0494853,ten,Real-time ON
Sensor8,bom,135088,135137,0.049659,ten,Real-time ON
Sensor8,bom,136088,136137,0.0496771,ten,Real-time ON
Sensor8,bom,137088,137137,0.0495671,ten,Real-time ON
Sensor8,bom,138088,138138,0.0494203,ten,Real-time ON
Sensor8,bom,139088,139137,0.049719,ten,Real-time ON
Sensor8,bom,140088,140137,0.0496105,ten,Real-time ON
Sensor8,bom,141088,141137,0.0495445,ten,Real-time ON
Sensor8,bom,142088,142137,0.0497682,ten,Real-time ON
Sensor8,bom,143088,143138,0.0495893,ten,Real-time ON
Sensor8,bom,144088,144137,0.0497901,ten,Real-time ON
Sensor8,bom,145088,145137,0.0496101,ten,Real-time ON
Sensor8,bom,146088,146137,0.0496171,ten,Real-time ON
Sensor8,bom,147088,147137,0.0495764,ten,Real-time ON
Sensor8,bom,148088,148137,0.0497051,ten,Real-time ON
Sensor8,bom,149088,149137,0.0497497,ten,Real-time ON
Sensor8,bom,150088,150137,0.0495852,ten,Real-time ON
Sensor8,bom,151088,151137,0.0497043,ten,Real-time ON
Sensor8,bom,152088,152137,0.0495806,ten,Real-time ON
Sensor8,bom,153088,153138,0.0496576,ten,Real-time ON
Sensor8,bom,154088,154137,0.0495541,ten,Real-time ON
Sensor8,bom,155088,155137,0.049547,ten,Real-time ON
Sensor8,bom,156088,156137,0.0497609,ten,Real-time ON
Sensor8,bom,157088,157137,0.0495863,ten,Real-time ON
Sensor8,bom,158088,158137,0.0494978,ten,Real-time ON
Sensor8,bom,159088,159137,0.0495602,ten,Real-time ON
Sensor8,bom,160088,160137,0.0497742,ten,Real-time ON
Sensor8,bom,161087,161137,0.0500101,ten,Real-time ON
Sensor8,bom,162088,162137,0.0498016,ten,Real-time ON
Sensor8,bom,163088,163137,0.0498269,ten,Real-time ON
Sensor8,bom,164088,164137,0.0495374,ten,Real-time ON
Sensor8,bom,165088,165137,0.049752,ten,Real-time ON
Sensor8,bom,166088,166137,0.0497876,ten,Real-time ON
Sensor8,bom,167088,167137,0.0498722,ten,Real-time ON
Sensor8,bom,168088,168137,0.0496221,ten,Real-time ON
Sensor8,bom,169088,169137,0.0496603,ten,Real-time ON
Sensor8,bom,170088,170137,0.0496399,ten,Real-time ON
Sensor8,bom,171088,171137,0.049474,ten,Real-time ON
Sensor8,bom,172088,172137,0.0496004,ten,Real-time ON
Sensor8,bom,173088,173138,0.0496107,ten,Real-time ON
Sensor8,bom,174088,174137,0.0496613,ten,Real-time ON
Sensor8,bom,175088,175137,0.0494605,ten,Real-time ON
Sensor8,bom,176088,176137,0.0494249,ten,Real-time ON
Sensor8,bom,177088,177137,0.0496474,ten,Real-time ON
Sensor8,bom,178088,178137,0.049803,ten,Real-time ON
Sensor8,bom,179088,179137,0.0492626,ten,Real-time ON
Sensor8,bom,180088,180137,0.0495357,ten,Real-time ON
Sensor8,bom,181088,181137,0.0496399,ten,Real-time ON
Sensor8,bom,182088,182137,0.049442,ten,Real-time ON
Sensor8,bom,183088,183137,0.0497511,ten,Real-time ON
Sensor8,bom,184088,184137,0.0495965,ten,Real-time ON
Sensor8,bom,185088,185137,0.0496194,ten,Real-time ON
Sensor8,bom,186088,186137,0.04949,ten,Real-time ON
Sensor8,bom,187088,187137,0.0495463,ten,Real-time ON
Sensor8,bom,188088,188137,0.0493682,ten,Real-time ON
Sensor8,bom,189088,189137,0.0493526,ten,Real-time ON
Sensor8,bom,190088,190137,0.0494253,ten,Real-time ON
Sensor8,bom,191088,191138,0.0497678,ten,Real-time ON
Sensor8,bom,192088,192137,0.0494696,ten,Real-time ON
Sensor8,bom,193088,193138,0.0497279,ten,Real-time ON
Sensor8,bom,194088,194137,0.049784,ten,Real-time ON
Sensor8,bom,195088,195137,0.0494303,ten,Real-time ON
Sensor8,bom,196088,196137,0.0496754,ten,Real-time ON
Sensor8,bom,197088,197137,0.0495809,ten,Real-time ON
Sensor8,bom,198088,198137,0.049615,ten,Real-time ON
Sensor8,bom,199088,199137,0.0496887,ten,Real-time ON
Sensor8,bom,200088,200137,0.0491838,ten,Real-time ON
Sensor8,bom,201088,201137,0.0497513,ten,Real-time ON
Sensor8,bom,202088,202137,0.0495816,ten,Real-time ON
Sensor8,bom,203088,203137,0.049549,ten,Real-time ON
Sensor8,bom,204088,204137,0.0494393,ten,Real-time ON
Sensor8,bom,205088,205137,0.0494319,ten,Real-time ON
Sensor8,bom,206088,206137,0.0491562,ten,Real-time ON
Sensor8,bom,207088,207137,0.0495042,ten,Real-time ON
Sensor8,bom,208088,208137,0.049503,ten,Real-time ON
Sensor8,bom,209088,209137,0.0496997,ten,Real-time ON
Sensor8,bom,210088,210137,0.0492896,ten,Real-time ON
Sensor8,bom,211088,211137,0.0498468,ten,Real-time ON
Sensor8,bom,212088,212137,0.049859,ten,Real-time ON
Sensor8,bom,213088,213138,0.0497895,ten,Real-time ON
Sensor8,bom,214088,214137,0.0494784,ten,Real-time ON
Sensor8,bom,215088,215137,0.0492885,ten,Real-time ON
Sensor8,bom,216088,216138,0.0497713,ten,Real-time ON
Sensor8,bom,217088,217138,0.0496856,ten,Real-time ON
Sensor8,bom,218088,218137,0.0494578,ten,Real-time ON
Sensor8,bom,219088,219137,0.0497893,ten,Real-time ON
Sensor8,bom,220088,220137,0.0496994,ten,Real-time ON
Sensor8,bom,221088,221137,0.0494016,ten,Real-time ON
Sensor8,bom,222088,222137,0.049586,ten,Real-time ON
Sensor8,bom,223088,223137,0.0495182,ten,Real-time ON
Sensor8,bom,224088,224137,0.0492185,ten,Real-time ON
Sensor8,bom,225088,225138,0.0496679,ten,Real-time ON
Sensor8,bom,226088,226137,0.0493871,ten,Real-time ON
Sensor8,bom,227088,227137,0.0494691,ten,Real-time ON
Sensor8,bom,228088,228137,0.0492392,ten,Real-time ON
Sensor8,bom,229088,229137,0.0495215,ten,Real-time ON
Sensor8,bom,230088,230137,0.0495575,ten,Real-time ON
Sensor8,bom,231088,231137,0.0494874,ten,Real-time ON
Sensor8,bom,232088,232137,0.0495553,ten,Real-time ON
Sensor8,bom,233088,233137,0.0493528,ten,Real-time ON
Sensor8,bom,234088,234137,0.0493758,ten,Real-time ON
Sensor8,bom,235088,235137,0.0495146,ten,Real-time ON
Sensor8,bom,236088,236137,0.0493451,ten,Real-time ON
Sensor8,bom,237088,237137,0.0489714,ten,Real-time ON
Sensor8,bom,238088,238137,0.0492213,ten,Real-time ON
Sensor8,bom,239089,239137,0.0487513,ten,Real-time ON
Sensor8,bom,240088,240137,0.0496358,ten,Real-time ON
Sensor8,bom,241088,241138,0.0501036,ten,Real-time ON
Sensor8,bom,242088,242137,0.0493899,ten,Real-time ON
Sensor9,bom,11.1972,11.2366,0.0394489,ten,Real-time ON
Sensor9,bom,12.1965,12.2367,0.0402093,ten,Real-time ON
Sensor9,bom,13.1974,13.2367,0.0393335,ten,Real-time ON
Sensor9,bom,14.1982,14.2367,0.0385236,ten,Real-time ON
Sensor9,bom,15.1974,15.2367,0.0393057,ten,Real-time ON
Sensor9,bom,16.1982,16.2367,0.0385094,ten,Real-time ON
Sensor9,bom,17.1967,17.2367,0.0399911,ten,Real-time ON
Sensor9,bom,18.1975,18.2366,0.0391119,ten,Real-time ON
Sensor9,bom,19.1981,19.2366,0.038461,ten,Real-time ON
Sensor9,bom,20.1965,20.2366,0.0401792,ten,Real-time ON
Sensor9,bom,21.1982,21.2366,0.0384729,ten,Real-time ON
Sensor9,bom,22.1975,22.2366,0.039174,ten,Real-time ON
Sensor9,bom,23.1975,23.2367,0.0391863,ten,Real-time ON
Sensor9,bom,24.1987,24.2367,0.0380242,ten,Real-time ON
Sensor9,bom,25.1967,25.2366,0.0399593,ten,Real-time ON
Sensor9,bom,26.1966,26.2366,0.0399406,ten,Real-time ON
Sensor9,bom,27.1979,27.2366,0.0387114,ten,Real-time ON
Sensor9,bom,28.1969,28.2366,0.0396965,ten,Real-time ON
Sensor9,bom,29.1976,29.2367,0.0390907,ten,Real-time ON
Sensor9,bom,30.1966,30.2366,0.0399973,ten,Real-time ON
Sensor9,bom,31.1968,31.2366,0.0398322,ten,Real-time ON
Sensor9,bom,32.1977,32.2366,0.0389094,ten,Real-time ON
Sensor9,bom,33198,33.2366,0.0386696,ten,Real-time ON
Sensor9,bom,34.1966,34.2365,0.0399062,ten,Real-time ON
Sensor9,bom,35.1969,35.2366,0.0396721,ten,Real-time ON
Sensor9,bom,36.1975,36.2367,0.0392814,ten,Real-time ON
Sensor9,bom,37.1974,37.2366,0.0392589,ten,Real-time ON
Sensor9,bom,38.1975,38.2366,0.0391955,ten,Real-time ON
Sensor9,bom,39.1979,39.2367,0.0388429,ten,Real-time ON
Sensor9,bom,40.1987,40.2367,0.0379682,ten,Real-time ON
Sensor9,bom,41.1986,41.2367,0.0380391,ten,Real-time ON
Sensor9,bom,42.1972,42.2367,0.0394782,ten,Real-time ON
Sensor9,bom,43.1969,43.2366,0.0396349,ten,Real-time ON
Sensor9,bom,44.1981,44.2367,0.0385684,ten,Real-time ON
Sensor9,bom,45.1977,45.2366,0.0388879,ten,Real-time ON
Sensor9,bom,46.1972,46.2366,0.0394282,ten,Real-time ON
Sensor9,bom,47198,47.2366,0.0386023,ten,Real-time ON
Sensor9,bom,48.1971,48.2366,0.0394872,ten,Real-time ON
Sensor9,bom,49.1978,49.2367,0.0389021,ten,Real-time ON
Sensor9,bom,50198,50.2366,0.0386456,ten,Real-time ON
Sensor9,bom,51.1966,51.2366,0.0400506,ten,Real-time ON
Sensor9,bom,52.1973,52.2366,0.039326,ten,Real-time ON
Sensor9,bom,53.1985,53.2366,0.0381301,ten,Real-time ON
Sensor9,bom,54.1973,54.2366,0.0393108,ten,Real-time ON
Sensor9,bom,55.1963,55.2367,0.0403944,ten,Real-time ON
Sensor9,bom,56.1967,56.2366,0.0399378,ten,Real-time ON
Sensor9,bom,57.1971,57.2366,0.0395165,ten,Real-time ON
Sensor9,bom,58.1971,58.2366,0.0395091,ten,Real-time ON
Sensor9,bom,59.1965,59.2365,0.0400168,ten,Real-time ON
Sensor9,bom,60.1974,60.2367,0.0392573,ten,Real-time ON
Sensor9,bom,61.1978,61.2367,0.0388729,ten,Real-time ON
Sensor9,bom,62.1974,62.2367,0.0392721,ten,Real-time ON
Sensor9,bom,63.1977,63.2367,0.0390244,ten,Real-time ON
Sensor9,bom,64.1974,64.2367,0.0393403,ten,Real-time ON
Sensor9,bom,65.1986,65.2367,0.0380506,ten,Real-time ON
Sensor9,bom,66.1986,66.2367,0.0380465,ten,Real-time ON
Sensor9,bom,67.1967,67.2366,0.0398687,ten,Real-time ON
Sensor9,bom,68.1966,68.2367,0.0401217,ten,Real-time ON
Sensor9,bom,69.1973,69.2367,0.0394268,ten,Real-time ON
Sensor9,bom,70.1975,70.2367,0.0392168,ten,Real-time ON
Sensor9,bom,71.1978,71.2367,0.0388405,ten,Real-time ON
Sensor9,bom,72.1987,72.2366,0.0379757,ten,Real-time ON
Sensor9,bom,73.1967,73.2366,0.0399518,ten,Real-time ON
Sensor9,bom,74.1973,74.2366,0.0392794,ten,Real-time ON
Sensor9,bom,75.1966,75.2365,0.0399774,ten,Real-time ON
Sensor9,bom,76.1966,76.2366,0.0400518,ten,Real-time ON
Sensor9,bom,77.1973,77.2366,0.0393075,ten,Real-time ON
Sensor9,bom,78.1967,78.2366,0.0399599,ten,Real-time ON
Sensor9,bom,79.1985,79.2367,0.0381242,ten,Real-time ON
Sensor9,bom,80.1973,80.2367,0.0393481,ten,Real-time ON
Sensor9,bom,81.1974,81.2366,0.0391961,ten,Real-time ON
Sensor9,bom,82197,82.2366,0.039564,ten,Real-time ON
Sensor9,bom,83.1964,83.2366,0.0402134,ten,Real-time ON
Sensor9,bom,84.1969,84.2367,0.0398467,ten,Real-time ON
Sensor9,bom,85.1974,85.2366,0.0392751,ten,Real-time ON
Sensor9,bom,86.1975,86.2367,0.0392071,ten,Real-time ON
Sensor9,bom,87.1967,87.2368,0.040071,ten,Real-time ON
Sensor9,bom,88.1973,88.2367,0.0393183,ten,Real-time ON
Sensor9,bom,89.1978,89.2367,0.0388523,ten,Real-time ON
Sensor9,bom,90.1982,90.2367,0.0384491,ten,Real-time ON
Sensor9,bom,91.1977,91.2366,0.038919,ten,Real-time ON
Sensor9,bom,92.1985,92.2366,0.0381278,ten,Real-time ON
