Tref:,1514236968,0.359885,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
4,bad,true,191.542,191.471,0.0704697
0,bad,false,197.642,197.547,0.0947904
3,bad,false,201.342,201.264,0.0774307
4,medium,false,202.142,202.07,0.0717248
1,medium,false,204.442,204.353,0.0890197
2,medium,false,209.442,209.358,0.0831407
0,medium,false,209.642,209.547,0.0947554
3,medium,false,216.342,216.264,0.0775008
4,bad,true,217.142,217.07,0.0717756
1,bad,false,218.442,218.353,0.0891575
2,bad,false,223.442,223.358,0.0832718
0,bad,true,223.642,223.547,0.0948639
4,bad,false,227.842,227.77,0.0718359
1,bad,false,230.442,230.353,0.0888823
0,medium,false,234.242,234.147,0.094914
3,medium,false,235.342,235.264,0.0775779
2,bad,true,239.442,239.359,0.0829062
0,bad,true,245.742,245.647,0.0948602
1,bad,false,246.442,246.353,0.0889185
3,bad,false,247.342,247.264,0.0774835
4,bad,false,248.842,248.77,0.0716181
2,bad,false,250.542,250.458,0.0833175
0,medium,false,256.442,256.347,0.0948275
4,bad,true,261.342,261.27,0.0716688
1,bad,false,262.942,262.853,0.0889353
2,bad,true,263.042,262.959,0.0821405
3,bad,false,267.342,267.264,0.0773267
0,bad,true,268.942,268.847,0.0947622
4,bad,false,271.642,271.57,0.0714153
2,bad,false,273.742,273.659,0.0831634
1,bad,false,277.942,277.853,0.0891431
3,bad,false,279.842,279.764,0.0774466
0,medium,false,280.542,280.447,0.0949668
2,medium,false,290.742,290.658,0.0832044
1,bad,true,291.442,291.353,0.0890445
4,bad,true,292.642,292.57,0.0716818
0,bad,true,299.542,299.447,0.0949263
1,bad,false,301.842,301.753,0.0890391
2,bad,true,303.742,303.658,0.0832903
4,bad,false,303.942,303.87,0.0717793
3,bad,true,308.842,308.764,0.0773905
0,bad,false,310.742,310.647,0.0950258
2,bad,false,314.842,314.759,0.0831656
4,bad,false,316.942,316.87,0.0717192
1,bad,true,318.842,318.753,0.0890841
3,bad,false,319.742,319.664,0.0772068
0,bad,false,322.742,322.647,0.0948794
1,medium,false,329.442,329.353,0.0889805
2,medium,false,331.842,331.758,0.0833152
4,medium,false,331.942,331.871,0.0705969
3,bad,true,333.242,333.164,0.0776747
0,bad,true,338.742,338.647,0.0948044
3,bad,false,343.742,343.664,0.0774816
4,bad,false,346.942,346.87,0.0717815
1,bad,false,348.442,348.353,0.0890134
0,medium,false,349.142,349.047,0.094991
2,bad,true,351.342,351.258,0.083275
3,bad,true,358.742,358.664,0.0773431
1,bad,false,360.442,360.353,0.0890196
2,bad,false,362.042,361.958,0.0833414
0,bad,false,362.142,362.048,0.0939572
3,medium,false,369.842,369.764,0.077374
4,bad,true,372.942,372.87,0.071767
0,bad,true,377.642,377.547,0.0948364
1,bad,true,382.442,382.353,0.0889962
4,bad,false,383.542,383.47,0.0716099
3,bad,true,385.342,385.264,0.0774989
2,bad,true,388.042,387.958,0.0830598
0,bad,false,388.442,388.347,0.0949232
1,bad,false,393.442,393.353,0.0890184
3,bad,false,396.042,395.964,0.078184
4,bad,true,396.042,395.97,0.0724487
2,bad,false,399.042,398.959,0.0831656
0,bad,false,402.442,402.347,0.094792
4,medium,false,406.942,406.87,0.0716143
1,bad,true,408.442,408.353,0.0889819
3,bad,true,410.042,409.964,0.0773035
2,bad,true,413.042,412.958,0.083204
0,bad,false,417.442,417.347,0.0948892
1,bad,false,418.842,418.752,0.0891464
3,bad,false,421.142,421.064,0.0775416
2,medium,false,423.642,423.558,0.0832229
4,bad,true,424.942,424.87,0.0718691
0,bad,false,434.442,434.347,0.0946869
4,medium,false,436.042,435.97,0.0718132
1,bad,true,436.842,436.753,0.089114
3,bad,false,437.142,437.064,0.0776239
2,bad,false,438.642,438.558,0.0831425
0,bad,true,447.442,447.347,0.0948726
1,bad,false,448.441,448.352,0.088967
3,bad,true,449.642,449.565,0.0769034
4,bad,true,451.042,450.97,0.0718196
2,bad,false,452.142,452.058,0.0833873
0,bad,false,458.342,458.247,0.0948348
3,bad,false,460.542,460.465,0.0772774
4,medium,false,461.642,461.57,0.0711409
1,bad,true,461.943,461.853,0.089854
2,bad,false,467.143,467.058,0.0842161
0,bad,true,472.342,472.247,0.0948617
1,bad,false,472.442,472.354,0.0879614
3,bad,false,473.542,473.464,0.0773317
4,bad,true,474.142,474.07,0.0719799
2,bad,false,480.641,480.558,0.0830761
0,bad,false,483.142,483.047,0.0948708
4,medium,false,484.542,484.47,0.071633
1,good,false,485.442,485.353,0.0889981
3,medium,false,489.542,489.464,0.0775296
0,medium,false,498.142,498.047,0.0948715
2,medium,false,498.642,498.558,0.0831345
3,bad,true,503.542,503.467,0.0758079
1,bad,true,506.442,506.352,0.0900321
0,bad,true,510.641,510.547,0.0946322
2,bad,false,512.642,512.558,0.0831136
3,bad,false,514.442,514.364,0.0774926
1,bad,false,517.642,517.553,0.0887675
4,bad,false,519.542,519.47,0.0715163
0,medium,false,521.742,521.647,0.0947564
2,bad,false,527.641,527.56,0.081741
3,medium,false,527.942,527.865,0.0762666
1,medium,false,531.642,531.553,0.0891276
4,medium,false,532.042,531.97,0.0716708
0,bad,true,538.242,538.147,0.0949117
3,bad,true,543.942,543.864,0.0773427
2,bad,false,544.642,544.558,0.0832578
1,bad,true,545.642,545.552,0.089239
4,bad,false,547.042,546.97,0.0712928
0,bad,false,549.042,548.948,0.0938092
3,bad,false,554.442,554.364,0.0775556
1,medium,false,557.142,557.053,0.088937
0,bad,true,565.042,564.947,0.0947817
3,bad,true,566.942,566.864,0.0773309
4,bad,false,567.042,566.971,0.0704017
2,bad,true,572.642,572.558,0.0830905
0,bad,false,576.443,576.347,0.0965543
1,bad,false,577.141,577.052,0.0891174
3,bad,false,577.342,577.264,0.077463
2,medium,false,583.242,583.158,0.0832975
4,bad,true,584.042,583.97,0.0716551
1,bad,false,588.642,588.553,0.089239
0,bad,false,588.942,588.847,0.0948528
4,medium,false,594.542,594.47,0.0718508
3,bad,true,595.342,595.264,0.0775623
