Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s)
Sensor1,ruim,520093,520232,0.138895
Sensor1,ruim,520853,520996,0.14244
Sensor1,ruim,521612,521749,0.13692
Sensor1,ruim,522373,522515,0.141706
Sensor1,ruim,523129,523266,0.136476
Sensor1,ruim,523886,524027,0.141058
Sensor1,ruim,524648,524788,0.139508
Sensor1,ruim,525408,525553,0.14445
Sensor1,ruim,526185,526323,0.138515
Sensor1,ruim,526948,527093,0.145008
Sensor1,ruim,527714,527.85,0.136377
Sensor1,ruim,528483,528622,0.139567
Sensor1,ruim,529247,529381,0.133932
Sensor1,ruim,530008,530146,0.138152
Sensor1,ruim,530763,530902,0.13868
Sensor1,ruim,531526,531662,0.136427
Sensor1,ruim,532281,532414,0.133749
Sensor1,ruim,533028,533163,0.134496
Sensor1,ruim,533782,533.92,0.138175
Sensor1,medio,534.54,534683,0.142579
Sensor1,medio,535305,535437,0.131692
Sensor1,medio,536055,536195,0.139294
Sensor1,medio,536811,536944,0.133058
Sensor1,ruim,538325,538463,0.137724
Sensor1,ruim,539082,539221,0.138736
Sensor1,ruim,539838,539974,0.135367
Sensor1,ruim,540595,540.73,0.13484
Sensor1,ruim,541355,541494,0.139821
Sensor1,ruim,542123,542262,0.13857
Sensor1,ruim,542874,543011,0.137441
Sensor1,ruim,544.41,544552,0.142453
Sensor1,ruim,545984,546127,0.142487
Sensor1,ruim,547547,547685,0.137725
Sensor1,ruim,549082,549228,0.146309
Sensor1,ruim,550649,550793,0.144243
Sensor1,ruim,552219,552.37,0.151121
Sensor1,ruim,553786,553923,0.136967
Sensor1,ruim,554551,554.69,0.138241
Sensor2,medio,50889,50.9744,0.085395
Sensor2,medio,51.9041,51.9907,0.0866207
Sensor2,ruim,52.9141,52.9974,0.0833547
Sensor2,ruim,53.4112,53.4777,0.0664556
Sensor2,medio,53.8903,53.9736,0.0832453
Sensor2,medio,54.3982,54.4848,0.0865738
Sensor2,medio,54.9004,54.9856,0.0851624
Sensor2,medio,55.3961,55482,0.085917
Sensor2,medio,55.8974,55.9842,0.0868276
Sensor2,medio,56.4023,56.4854,0.0830279
Sensor2,medio,56.9016,56991,0.0893699
Sensor2,medio,57.4109,57495,0.0840803
Sensor2,medio,57911,58.0001,0.0890585
Sensor2,medio,58.4111,58.5032,0.0921479
Sensor2,medio,58.9197,59.0022,0.0825664
Sensor2,medio,59.4302,59.5053,0.0751675
Sensor2,medio,59.9005,59.9886,0.0881525
Sensor2,medio,60.3977,60.4839,0.0862583
Sensor2,medio,60894,60.9806,0.0866269
Sensor2,medio,61.4014,61.4831,0.0817116
Sensor2,medio,61.9011,61.9851,0.0839674
Sensor2,medio,62.3998,62.4822,0.0824371
Sensor2,medio,62.8985,62.9798,0.0813126
Sensor2,medio,63.3989,63.4806,0.0817034
Sensor2,medio,63.8996,63.9831,0.083522
Sensor2,medio,64.4027,64.4842,0.0814536
Sensor2,medio,64.9127,64.9869,0.0742334
Sensor2,medio,65.4123,65488,0.0757286
Sensor2,medio,65913,65.9883,0.0753172
Sensor2,medio,66.4135,66.4898,0.0763202
Sensor2,medio,66.9082,66.9883,0.0801054
Sensor2,medio,67.4132,67.49,0.0767741
Sensor2,medio,67.9142,67.9852,0.0709608
Sensor2,medio,68.4093,68.4893,0.0799495
Sensor2,medio,68.9233,68.9966,0.0732942
Sensor2,medio,69421,69.4998,0.0788328
Sensor2,medio,69.93,70.0105,0.0804381
Sensor2,medio,70.4551,70.5281,0.0729824
Sensor2,medio,70.9313,70.9864,0.0551621
Sensor2,medio,71.4129,71.4874,0.0745299
Sensor2,ruim,71911,71.9873,0.0762759
Sensor2,ruim,72.4153,72.4883,0.0730493
Sensor2,medio,72913,72.9864,0.0733544
Sensor2,medio,73.4132,73.4875,0.074301
Sensor2,ruim,73917,73.9906,0.0736696
Sensor2,ruim,74.0187,74.0923,0.073609
Sensor2,ruim,74.1192,74.1969,0.0776998
Sensor2,ruim,74223,74.2901,0.0670587
Sensor2,ruim,74.3183,74391,0.0726879
Sensor2,ruim,74419,74.4883,0.0693606
Sensor2,ruim,74.5142,74589,0.0748022
Sensor2,ruim,74.6142,74.6934,0.0791509
Sensor2,ruim,74.7197,74.7891,0.0694228
Sensor2,ruim,74.8162,74.8931,0.0769472
Sensor2,ruim,74.9189,74.9909,0.0720046
Sensor2,ruim,75.0174,75.0894,0.0720407
Sensor2,ruim,75.1149,75.1934,0.0785844
Sensor2,ruim,75.2194,75.2907,0.0712988
Sensor2,ruim,75.3168,75387,0.0701657
Sensor2,ruim,75.4145,75.4886,0.0740944
Sensor2,ruim,75.5154,75.5908,0.0754127
Sensor2,ruim,75.6178,75.6956,0.0778478
Sensor2,ruim,75723,75.7887,0.0657775
Sensor2,ruim,75.8175,75.8927,0.0752326
Sensor2,ruim,75.9177,75.9876,0.0698824
Sensor2,ruim,76014,76.0891,0.0750602
Sensor2,ruim,76.1135,76.1926,0.0790765
Sensor2,ruim,76.2196,76288,0.068445
Sensor2,ruim,76.3163,76.3904,0.0741379
Sensor2,ruim,76.4178,76.4912,0.0733465
Sensor2,ruim,76.5163,76.5911,0.0747198
Sensor2,ruim,76.6168,76.6921,0.075272
Sensor2,ruim,76.7264,76.7961,0.0697418
Sensor2,ruim,76.8313,76.9001,0.0688564
Sensor2,medio,76.9339,76.9976,0.0637365
Sensor2,medio,77.4283,77.4961,0.0677226
Sensor2,medio,77.9291,77.9932,0.0641437
Sensor2,medio,78.4253,78.4937,0.0684267
Sensor2,medio,78.9519,79.0114,0.0595587
Sensor2,medio,79.4354,79.5028,0.067476
Sensor2,medio,79944,79.9991,0.0550704
Sensor2,medio,80.4474,80.5158,0.0684294
Sensor2,medio,81.0133,81.0818,0.0685125
Sensor2,medio,81.5458,81.5987,0.0528552
Sensor2,medio,81.9919,82.0452,0.0532903
Sensor2,medio,82425,82497,0.0720357
Sensor2,medio,82.9267,82.9933,0.0666126
Sensor2,medio,83.4266,83.4926,0.0660108
Sensor2,medio,83.9265,83.9926,0.0660883
Sensor2,medio,84.4247,84494,0.0693354
Sensor2,medio,84.9272,84.9945,0.0672586
Sensor2,medio,85.4597,85.5148,0.0551329
Sensor2,medio,85.9388,86.0025,0.0637085
Sensor2,medio,86.9385,86.9998,0.0613411
Sensor2,medio,87.9837,88.0482,0.0645399
Sensor2,medio,89018,89.0765,0.0585232
Sensor2,medio,90.1574,90228,0.070617
Sensor2,medio,91212,91.2678,0.0558018
Sensor2,medio,92.1576,92.2118,0.0542549
Sensor2,medio,93.0995,93.1545,0.0550033
Sensor2,medio,94.1686,94.2275,0.0589664
Sensor2,medio,95.2,95.2598,0.0598637
Sensor2,medio,96.2801,96346,0.0658941
Sensor2,medio,97.5239,97579,0.0550867
Sensor2,medio,98.5476,98.6035,0.0559236
Sensor2,medio,99.5664,99.6254,0.0589532
Sensor2,ruim,100601,100663,0.0617937
Sensor2,ruim,101715,101773,0.0581811
Sensor2,ruim,102871,102.93,0.0590002
Sensor2,ruim,104002,104062,0.0601777
Sensor2,ruim,105221,105289,0.068096
Sensor2,ruim,106.55,106.61,0.0594186
Sensor2,medio,107671,107729,0.0583332
Sensor2,medio,108.77,108828,0.0574616
Sensor2,medio,109.88,109936,0.0551889
Sensor2,medio,110982,111045,0.0626979
Sensor2,medio,112205,112264,0.0588797
Sensor2,medio,113403,113468,0.0650356
Sensor2,medio,114806,114.88,0.0747294
Sensor2,medio,116023,116081,0.0582718
Sensor2,medio,117204,117263,0.058575
Sensor2,medio,118384,118443,0.0596418
Sensor2,medio,119627,119688,0.0615958
Sensor2,medio,120264,120323,0.0589507
Sensor2,medio,120895,120954,0.0591253
Sensor2,medio,121.53,121589,0.0587375
Sensor2,medio,122165,122223,0.0579538
Sensor2,medio,122805,122864,0.0582786
Sensor2,medio,123428,123487,0.058466
Sensor2,medio,124113,124188,0.0751219
Sensor2,medio,124845,124922,0.0771437
Sensor2,medio,125614,125669,0.0552752
Sensor2,medio,126235,126294,0.0592137
Sensor2,medio,126873,126932,0.0585512
Sensor2,medio,127507,127.57,0.0633124
Sensor2,medio,128149,128208,0.0596671
Sensor2,medio,128782,128843,0.0607799
Sensor2,medio,129419,129.48,0.0607069
Sensor2,medio,130059,130123,0.0640276
Sensor2,medio,130711,130773,0.0620956
Sensor2,ruim,131.35,131409,0.0582469
Sensor2,ruim,132036,132098,0.0612959
Sensor2,medio,132719,132779,0.0600676
Sensor2,medio,133407,133466,0.0592729
Sensor2,medio,134.08,134.14,0.0602626
Sensor2,medio,134814,134.88,0.0656073
Sensor2,medio,135541,135602,0.0614498
Sensor2,medio,136252,136321,0.0696265
Sensor2,medio,137075,137151,0.0757125
Sensor2,medio,137843,137902,0.0590926
Sensor2,medio,138522,138581,0.0597722
Sensor2,medio,139.21,139268,0.0581115
Sensor2,medio,139888,139947,0.0585062
Sensor2,medio,140583,140.64,0.0571318
Sensor2,ruim,141256,141319,0.0621414
Sensor2,ruim,141395,141459,0.064358
Sensor2,ruim,141.54,141597,0.0571665
Sensor2,ruim,141671,141729,0.0578376
Sensor2,ruim,141803,141866,0.0628218
Sensor2,ruim,141946,142007,0.0613153
Sensor2,ruim,142083,142145,0.0611409
Sensor2,ruim,142227,142285,0.0578332
Sensor2,ruim,142366,142422,0.056522
Sensor2,ruim,142502,142566,0.0641093
Sensor2,ruim,142653,142712,0.0589428
Sensor2,ruim,142795,142858,0.0623174
Sensor2,ruim,142943,143012,0.0684438
Sensor2,ruim,143099,143164,0.0650324
Sensor2,ruim,143255,143322,0.0667729
Sensor2,ruim,143405,143461,0.0566891
Sensor2,ruim,143543,143604,0.0615777
Sensor2,ruim,143693,143751,0.0578137
Sensor2,ruim,143.83,143881,0.0513008
Sensor2,ruim,143964,144026,0.0618928
Sensor2,ruim,144114,144176,0.0616213
Sensor2,ruim,144.26,144323,0.0632048
Sensor2,ruim,144.41,144.47,0.0596548
Sensor2,ruim,144551,144611,0.0606323
Sensor2,ruim,144692,144758,0.0659069
Sensor2,ruim,144846,144905,0.0592283
Sensor2,ruim,144991,145052,0.0616113
Sensor2,ruim,145144,145215,0.070354
Sensor2,ruim,145305,145373,0.0688038
Sensor2,ruim,145465,145543,0.0776137
Sensor2,medio,145633,145703,0.0700352
Sensor2,medio,146496,146573,0.0768306
Sensor2,medio,147243,147307,0.0634051
Sensor2,medio,147966,148028,0.0616351
Sensor2,medio,148.68,148746,0.0660811
Sensor2,medio,149414,149474,0.0602676
Sensor2,medio,150.14,150203,0.0627421
Sensor2,medio,150895,150.96,0.064494
Sensor2,medio,151674,151.74,0.0664909
Sensor2,medio,152445,152513,0.0677786
Sensor2,medio,153238,153306,0.0678653
Sensor2,medio,154.03,154097,0.0670772
Sensor2,medio,154825,154891,0.065885
Sensor2,medio,155.6,155.66,0.0598772
Sensor2,medio,156346,156408,0.0621845
Sensor2,medio,157108,157174,0.0657809
Sensor2,medio,157862,157928,0.0655548
Sensor2,medio,158628,158693,0.0649441
Sensor2,medio,159381,159443,0.062431
Sensor2,medio,160116,160179,0.0629679
Sensor2,medio,160868,160933,0.0643053
Sensor2,medio,161625,161689,0.0645173
Sensor2,medio,162363,162428,0.0647198
Sensor2,medio,163102,163161,0.0583612
Sensor2,medio,163839,163901,0.0621008
Sensor2,medio,164582,164.64,0.0584881
Sensor2,medio,165308,165.37,0.0621983
Sensor2,medio,166054,166111,0.0568738
Sensor2,medio,166784,166843,0.0587062
Sensor2,medio,167518,167575,0.057202
Sensor2,medio,168242,168306,0.0637725
Sensor2,medio,168.98,169039,0.0591472
Sensor2,medio,169714,169776,0.0614101
Sensor2,medio,170448,170512,0.0631544
Sensor2,medio,171201,171263,0.0613715
Sensor2,medio,171967,172029,0.0617745
Sensor2,medio,172703,172766,0.0625646
Sensor2,ruim,173478,173.54,0.0619918
Sensor2,medio,174238,174303,0.065513
Sensor2,medio,174995,175057,0.0613996
Sensor2,medio,175748,175814,0.0658695
Sensor2,medio,176504,176565,0.0616361
Sensor2,medio,177247,177311,0.0638271
Sensor2,medio,178001,178064,0.0626811
Sensor2,medio,178769,178834,0.0651755
Sensor2,medio,179535,179597,0.0624148
Sensor2,medio,180277,180339,0.0623835
Sensor2,medio,181023,181082,0.0592396
Sensor2,medio,181759,181825,0.0653751
Sensor2,medio,182517,182576,0.0596571
Sensor2,medio,183249,183311,0.0624003
Sensor2,medio,183999,184.06,0.060846
Sensor2,medio,184739,184.8,0.0608247
Sensor2,medio,185488,185554,0.066149
Sensor2,medio,186256,186.32,0.0644428
Sensor2,medio,187026,187092,0.0654993
Sensor2,medio,187789,187852,0.063038
Sensor2,medio,188555,188619,0.0643161
Sensor2,medio,190086,190149,0.0634406
Sensor2,medio,191615,191681,0.0666572
Sensor2,medio,193155,193216,0.0607338
Sensor2,medio,194.67,194729,0.0592748
Sensor2,medio,196156,196213,0.0573022
Sensor2,medio,197639,197698,0.0592736
Sensor2,medio,199107,199165,0.0580312
Sensor2,medio,200595,200656,0.0613676
Sensor2,medio,202101,202162,0.0616809
Sensor2,medio,203.61,203672,0.0618894
Sensor2,medio,205127,205188,0.0615489
Sensor2,medio,206656,206716,0.060099
Sensor2,medio,208166,208228,0.0616992
Sensor2,medio,209639,209701,0.0622839
Sensor2,medio,211111,211175,0.0638651
Sensor2,medio,212588,212647,0.0588766
Sensor2,medio,214045,214105,0.0599786
Sensor2,medio,215518,215578,0.0606345
Sensor2,medio,216993,217054,0.0604552
Sensor2,medio,218456,218516,0.0597335
Sensor2,medio,219926,219988,0.0622637
Sensor2,medio,221388,221448,0.0597957
Sensor2,medio,222863,222924,0.0608509
Sensor2,medio,224324,224388,0.0642341
Sensor2,medio,225.8,225864,0.0640858
Sensor2,medio,227285,227344,0.0595128
Sensor2,medio,228757,228818,0.0605663
Sensor2,medio,230216,230279,0.0623147
Sensor2,medio,231685,231744,0.0583358
Sensor2,medio,233162,233227,0.0648372
Sensor2,medio,234649,234715,0.0659667
Sensor2,medio,236147,236206,0.0594541
Sensor2,medio,237624,237682,0.0580567
Sensor2,bom,239089,239146,0.0579432
Sensor2,bom,240545,240605,0.0592738
Sensor2,bom,242024,242082,0.057913
Sensor2,bom,243487,243547,0.0594254
Sensor2,bom,244954,245016,0.0615541
Sensor2,bom,246413,246472,0.0596447
Sensor2,bom,247889,247952,0.0627219
Sensor2,bom,249353,249415,0.0617295
Sensor2,bom,250.83,250891,0.0612053
Sensor2,bom,252.3,252358,0.0584833
Sensor2,bom,253.77,253.83,0.0601109
Sensor2,bom,255246,255306,0.0599534
Sensor2,bom,256705,256763,0.0585038
Sensor2,bom,258159,258219,0.0593584
Sensor2,bom,259628,259689,0.0614835
Sensor2,bom,261111,261175,0.0638265
Sensor2,bom,262615,262679,0.0633109
Sensor2,bom,264092,264154,0.0626387
Sensor2,bom,265588,265.65,0.0622294
Sensor2,bom,267069,267131,0.0622147
Sensor2,bom,268552,268612,0.0594336
Sensor2,bom,270016,270075,0.0581445
Sensor2,bom,271502,271561,0.0591057
Sensor2,bom,272958,273023,0.064606
Sensor2,bom,274462,274524,0.0628879
Sensor2,medio,275976,276041,0.0656259
Sensor2,medio,277483,277545,0.0613665
Sensor2,medio,278965,279025,0.0600413
Sensor2,medio,280444,280507,0.0630789
Sensor2,medio,281921,281981,0.0598654
Sensor2,medio,283398,283459,0.0606449
Sensor2,medio,284.9,284963,0.0628521
Sensor2,medio,286398,286466,0.0680131
Sensor2,medio,287924,287986,0.0622451
Sensor2,medio,288672,288732,0.0599422
Sensor2,medio,289414,289473,0.0593008
Sensor2,medio,290152,290212,0.0598684
Sensor2,medio,290896,290955,0.0588731
Sensor2,medio,291628,291687,0.0586721
Sensor2,medio,292362,292425,0.0625131
Sensor2,medio,293092,293154,0.0621503
Sensor2,medio,293842,293902,0.0598412
Sensor2,medio,294595,294654,0.0597056
Sensor2,medio,295332,295392,0.0605311
Sensor2,medio,296068,296127,0.0585342
Sensor2,medio,296802,296865,0.0634081
Sensor2,medio,297547,297605,0.0581974
Sensor2,medio,298294,298355,0.0609134
Sensor2,medio,299057,299118,0.0609446
Sensor2,medio,299801,299.86,0.0589461
Sensor2,medio,300544,300604,0.0600104
Sensor2,medio,301279,301337,0.0580371
Sensor2,medio,302015,302076,0.0615108
Sensor2,medio,302776,302834,0.0585959
Sensor2,medio,303532,303592,0.0602953
Sensor2,medio,304278,304337,0.0585593
Sensor2,medio,305021,305081,0.0597583
Sensor2,medio,305767,305828,0.0606096
Sensor2,medio,306.54,306604,0.0642603
Sensor2,medio,307304,307.37,0.0655918
Sensor2,medio,308081,308147,0.0656398
Sensor2,medio,309657,309726,0.0685132
Sensor2,medio,311236,311302,0.0661147
Sensor2,medio,312758,312826,0.0672179
Sensor2,medio,314282,314346,0.0648987
Sensor2,medio,315.84,315908,0.0676741
Sensor2,medio,317398,317467,0.0691986
Sensor2,medio,318999,319066,0.0675346
Sensor2,medio,320591,320661,0.0703637
Sensor2,medio,322197,322264,0.0666894
Sensor2,ruim,323765,323831,0.0655807
Sensor2,medio,325322,325387,0.0655973
Sensor2,medio,326857,326923,0.0657798
Sensor2,medio,328349,328417,0.0680595
Sensor2,medio,329841,329.91,0.0691526
Sensor2,medio,331339,331405,0.0662627
Sensor2,medio,332857,332923,0.0666936
Sensor2,medio,334363,334.43,0.0667033
Sensor2,ruim,335954,336023,0.0693432
Sensor2,ruim,337545,337611,0.0653257
Sensor2,ruim,339116,339181,0.065009
Sensor2,ruim,340709,340783,0.073773
Sensor2,ruim,342278,342343,0.0652639
Sensor2,ruim,343052,343117,0.0645824
Sensor2,ruim,343812,343875,0.0632399
Sensor2,ruim,344574,344639,0.0652012
Sensor2,medio,345348,345411,0.0634148
Sensor2,medio,346099,346166,0.0671544
Sensor2,medio,346858,346.92,0.061785
Sensor2,medio,347613,347677,0.0633115
Sensor2,medio,348372,348435,0.0627796
Sensor2,medio,349122,349185,0.0634128
Sensor2,medio,349878,349942,0.0640014
Sensor2,medio,350633,350695,0.0624621
Sensor2,medio,351373,351434,0.0614006
Sensor2,medio,352118,352.18,0.0626128
Sensor2,medio,352868,352.93,0.0618997
Sensor2,medio,353.62,353684,0.0633164
Sensor2,medio,354368,354431,0.0623151
Sensor2,medio,355122,355186,0.0639664
Sensor2,medio,355897,355958,0.0617222
Sensor2,medio,356671,356737,0.0659369
Sensor2,medio,357452,357516,0.0640167
Sensor2,medio,358217,358282,0.0647513
Sensor2,medio,358986,359048,0.0613911
Sensor2,medio,359.74,359805,0.0648737
Sensor2,medio,360511,360576,0.0651482
Sensor2,medio,361276,361343,0.0674286
Sensor2,medio,362052,362116,0.0643396
Sensor2,medio,362834,362902,0.067381
Sensor2,medio,363622,363687,0.0650541
Sensor2,medio,364399,364467,0.0677385
Sensor2,medio,365158,365227,0.0683328
Sensor2,medio,365916,365982,0.066645
Sensor2,medio,366673,366.74,0.0673535
Sensor2,medio,367.44,367506,0.0662781
Sensor2,medio,368206,368271,0.0652995
Sensor2,medio,368974,369039,0.0650271
Sensor2,medio,369729,369794,0.0657772
Sensor2,medio,370497,370564,0.0670276
Sensor2,medio,371272,371336,0.0634835
Sensor2,medio,372035,372102,0.0675449
Sensor2,medio,372808,372872,0.0649296
Sensor2,medio,373561,373627,0.0658941
Sensor2,medio,374316,374.38,0.0643066
Sensor2,medio,375057,375121,0.0648358
Sensor2,medio,375813,375876,0.0630105
Sensor2,medio,376.56,376623,0.0624702
Sensor2,medio,377306,377.37,0.0637371
Sensor2,medio,378059,378123,0.0642008
Sensor2,medio,378806,378.87,0.063337
Sensor2,medio,379548,379.61,0.062215
Sensor2,medio,380308,380372,0.0640867
Sensor2,medio,381076,381138,0.06274
Sensor2,medio,381835,381898,0.0634305
Sensor2,medio,382588,382655,0.0662357
Sensor2,medio,383318,383.38,0.0620419
Sensor2,medio,384076,384142,0.0664641
Sensor2,ruim,384841,384909,0.0685602
Sensor2,medio,385.64,385708,0.0677643
Sensor2,ruim,386437,386505,0.0680714
Sensor2,medio,387241,387.31,0.0695899
Sensor2,medio,388016,388081,0.0652843
Sensor2,medio,388787,388852,0.0653137
Sensor2,medio,389548,389.62,0.0716559
Sensor2,medio,390.33,390399,0.0684697
Sensor2,medio,391098,391163,0.0651755
Sensor2,medio,391859,391927,0.0676887
Sensor2,medio,392626,392.69,0.0644417
Sensor2,medio,393389,393456,0.0673783
Sensor2,ruim,394142,394205,0.0634311
Sensor2,ruim,394299,394363,0.0638368
Sensor2,ruim,394454,394515,0.0602882
Sensor2,ruim,394605,394665,0.0592768
Sensor2,ruim,394755,394815,0.0603293
Sensor2,ruim,394909,394973,0.0638055
Sensor2,ruim,395065,395125,0.0607221
Sensor2,ruim,395214,395272,0.0575779
Sensor2,ruim,395366,395426,0.0595741
Sensor2,ruim,395513,395572,0.0587444
Sensor2,ruim,395663,395725,0.0622302
Sensor2,ruim,395814,395876,0.061724
Sensor2,ruim,395966,396024,0.0580712
Sensor2,ruim,396111,396168,0.0566534
Sensor2,ruim,396258,396319,0.0611158
Sensor2,ruim,396415,396481,0.0658462
Sensor2,ruim,396568,396.63,0.0619982
Sensor2,ruim,396719,396782,0.0624224
Sensor2,ruim,396869,396929,0.0604559
Sensor2,ruim,397015,397072,0.0575935
Sensor2,ruim,397165,397227,0.0617691
Sensor2,ruim,397317,397378,0.0612302
Sensor2,ruim,397468,397527,0.0581202
Sensor2,ruim,397615,397674,0.0584359
Sensor2,ruim,397762,397825,0.0632534
Sensor2,ruim,397.92,397986,0.0661252
Sensor2,ruim,398074,398133,0.0584167
Sensor2,ruim,398218,398279,0.0602942
Sensor2,ruim,398369,398428,0.0594186
Sensor2,ruim,398516,398574,0.0580729
Sensor2,ruim,398665,398726,0.0606452
Sensor2,ruim,398818,398879,0.0606561
Sensor2,ruim,398968,399026,0.058719
Sensor2,ruim,399117,399174,0.0575744
Sensor2,ruim,399262,399325,0.062647
Sensor2,medio,399419,399485,0.0662469
Sensor2,medio,400164,400224,0.0606005
Sensor2,medio,400905,400.97,0.0650158
Sensor2,medio,401.64,401701,0.0615593
Sensor2,medio,402.38,402444,0.0647894
Sensor2,medio,403129,403.19,0.0612802
Sensor2,medio,403867,403932,0.0658162
Sensor2,medio,404607,404666,0.0590502
Sensor2,medio,405341,405406,0.0655838
Sensor2,medio,406.08,406139,0.0592288
Sensor2,medio,406819,406881,0.0617103
Sensor2,medio,407555,407618,0.0625037
Sensor2,medio,408327,408392,0.0655841
Sensor2,medio,409075,409138,0.0629786
Sensor2,medio,409.83,409898,0.0675801
Sensor2,medio,410587,410653,0.0658897
Sensor2,medio,411348,411415,0.0677486
Sensor2,medio,412105,412172,0.0671356
Sensor2,medio,412877,412942,0.0654961
Sensor2,medio,413628,413696,0.0679284
Sensor2,medio,414381,414444,0.0622182
Sensor2,medio,415105,415167,0.0617921
Sensor2,medio,415841,415901,0.0609515
Sensor2,medio,416.57,416636,0.0652814
Sensor2,medio,417328,417397,0.0682969
Sensor2,medio,418093,418161,0.0676476
Sensor2,medio,418.86,418928,0.0682101
Sensor2,medio,419613,419676,0.063486
Sensor2,medio,420371,420437,0.0662046
Sensor2,medio,421116,421181,0.0656802
Sensor2,medio,421879,421944,0.0643412
Sensor2,medio,422624,422688,0.0639974
Sensor2,medio,423372,423442,0.0701324
Sensor2,medio,424124,424194,0.0703058
Sensor2,medio,424895,424963,0.0678363
Sensor2,medio,425.67,425738,0.0677051
Sensor2,medio,426457,426526,0.0692239
Sensor2,medio,427224,427291,0.0669991
Sensor2,medio,428021,428087,0.0656375
Sensor2,medio,428805,428876,0.0713258
Sensor2,medio,429605,429677,0.0725438
Sensor2,medio,430401,430471,0.070261
Sensor2,medio,431182,431249,0.0672219
Sensor2,medio,431955,432021,0.0658456
Sensor2,medio,432737,432803,0.0659576
Sensor2,medio,433501,433572,0.0706296
Sensor2,medio,434295,434365,0.0698166
Sensor2,medio,435094,435162,0.0686968
Sensor2,medio,435882,435952,0.0700262
Sensor2,medio,436673,436743,0.0701619
Sensor2,medio,437456,437525,0.0686883
Sensor2,medio,438233,438.3,0.0671233
Sensor2,medio,439.01,439079,0.0689202
Sensor2,medio,439785,439852,0.0675855
Sensor2,medio,440567,440634,0.0668517
Sensor2,medio,441352,441.42,0.0673218
Sensor2,medio,442141,442214,0.0727299
Sensor2,medio,442932,443002,0.0706218
Sensor2,medio,443725,443793,0.0686002
Sensor2,medio,445304,445376,0.0715466
Sensor2,medio,446854,446919,0.0653355
Sensor2,ruim,448.38,448447,0.0668189
Sensor2,ruim,449935,450003,0.0684006
Sensor2,ruim,451496,451565,0.0692741
Sensor2,ruim,453039,453107,0.0680084
Sensor2,medio,454547,454.61,0.0625328
Sensor2,medio,456071,456.14,0.0682577
Sensor2,medio,457.6,457668,0.0681809
Sensor2,medio,459249,459316,0.0675105
Sensor2,medio,460037,460101,0.0633209
Sensor2,medio,460854,460926,0.0718923
Sensor2,medio,461622,461693,0.0717496
Sensor2,medio,462384,462.45,0.0659602
Sensor2,medio,463122,463181,0.0591813
Sensor2,medio,463877,463942,0.0644626
Sensor2,medio,464621,464683,0.0614112
Sensor2,medio,465382,465443,0.0615631
Sensor2,medio,466112,466174,0.06148
Sensor2,medio,466866,466932,0.0660092
Sensor2,medio,467.63,467693,0.0628168
Sensor2,medio,468385,468452,0.0674218
Sensor2,medio,469144,469205,0.0605447
Sensor2,medio,469.89,469953,0.0630283
Sensor2,medio,470636,470.7,0.0636436
Sensor2,medio,471394,471454,0.0593702
Sensor2,medio,472129,472194,0.0648971
Sensor2,ruim,472879,472945,0.0655539
Sensor2,medio,473644,473708,0.0641677
Sensor2,ruim,474394,474457,0.0622506
Sensor2,medio,475142,475208,0.0657816
Sensor2,ruim,475892,475955,0.0626141
Sensor2,medio,476651,476719,0.0671081
Sensor2,medio,477404,477465,0.060591
Sensor2,medio,478134,478197,0.0628891
Sensor2,medio,478.86,478922,0.0614986
Sensor2,medio,479595,479.66,0.0646469
Sensor2,medio,480334,480395,0.0614798
Sensor2,medio,481072,481136,0.0632614
Sensor2,medio,481785,481847,0.0623446
Sensor2,medio,482518,482581,0.0624338
Sensor2,medio,483252,483315,0.0629875
Sensor2,medio,483983,484047,0.0639806
Sensor2,medio,484.72,484779,0.0586424
Sensor2,medio,486192,486252,0.0605992
Sensor2,medio,487645,487703,0.0583052
Sensor2,medio,489097,489156,0.0587745
Sensor2,ruim,490558,490619,0.061316
Sensor2,medio,492071,492132,0.0613975
Sensor2,medio,493562,493623,0.0607393
Sensor2,medio,495047,495108,0.0612775
Sensor2,medio,496545,496607,0.0615654
Sensor2,medio,498039,498099,0.0600662
Sensor2,medio,498803,498868,0.0648967
Sensor2,medio,499539,499.6,0.0606238
Sensor2,medio,500282,500344,0.0628193
Sensor2,medio,501.03,501.09,0.0594041
Sensor2,medio,501787,501851,0.0634925
Sensor2,medio,502531,502593,0.0619404
Sensor2,medio,503289,503354,0.0645119
Sensor2,ruim,504047,504109,0.0626915
Sensor2,ruim,504208,504271,0.0625925
Sensor2,ruim,504363,504428,0.0644356
Sensor2,ruim,504516,504575,0.0593335
Sensor2,ruim,504665,504728,0.0622286
Sensor2,ruim,504816,504878,0.0620431
Sensor2,ruim,504969,505028,0.0596251
Sensor2,ruim,505118,505183,0.0644054
Sensor2,ruim,505269,505.33,0.0603529
Sensor2,ruim,505419,505482,0.062884
Sensor2,ruim,505574,505639,0.0656436
Sensor2,ruim,505735,505798,0.0629961
Sensor2,ruim,505888,505952,0.0645439
Sensor2,ruim,506045,506106,0.0606824
Sensor2,ruim,506191,506254,0.0632069
Sensor2,ruim,506349,506414,0.0644743
Sensor2,ruim,506505,506563,0.0583618
Sensor2,ruim,506654,506715,0.0610546
Sensor2,ruim,506806,506865,0.0595968
Sensor2,ruim,506954,507018,0.064117
