Tempo(s), Risco do Sensor, Nível da Bateria, Diff(s),Mode
81.9808,moderado,73.65,80.90,(5 out of 5)
82.5489,alto,73.46,0.56807,(5 out of 5)
149.191,moderado,52.27,66.642,(5 out of 5)
