Tref:,1514238292,0.987002,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
10,bad,true,61.4116,61.3052,0.106396
11,bad,true,62.2728,62.1713,0.101439
16,bad,true,62.2729,62.2003,0.072621
6,bad,true,62.4023,62.3764,0.0258683
9,bad,false,62.4025,62.395,0.00751385
7,bad,false,62.6535,62.6348,0.0187718
17,bad,true,63.1489,63.0829,0.0659805
3,bad,true,63.149,63.1062,0.0427786
14,bad,true,63.399,63.316,0.0829205
1,bad,false,68.3303,68.0948,0.235574
4,bad,false,68.7038,68.6678,0.0359208
0,bad,true,69.079,68.9593,0.119651
12,bad,false,69.328,69.2332,0.0947565
5,bad,false,69.4543,69.4233,0.0310678
8,bad,true,69.7031,69.6904,0.0127069
18,bad,false,70.2006,70.1407,0.0599506
2,bad,false,70.8196,70.6469,0.172672
19,bad,false,70.9454,70.8913,0.0541358
10,bad,false,72.1801,72.0735,0.106571
11,bad,false,73.0426,72.9414,0.101153
6,bad,false,73.1693,73.1441,0.0252496
3,bad,false,73.6629,73.6212,0.0417312
14,bad,false,74.034,73.9505,0.0834893
16,bad,false,74.0341,73.9622,0.0718852
17,bad,false,74.8944,74.8289,0.0654456
13,bad,true,75.7528,75.6644,0.0883827
7,bad,false,76.2464,76.2276,0.0188633
9,bad,false,77.8388,77.8317,0.00707673
0,bad,false,79.7968,79.6795,0.117297
8,bad,false,80.1665,80.1538,0.0126994
1,bad,true,81.8763,81.6428,0.233525
15,bad,true,82.1236,82.0474,0.0761333
12,bad,true,82.2483,82.1528,0.0955208
18,bad,true,82.4959,82.4365,0.0594009
19,bad,true,83.2339,83.1804,0.0535368
10,bad,false,85.6847,85.5776,0.107117
11,bad,false,86.5432,86.4422,0.100957
13,bad,false,86.5433,86.4541,0.0891896
4,bad,false,87.1581,87.1219,0.0361958
5,bad,false,87.8941,87.8636,0.0305066
2,bad,true,88.0196,87.8467,0.172914
3,bad,true,89.6157,89.573,0.0427165
1,bad,false,92.9277,92.6903,0.237364
12,bad,false,92.9278,92.8303,0.097529
15,bad,false,92.928,92.8482,0.0797865
18,bad,false,93.4233,93.3636,0.0597364
14,bad,true,93.6703,93.5879,0.08238
9,bad,true,93.7944,93.7874,0.00699566
19,bad,false,94.1642,94.111,0.0532048
0,bad,true,94.5325,94.4151,0.117383
6,bad,true,94.6586,94.6338,0.0248322
8,bad,false,97.3529,97.34,0.01282
2,bad,false,98.9527,98.7822,0.170523
4,bad,true,99.4449,99.4082,0.0367651
5,bad,true,100.183,100.152,0.0304854
3,bad,false,100.309,100.265,0.043362
10,bad,false,101.66,101.555,0.105448
7,bad,false,102.031,102.013,0.0184906
11,bad,false,102.525,102.424,0.101663
9,bad,false,104.37,104.364,0.00690528
14,bad,false,104.619,104.536,0.0828354
0,bad,false,104.991,104.871,0.119455
13,bad,false,104.991,104.901,0.0897213
6,bad,false,105.117,105.092,0.0247198
12,bad,true,105.853,105.759,0.0941174
18,bad,true,106.955,106.896,0.0589377
15,bad,true,107.695,107.617,0.0781393
19,bad,true,107.695,107.64,0.0545814
4,bad,false,110.639,110.603,0.0358222
5,bad,false,111.375,111.344,0.0301724
16,bad,true,112.11,112.04,0.0704892
17,bad,true,112.968,112.903,0.0643338
10,bad,true,113.948,113.842,0.105866
11,bad,true,114.807,114.707,0.100276
1,bad,true,115.055,114.819,0.236596
7,bad,true,115.549,115.53,0.0191896
12,bad,false,117.273,117.179,0.0938036
2,bad,true,117.399,117.226,0.172947
3,bad,true,117.525,117.482,0.0429405
18,bad,false,117.651,117.59,0.0602839
15,bad,false,118.27,118.192,0.07806
19,bad,false,118.395,118.341,0.0543088
0,bad,false,118.521,118.401,0.119893
8,bad,false,120.73,120.718,0.0126415
16,bad,false,122.698,122.626,0.071799
13,bad,true,123.436,123.348,0.0886244
17,bad,false,123.562,123.496,0.0659829
14,bad,false,124.299,124.217,0.0818494
6,bad,true,124.791,124.767,0.0241651
9,bad,true,125.285,125.278,0.0068212
10,bad,false,125.655,125.549,0.106855
1,bad,false,126.275,126.039,0.236408
7,bad,false,126.275,126.255,0.0199282
11,bad,false,126.524,126.424,0.100077
3,bad,false,128.122,128.079,0.0431672
2,bad,false,129.838,129.669,0.169509
4,bad,true,130.329,130.293,0.0364232
5,bad,true,131.065,131.035,0.0302719
12,bad,true,132.051,131.957,0.0940875
13,bad,false,134.017,133.929,0.088091
8,bad,true,134.266,134.253,0.0127647
0,bad,false,134.512,134.395,0.117299
6,bad,false,135.988,135.963,0.0242614
15,bad,true,136.116,136.035,0.0802244
18,bad,true,136.116,136.053,0.062411
9,bad,false,136.116,136.107,0.00855867
19,bad,true,136.857,136.804,0.0536528
16,bad,true,139.924,139.853,0.071029
17,bad,true,140.79,140.724,0.0657754
1,bad,true,141.04,140.801,0.238933
7,bad,true,141.04,141.021,0.0190569
4,bad,false,141.291,141.253,0.0373642
14,bad,false,141.54,141.457,0.08249
5,bad,false,142.035,142.005,0.0299739
12,bad,false,142.654,142.558,0.0960331
2,bad,false,144.007,143.838,0.169686
3,bad,true,144.744,144.701,0.0424069
8,bad,false,145.362,145.349,0.013068
15,bad,false,146.843,146.765,0.0773028
18,bad,false,146.968,146.908,0.0603968
19,bad,false,147.707,147.654,0.0530668
0,bad,true,149.299,149.182,0.11685
16,bad,false,151.258,151.186,0.0717703
7,bad,false,151.751,151.732,0.0193284
6,bad,true,151.998,151.973,0.0247329
17,bad,false,152.123,152.057,0.0661542
13,bad,true,152.493,152.405,0.0878152
1,bad,false,155.185,154.95,0.235164
10,bad,true,155.185,155.078,0.107334
3,bad,false,155.556,155.513,0.042408
11,bad,true,156.046,155.946,0.100222
14,bad,true,156.294,156.21,0.0837517
8,bad,true,157.641,157.628,0.0127694
0,bad,false,160.215,160.098,0.117654
9,bad,true,161.93,161.923,0.00705369
4,bad,false,162.179,162.143,0.0362468
2,bad,false,162.428,162.257,0.171005
6,bad,false,162.677,162.652,0.024545
15,bad,false,162.803,162.724,0.0783941
5,bad,false,162.928,162.897,0.0306714
13,bad,false,163.421,163.333,0.0881779
16,bad,false,165.991,165.92,0.0709639
10,bad,false,166.484,166.377,0.107241
7,bad,false,166.484,166.465,0.0193204
17,bad,false,166.855,166.791,0.0644517
11,bad,false,167.349,167.247,0.101873
14,bad,false,167.474,167.39,0.0838063
8,bad,false,168.207,168.194,0.0127186
18,bad,false,170.276,170.217,0.0587531
19,bad,false,171.01,170.957,0.0532313
9,bad,false,172.474,172.467,0.00672513
0,bad,false,173.085,172.968,0.116553
1,bad,false,173.576,173.342,0.233444
12,bad,false,174.552,174.457,0.0946122
3,bad,false,175.165,175.123,0.0416273
15,bad,true,176.264,176.188,0.0762815
4,bad,false,176.875,176.839,0.0357697
13,bad,false,177.487,177.398,0.08814
5,bad,false,177.611,177.58,0.0304759
6,bad,true,179.807,179.783,0.0242764
7,bad,false,181.148,181.129,0.0189294
14,bad,true,181.518,181.436,0.0826395
18,bad,true,183.719,183.659,0.0593464
2,bad,true,183.843,183.671,0.172533
19,bad,true,184.46,184.406,0.0536765
1,bad,true,185.813,185.577,0.236498
9,bad,false,186.55,186.542,0.0072764
10,bad,true,187.9,187.794,0.106155
15,bad,false,188.392,188.315,0.0767659
11,bad,true,188.762,188.662,0.100002
0,bad,false,189.009,188.892,0.117393
12,bad,false,189.257,189.162,0.0953755
16,bad,false,189.258,189.186,0.0718641
3,bad,false,189.876,189.833,0.0430016
17,bad,false,190.123,190.057,0.0654743
6,bad,false,190.371,190.347,0.0243234
4,bad,true,192.821,192.785,0.0359313
14,bad,false,192.946,192.862,0.0843317
5,bad,true,193.563,193.532,0.0305772
7,bad,false,194.055,194.037,0.0185298
18,bad,false,194.795,194.736,0.0593299
2,bad,false,195.167,194.996,0.171224
19,bad,false,195.537,195.484,0.0532757
8,bad,false,196.398,196.386,0.0128508
1,bad,false,196.525,196.287,0.237692
10,bad,false,199.223,199.117,0.105775
13,bad,true,199.592,199.504,0.0881147
11,bad,false,200.084,199.984,0.100495
4,bad,false,204.247,204.211,0.0362188
5,bad,false,204.984,204.952,0.0311309
9,bad,false,204.984,204.976,0.00783743
14,bad,false,205.839,205.756,0.0823997
2,bad,false,208.029,207.86,0.169232
6,bad,true,208.153,208.129,0.0244659
1,bad,false,208.765,208.532,0.232981
16,bad,false,209.499,209.428,0.0710687
7,bad,false,209.991,209.972,0.018601
13,bad,false,210.115,210.026,0.0896178
17,bad,false,210.361,210.296,0.0647993
8,bad,true,212.311,212.298,0.0127396
0,bad,false,212.922,212.805,0.117381
10,bad,true,213.29,213.185,0.105015
11,bad,true,214.147,214.047,0.100328
18,bad,true,214.395,214.334,0.0603624
3,bad,false,214.395,214.352,0.0431456
19,bad,true,215.132,215.079,0.0530513
12,bad,false,216.237,216.143,0.0941303
15,bad,false,216.608,216.531,0.0769428
6,bad,false,218.691,218.667,0.0244291
14,bad,true,220.53,220.448,0.0825615
9,bad,false,222.738,222.731,0.007034
8,bad,false,222.985,222.973,0.012742
4,bad,false,223.844,223.809,0.0356414
7,bad,true,224.093,224.074,0.0185003
16,bad,false,224.22,224.146,0.0731037
5,bad,false,224.591,224.56,0.0310464
10,bad,false,224.961,224.855,0.106015
17,bad,false,225.087,225.02,0.0666824
11,bad,false,225.826,225.725,0.100732
3,bad,false,226.685,226.643,0.0416226
18,bad,false,227.664,227.605,0.0595105
1,bad,false,228.4,228.166,0.234553
19,bad,false,228.401,228.346,0.0541004
12,bad,true,229.137,229.043,0.0941678
15,bad,true,230.117,230.039,0.0781258
14,bad,false,231.095,231.013,0.0823707
0,bad,true,232.561,232.443,0.11839
13,bad,true,232.808,232.719,0.089073
6,bad,false,234.65,234.625,0.0243535
7,bad,false,234.897,234.878,0.0190781
2,bad,false,236.242,236.072,0.16993
4,bad,true,236.732,236.697,0.0358879
5,bad,true,237.473,237.442,0.0301856
16,bad,false,238.332,238.262,0.0706468
17,bad,false,239.192,239.126,0.0651999
10,bad,true,239.686,239.58,0.106489
9,bad,false,239.934,239.927,0.00694784
12,bad,false,240.304,240.21,0.0940461
11,bad,true,240.552,240.452,0.100061
15,bad,false,240.8,240.723,0.076888
1,bad,false,241.907,241.671,0.235619
13,bad,false,243.99,243.902,0.0881863
0,bad,false,244.483,244.365,0.118152
4,bad,false,247.298,247.262,0.0363946
3,bad,true,247.546,247.504,0.0416996
5,bad,false,248.037,248.007,0.0301595
14,bad,false,248.284,248.202,0.0825288
18,bad,true,248.531,248.472,0.0592597
8,bad,false,248.778,248.766,0.0127574
2,bad,false,249.146,248.978,0.168217
19,bad,true,249.271,249.217,0.0535972
6,bad,true,249.396,249.371,0.0249138
10,bad,false,250.259,250.153,0.105742
11,bad,false,251.119,251.017,0.101108
7,bad,false,252.099,252.081,0.0187836
15,bad,false,253.082,253.005,0.0765925
16,bad,true,254.308,254.237,0.0711784
17,bad,true,255.168,255.103,0.06572
12,bad,false,257.5,257.405,0.0942663
0,bad,false,257.994,257.876,0.117706
3,bad,false,258.732,258.69,0.0417715
13,bad,false,259.964,259.873,0.0900128
18,bad,false,260.578,260.519,0.058627
9,bad,false,260.825,260.818,0.0070095
19,bad,false,261.318,261.265,0.0534017
6,bad,false,261.443,261.418,0.0247376
7,bad,false,264.98,264.962,0.0188215
14,bad,false,265.473,265.39,0.0830473
16,bad,false,265.473,265.402,0.0716156
4,bad,false,265.721,265.685,0.0360816
8,bad,true,265.967,265.955,0.0125923
17,bad,false,266.337,266.272,0.0652593
5,bad,false,266.461,266.431,0.0304757
12,bad,false,271.571,271.477,0.0939999
10,bad,false,272.304,272.198,0.105652
11,bad,false,273.159,273.059,0.0998728
3,bad,false,273.405,273.363,0.0421345
13,bad,false,274.63,274.541,0.0895835
18,bad,false,274.63,274.57,0.0605086
19,bad,false,275.366,275.313,0.0530066
9,bad,true,275.491,275.484,0.00696692
8,bad,false,276.468,276.455,0.0131076
6,bad,false,276.715,276.69,0.0243274
2,bad,false,278.546,278.377,0.16888
7,bad,true,280.858,280.84,0.0186337
1,bad,true,281.104,280.87,0.234281
0,bad,true,282.449,282.331,0.117368
14,bad,true,283.795,283.711,0.0837357
16,bad,false,283.795,283.724,0.0715994
17,bad,false,284.656,284.591,0.0652949
15,bad,true,286.124,286.047,0.0763148
4,bad,false,286.495,286.459,0.0361524
5,bad,false,287.235,287.204,0.0310786
9,bad,false,287.235,287.228,0.00766911
3,bad,false,287.484,287.442,0.0423302
13,bad,false,288.711,288.621,0.0894135
18,bad,true,289.325,289.266,0.0587489
19,bad,true,290.063,290.009,0.0537911
1,bad,false,291.782,291.548,0.234013
7,bad,false,291.908,291.889,0.0186896
2,bad,false,293.256,293.086,0.169553
0,bad,false,293.625,293.508,0.117253
6,bad,false,293.873,293.849,0.0245848
14,bad,false,294.487,294.404,0.0825886
8,bad,true,294.855,294.842,0.0127796
16,bad,true,296.078,296.007,0.0714469
10,bad,false,296.204,296.095,0.10891
17,bad,true,296.943,296.877,0.0653325
11,bad,false,297.068,296.966,0.102061
12,bad,true,297.317,297.222,0.0952517
15,bad,false,298.176,298.099,0.0771427
18,bad,false,300.013,299.954,0.0591239
19,bad,false,300.752,300.698,0.0535947
3,bad,true,304.666,304.623,0.0426793
8,bad,false,305.28,305.267,0.0125733
4,bad,true,305.529,305.492,0.0361717
13,bad,true,305.9,305.811,0.0885628
5,bad,true,306.272,306.241,0.0307333
7,bad,false,306.644,306.625,0.0186664
16,bad,false,306.896,306.824,0.0717327
0,bad,false,307.144,307.026,0.118005
17,bad,false,307.761,307.696,0.0652482
9,bad,false,308.132,308.125,0.0069405
12,bad,false,308.257,308.161,0.0959015
1,bad,false,308.995,308.761,0.234432
6,bad,true,309.243,309.218,0.0245181
2,bad,true,311.696,311.526,0.169383
15,bad,false,312.311,312.234,0.077422
18,bad,true,314.151,314.092,0.0593163
19,bad,true,314.89,314.837,0.053328
3,bad,false,315.141,315.097,0.0440955
4,bad,false,316.367,316.331,0.0362681
13,bad,false,316.492,316.402,0.0898168
5,bad,false,317.105,317.075,0.0304926
14,bad,true,317.842,317.759,0.0825643
8,bad,true,318.212,318.199,0.0126942
6,bad,false,319.683,319.658,0.0250014
2,bad,false,322.25,322.08,0.1696
0,bad,true,323.109,322.991,0.118018
1,bad,false,323.11,322.874,0.235969
9,bad,true,324.093,324.086,0.00700927
18,bad,false,324.587,324.527,0.0592613
19,bad,false,325.325,325.272,0.0531207
12,bad,false,325.45,325.354,0.0962155
7,bad,true,327.531,327.512,0.0186386
15,bad,true,328.269,328.192,0.0771275
8,bad,false,329.127,329.114,0.0129242
14,bad,false,329.619,329.537,0.0824135
0,bad,false,334.503,334.386,0.117017
9,bad,false,334.75,334.743,0.00705329
13,bad,true,334.876,334.786,0.0903733
16,bad,true,335.125,335.053,0.0726058
6,bad,false,335.626,335.601,0.0246157
17,bad,true,335.995,335.929,0.0657502
4,bad,false,336.618,336.58,0.0375677
10,bad,false,336.748,336.636,0.112696
5,bad,false,337.377,337.346,0.0311361
11,bad,false,337.628,337.527,0.101446
7,bad,false,338.006,337.988,0.0181808
12,bad,true,338.381,338.287,0.0933572
3,bad,true,338.505,338.463,0.0421022
15,bad,false,338.876,338.8,0.0766579
1,bad,true,341.599,341.365,0.233287
14,bad,false,342.581,342.499,0.0828425
8,bad,true,343.319,343.307,0.0127652
13,bad,false,345.893,345.805,0.0882696
16,bad,false,346.385,346.314,0.0712668
17,bad,false,347.247,347.182,0.0650792
2,bad,false,348.102,347.931,0.170446
12,bad,false,349.083,348.988,0.095121
3,bad,false,349.083,349.041,0.0427892
0,bad,true,349.942,349.824,0.118338
10,bad,true,350.311,350.204,0.106986
11,bad,true,351.17,351.069,0.100728
7,bad,true,351.54,351.521,0.0189807
6,bad,false,351.665,351.64,0.0250204
18,bad,false,352.892,352.833,0.0587613
1,bad,false,353.141,352.904,0.236998
9,bad,false,353.266,353.259,0.00705876
19,bad,false,353.636,353.583,0.0536856
8,bad,false,354.253,354.24,0.0126626
15,bad,true,356.086,356.009,0.0767844
4,bad,true,356.333,356.296,0.0363568
5,bad,true,357.072,357.042,0.0301958
14,bad,false,357.32,357.237,0.0836523
13,bad,true,360.633,360.543,0.0892579
10,bad,false,361.009,360.902,0.10663
0,bad,false,361.135,361.014,0.120538
16,bad,true,361.754,361.683,0.0707321
11,bad,false,361.879,361.777,0.101615
7,bad,false,362.004,361.985,0.0190847
17,bad,true,362.624,362.558,0.0655759
12,bad,false,365.076,364.982,0.0942331
15,bad,false,366.916,366.838,0.0775428
4,bad,false,366.916,366.879,0.0367341
2,bad,true,367.167,366.995,0.172195
9,bad,true,367.415,367.408,0.00741849
3,bad,false,367.541,367.498,0.0428374
5,bad,false,367.667,367.636,0.0314186
18,bad,true,368.895,368.836,0.0591506
19,bad,true,369.632,369.579,0.0530874
6,bad,true,370.125,370.1,0.0249417
8,bad,false,370.866,370.853,0.0127967
13,bad,false,371.358,371.269,0.0886156
14,bad,true,371.484,371.4,0.0840702
16,bad,false,372.591,372.519,0.0717573
17,bad,false,373.451,373.386,0.0651514
7,bad,false,376.76,376.741,0.0192753
12,bad,false,377.375,377.281,0.0940878
9,bad,false,378.236,378.229,0.00731543
2,bad,false,379.097,378.927,0.170024
15,bad,true,379.834,379.757,0.0770477
18,bad,false,379.834,379.775,0.0596237
0,bad,false,380.207,380.09,0.117564
19,bad,false,380.576,380.523,0.0529848
6,bad,false,381.069,381.045,0.0241993
10,bad,false,381.316,381.21,0.105591
3,bad,false,381.684,381.642,0.0417232
11,bad,false,382.174,382.074,0.0994618
14,bad,false,382.299,382.215,0.0843008
4,bad,true,382.91,382.874,0.0367792
5,bad,true,383.646,383.616,0.0301896
16,bad,true,389.758,389.686,0.0712295
1,bad,true,390.004,389.769,0.235022
17,bad,true,390.619,390.553,0.0655676
15,bad,false,391.234,391.157,0.0766907
4,bad,false,393.683,393.647,0.0360543
6,bad,true,393.929,393.904,0.0243291
5,bad,false,394.421,394.39,0.0300946
12,bad,false,394.547,394.45,0.0972653
7,bad,true,395.161,395.142,0.0185067
8,bad,true,395.408,395.395,0.0128703
2,bad,true,396.27,396.101,0.169247
13,bad,false,398.358,398.269,0.0885998
10,bad,false,398.483,398.376,0.107359
0,bad,false,398.609,398.489,0.120193
3,bad,true,398.856,398.814,0.0425456
11,bad,false,399.35,399.249,0.100881
14,bad,false,399.476,399.391,0.0845989
1,bad,false,400.704,400.47,0.23458
16,bad,false,401.199,401.127,0.0717167
17,bad,false,402.061,401.995,0.0651163
6,bad,false,404.755,404.731,0.0247385
9,bad,false,405.248,405.241,0.00686229
15,bad,true,405.373,405.296,0.0777198
7,bad,false,405.745,405.726,0.0188367
8,bad,false,406.727,406.715,0.0127887
2,bad,false,406.975,406.805,0.170329
12,bad,false,408.687,408.593,0.0943587
3,bad,false,409.668,409.626,0.0425993
4,bad,true,409.668,409.632,0.0366604
5,bad,true,410.405,410.375,0.030315
0,bad,false,410.897,410.78,0.117147
10,bad,false,412.001,411.896,0.105356
11,bad,false,412.861,412.76,0.10115
14,bad,false,412.986,412.902,0.0840344
16,bad,false,414.09,414.019,0.0709245
17,bad,false,414.949,414.883,0.0658159
13,bad,true,416.172,416.084,0.0880992
15,bad,false,416.785,416.708,0.0764699
18,bad,true,417.275,417.217,0.0588544
19,bad,true,418.011,417.957,0.0531903
1,bad,false,419.113,418.88,0.233685
4,bad,false,420.094,420.058,0.0365401
5,bad,false,420.83,420.8,0.0304334
6,bad,true,421.32,421.295,0.024622
9,bad,true,422.425,422.418,0.0068871
10,bad,true,426.71,426.604,0.10622
11,bad,true,427.571,427.47,0.100938
13,bad,false,427.697,427.606,0.0907392
18,bad,false,428.192,428.133,0.0592774
8,bad,false,428.808,428.795,0.0127497
19,bad,false,428.933,428.878,0.0544145
3,bad,false,429.303,429.261,0.0417879
16,bad,true,430.04,429.969,0.0708744
17,bad,true,430.899,430.834,0.0649349
14,bad,false,432.617,432.535,0.0820267
9,bad,false,432.986,432.979,0.00718057
6,bad,false,433.724,433.699,0.0244007
4,bad,false,434.215,434.178,0.0363838
5,bad,false,434.949,434.919,0.0302901
0,bad,false,435.439,435.323,0.116556
1,bad,false,436.297,436.063,0.234132
10,bad,false,437.765,437.659,0.105759
11,bad,false,438.623,438.523,0.0995536
16,bad,false,440.829,440.757,0.0714601
18,bad,true,441.075,441.015,0.059877
2,bad,false,441.323,441.152,0.171392
17,bad,false,441.692,441.627,0.0647968
12,bad,false,441.819,441.721,0.0973818
19,bad,true,441.819,441.763,0.055586
7,bad,false,443.775,443.756,0.0188871
3,bad,true,444.629,444.588,0.041006
13,bad,false,446.098,446.01,0.0881335
8,bad,false,447.2,447.187,0.0126063
0,bad,false,449.521,449.404,0.116991
9,bad,true,451.356,451.349,0.00694672
18,bad,false,451.847,451.788,0.0591962
19,bad,false,452.584,452.53,0.0538448
4,bad,true,452.584,452.547,0.0365639
5,bad,true,453.323,453.292,0.030606
2,bad,true,453.57,453.399,0.171192
14,bad,true,454.061,453.979,0.0821575
6,bad,false,454.554,454.529,0.0244588
3,bad,false,455.167,455.125,0.0424116
1,bad,false,455.904,455.669,0.234392
12,bad,false,455.904,455.808,0.0951867
15,bad,false,456.032,455.952,0.0798154
7,bad,true,456.032,456.012,0.0201562
10,bad,false,456.159,456.049,0.1095
11,bad,false,457.017,456.917,0.100686
8,bad,false,461.916,461.903,0.0128214
9,bad,false,462.163,462.156,0.00702578
4,bad,false,463.264,463.228,0.0360753
5,bad,false,464,463.969,0.0305235
14,bad,false,464.978,464.895,0.0826786
13,bad,true,465.712,465.624,0.0882627
2,bad,false,465.959,465.789,0.169896
7,bad,false,466.695,466.676,0.0185065
6,bad,true,467.43,467.405,0.0248603
3,bad,true,468.652,468.61,0.0421004
0,bad,false,469.146,469.027,0.11821
1,bad,false,469.395,469.157,0.23804
15,bad,false,469.523,469.443,0.0792664
10,bad,true,470.268,470.161,0.107187
18,bad,true,470.268,470.208,0.0604081
19,bad,true,471.009,470.955,0.0535484
11,bad,true,471.135,471.032,0.102271
12,bad,true,473.105,473.011,0.0942971
13,bad,false,476.304,476.215,0.0889688
